created_date,assignee_email,assignee_team,technology,ips_id,ips_title,predicted_category_existing,predicted_category_model,confidence,human_category,label_notes
2020-09-09,,wifi,WiFi,00544110,[Huawei][Quanta][WrightD][TGL-U][AX201][20H1][WiFi][BUG-20200825-8614]Mobile phone cannot connect to DUT by Miracast function.,,Miracast,,,[補標目標: Miracast]
2017-01-23,,wifi,WiFi,00160718,[HP/SIO1386969][Chiefs 1.0][AMD/7265/WIN10]The display of external monitor doesn't change when operating units with connecting a monitor via miracast.,,Miracast,,,[補標目標: Miracast]
2020-05-19,,wifi,WiFi,00515611,[HP/SIO1856936/Win10/Renoir/CcP2/DuskersIK] Can't connect miracast adapter successfully when connect it with video file playing via Movies&TV,,Miracast,,,[補標目標: Miracast]
2020-06-11,,wifi,WiFi,00521959,[Huawei][Quanta][Faraday][CML-H][AX201][WLAN][20H1][BUG-20200605-2571]Play video file lag when miracast(????) on DUT.(open wifi search list),,Miracast,,,[補標目標: Miracast]
2024-11-12,,wifi,WiFi,00921353,[Lenovo][in-house][ARL-S][AX211][PCB2/M970ts]Cannot detect Wireless display in scan list by Win+K,,Miracast,,,[補標目標: Miracast]
2024-10-30,,wifi,WiFi,00919013,[ACER][Huaqin][Nitro V Enyaq_RTH][RPL-H][WIN11]Wireless display show lag,,Miracast,,,[補標目標: Miracast]
2019-07-21,,wifi,WiFi,00450902,(Copy Of 00450886) [Samsung][Zeus-15][ICL-U][HrP2] - Miracast pairing is over when the system changes their WiFi channel.,,Miracast,,,[補標目標: Miracast]
2020-12-01,,wifi,WiFi,00575507,[HP/dogfood/Win10/TGL/HrP2/Wikus] Cannot connect Miracast successfully,,Miracast,,,[補標目標: Miracast]
2019-04-07,,wifi,WiFi,00429848,[Huawei][VoltaR][Win10-RS5][CPM2019040400020][WLAN]Volta R do miracast with HAGiBiS(bundle miracast function) and will connect fail.,,Miracast,,,[補標目標: Miracast]
2019-02-20,,wifi,WiFi,00416700,"[HP/SIO1706654/WHL/9560/W10/Venus ] - M-BST/Anchorbay1.0&Venus1.0/RS5 EP/SI:Error msg""something went wrong"" poped up when connected Miracast to unit and Miracast would not be detected successfully.",,Miracast,,,[補標目標: Miracast]
2023-03-06,,wifi,WiFi,00788777,[WW11-12WS][MTL-H][MSI][15A1]Miracast fail.,,Miracast,,,[補標目標: Miracast]
2023-05-31,,wifi,WiFi,00807122,[MSI][7E25][RPL]Wifi7 BE200 ES2 sample cannot wake on LAN (S3/S4),,WowLAN,,,[補標目標: WowLAN]
2019-05-13,,wifi,WiFi,00436871,[Dynabook][Win10] target PC cannot be woken up from Hibernation by a magic packet  on  models which support modern standby.,,WowLAN,,,[補標目標: WowLAN]
2017-03-27,,wifi,WiFi,00169709,[HP/SIO1415342][Jolie][KLB/8265/WIN10]Cannot wowlan from S5.,,WowLAN,,,[補標目標: WowLAN]
2021-07-07,,wifi,WiFi,00627952,[Intel NUC Wall Street Canyon/Pegatron/ADL-P]system cannot wake from Modern Standby by magic packet with AX200 wifi card,,WowLAN,,,[補標目標: WowLAN]
2017-03-27,,wifi,WiFi,00169709,[HP/SIO1415342][Jolie][KLB/8265/WIN10]Cannot wowlan from S5.,,WowLAN,,,[補標目標: WowLAN]
2019-06-13,,wifi,WiFi,00443240,[Samsung-Odyssey2] System under S3 doesn't wake up by magic packet.,,WowLAN,,,[補標目標: WowLAN]
2017-06-08,,wifi,WiFi,00180551,[HP/SIO1419536][Jolie][KBL/8265/WIN10]WoWLAN on S5 get failed if wait for overnight to wake,,WowLAN,,,[補標目標: WowLAN]
2021-07-07,,wifi,WiFi,00627952,[Intel NUC Wall Street Canyon/Pegatron/ADL-P]system cannot wake from Modern Standby by magic packet with AX200 wifi card,,WowLAN,,,[補標目標: WowLAN]
2017-03-27,,wifi,WiFi,00169709,[HP/SIO1415342][Jolie][KLB/8265/WIN10]Cannot wowlan from S5.,,WowLAN,,,[補標目標: WowLAN]
2019-05-13,,wifi,WiFi,00436871,[Dynabook][Win10] target PC cannot be woken up from Hibernation by a magic packet  on  models which support modern standby.,,WowLAN,,,[補標目標: WowLAN]
2019-06-13,,wifi,WiFi,00443240,[Samsung-Odyssey2] System under S3 doesn't wake up by magic packet.,,WowLAN,,,[補標目標: WowLAN]
2019-05-13,,wifi,WiFi,00436871,[Dynabook][Win10] target PC cannot be woken up from Hibernation by a magic packet  on  models which support modern standby.,,WowLAN,,,[補標目標: WowLAN]
2020-03-24,,wifi,WiFi,00502401,Intel Wifi  - low initial speed @ch6 on Rainer( TGL),,Performance,,,[補標目標: Performance]
2019-12-19,,wifi,OEM Tools,00484420,[MSFT][Pegatron][Jaz][ICL-U][HrP2] Rx sensitivity ~ 4dBm degraded using DRTU 12.1947.0-10428 versus 11.1923.0-09721,,Performance,,,[補標目標: Performance]
2019-11-07,,wifi,WiFi,00474994,"[Huawei][Quanta][H98M][19H1][WLAN][CPM2019110700034]Connected with 802.11N then use mobile hotspots, and set to 2.4Ghz only, throughput not 802.11n",,Performance,,,[補標目標: Performance]
2019-08-16,,bt,BT,00457574,"[Asus][AMD][X505BP][8265] Audio lags when testing WiFi/BT coex (11n TX/RX, 11g TX/RX)",,Performance,,,[補標目標: Performance]
2024-02-21,,bt,BT,00864446,[Xiaomi][MIUI+][I7-12700H][AX211]rfcomm transmission bandwidth is less than 100K,,Performance,,,[補標目標: Performance]
2021-12-01,,bt,BT,00665041,[HP/Boggle24/W11/ADL/GFP] SIO2047228 - [SCIT-HW/NPI/Boggle24/SI2/U13_00.33.00/21H2/ICC/APM] Exit latency>=1000ms error occurred during running ModS_cycling_Test_utility,,Performance,,,[補標目標: Performance]
2022-02-09,,wifi,WiFi,00682061,[Lenovo-ThinkPad][LCFC][Triones-Intel][SVT][Win11]Sink PC show lag or garbage when test PC projecting to PC and play local video,,Performance,,,[補標目標: Performance]
2021-10-14,,bt,BT,00652144,"[Lenovo LCFC][Griffin/Roc]Sound output is delay(few secs) when connect slowly to played back on paired BT Headset/Speakers or need to change Sound output by manually from Unit's Speakers to BT device.(FR: 2/5units, 3/4trials)",,Performance,,,[補標目標: Performance]
2021-03-17,,wifi,WiFi,00600393,[LG][16Z90P][TGL/AX201/20H2] WiFi Rx throughput of 11ax(5GHz) becomes much lower with BT mouse connected,,Performance,,,[補標目標: Performance]
2025-02-26,,wifi,WiFi,00941241,[Dell][Arches MTL]SPC software is slow when connect WLAN,,Performance,,,[補標目標: Performance]
2020-04-30,,bt,BT,00511396,[Xiaomi][Huaqin][A5i][Ice Lake][AX201][19H1] Bluetooth mouse/headphone show lag when playing music via Groove player,,Performance,,,[補標目標: Performance]
2017-02-22,,wifi,WiFi,00164882,[Huawei <Pascal>][KBL-U][WLAN] Copy large file by USB would affect 5G throughput,,Performance,,,[補標目標: Performance]
2022-02-09,,wifi,WiFi,00682111,[LG][16Z90Q][ADL/AX211/Win11 21H2] Rx throughput of 11ax 160MHz is low and unstable in 22.110 PV,,Performance,,,[補標目標: Performance]
2020-01-30,,wifi,WiFi,00491215,[Dell] TX throughput drop on 5GHz at 66dB path loss,,Performance,,,[補標目標: Performance]
2017-06-21,,wifi,WiFi,00182792,"RS2 WiFi Ping slow after 1st Sleep, then Disconnect after 2nd sleep",,Performance,,,[補標目標: Performance]
2021-04-21,,wifi,WiFi,00609613,[Dynabook][Win10] WLAN PLDR test failed and WLAN device show YB in device manager,,YB/Lost,,,[補標目標: YB/Lost]
2024-07-31,,wifi,WiFi,00899610,"[Dell][Compal][TRK14][ARL A0][FmP2][PCIe]SUT Device Manager show ""Intel(R) Wi-Fi 7 BE201 320MHz"" YB after CB/WB",,YB/Lost,,,[補標目標: YB/Lost]
2023-02-15,,wifi,WiFi,00785265,[Samsung][AX211][P230216-02248]Yellow Bang after 22.200 Driver update,,YB/Lost,,,[補標目標: YB/Lost]
2020-03-26,,wifi,WiFi,00503178,[Dell][Moedna_TGL][WiFi]WiFi device occurred yellow bang after resuming from S4/S5,,YB/Lost,,,[補標目標: YB/Lost]
2022-07-05,,wifi,WiFi,00718325,[Lenovo-Ideapad][C770][AX201][ADL-P][AX201]One Lenovo PM found WLAN frequently YB during daily work(F/R: 2-3 times one day),,YB/Lost,,,[補標目標: YB/Lost]
2023-07-11,,wifi,WiFi,00815511,"[Lenovo] [May CI][S570 IAL FFRT]Intel 9560 HWID changed to ""SUBSYS_00008086""  and show YB in device manager after Fast boot stress.(F/R:1/20units;1/5825cycles)",,YB/Lost,,,[補標目標: YB/Lost]
2019-11-18,,wifi,WiFi,00477081,[ASUS][X521FA/FL]WIFI yellow bang while AC/DC mode switch during online video streaming,,YB/Lost,,,[補標目標: YB/Lost]
2024-10-15,,bt,BT,00915825,[Lenovo-Ideapad][LNL][Shangri-la][BE201][24H2]BT YB while stress connect / disconnect WIFI,,YB/Lost,,,[補標目標: YB/Lost]
2018-08-08,,wifi,WiFi,00290408,(Copy Of 00259823) [Asus][WHL][X530FN] Intel 9560 YB issue after WiFi driver installation,,YB/Lost,,,[補標目標: YB/Lost]
2021-06-22,,wifi,WiFi,00624403,[Huawei/Bitland][CML-S][Pangu] WiFi show YB during burn in test (error code:10 the device cannot start) Failure rate: 2/778 units,,YB/Lost,,,[補標目標: YB/Lost]
2025-01-07,,wifi,WiFi,00932602,[HP][Quanta]-[Agusta][ARL-U/H][Win11 24H2] Wi-Fi has yellow bang when plug and unplug the USB printer.(Intel BE201),,YB/Lost,,,[補標目標: YB/Lost]
2024-08-21,,wifi,WiFi,00904241,"[Lenovo_IdeaPad][Wenchang?][LCFC][LNL][24H2][BE201]5055-FW_HW_ERROR & 5002-FW_ASSERT and BT show YB when do S4 Stress test, FR: 2/3 Units, 100cycles/unit",,YB/Lost,,,[補標目標: YB/Lost]
