source_file,technology,ips_title,predicted_category_model,predicted_category_existing,human_category,confidence
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,PX AX210 Wifi 6G _DSM support_OEM,Connectivity,Connectivity,BIOS,0.1219
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,P178G002/P179G002 update KC Wifi 7,Sensing,Connectivity,Connectivity,0.1223
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,Windows UI and netsh keep showing old channel and Band . After the DUT connected mobile hotspot switches from the 2.4G band to the 5G band,Performance,Power Consumption,Connectivity,0.1229
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,WiFi drops intermittently while on a teams call,Connectivity,Connectivity,Connectivity,0.1230
bt_software_piece_04_of_07_Wesley.csv,bt,Intel AX211 WLAN became hidden (code 45) in device manager after resume from sleep,YB/Lost,Power Consumption,YB/Lost,0.1233
bt_software_piece_07_of_07_Yuwei (2).csv,bt,Cannot find DUT Tile in TILE Mobile App (TMA) on the phone when DUT enter to S4/D2,Connectivity,Connectivity,Connectivity,0.1238
weekly_labels_20260425_151911.csv,BT,"[NEC][LCFC][WCL][Yukimura-WCL VP][25H2][SIT][BE211]The BT driver shows Dual BT in the Device Manager details, and the language used for the Device Manager name is different. FR: 1/1unit",Not WiFi Issue,Not WiFi Issue,Connectivity,0.1239
weekly_labels_20260425_154714.csv,BT,"[NEC][LCFC][WCL][Yukimura-WCL VP][25H2][SIT][BE211]The BT driver shows Dual BT in the Device Manager details, and the language used for the Device Manager name is different. FR: 1/1unit",Not WiFi Issue,Not WiFi Issue,Connectivity,0.1239
weekly_labels_20260425_162335.csv,BT,"[NEC][LCFC][WCL][Yukimura-WCL VP][25H2][SIT][BE211]The BT driver shows Dual BT in the Device Manager details, and the language used for the Device Manager name is different. FR: 1/1unit",Not WiFi Issue,Not WiFi Issue,Connectivity,0.1239
wifi_tools_piece_07_of_07_Brenton.csv,wifi,BT MCC jump to 3030 due to Wi-Fi,Sensing,Connectivity,YB/Lost,0.1259
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,wireless connection and network performance issues,Performance,Connectivity,Connectivity,0.1260
wifi_tools_piece_07_of_07_Brenton.csv,wifi,T-put(STA <-->AP) become low if enable hotspot when connected with AP 160M BW,Performance,Power Consumption,Performance,0.1260
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,Miracast channel does not align with BSS channel,Connectivity,Connectivity,P2P,0.1265
bt_software_piece_04_of_07_Wesley.csv,bt,The Bluetooth related device lost when using the MIKE II tool to run hibernate resume (manual resume) Fail Rate: 1unit 2/2 trials.,Connectivity,Connectivity,YB/Lost,0.1268
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,Random disconnect seen,Sensing,Connectivity,Connectivity,0.1294
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,"Miracast connection fails on the INTEL module, but passes on the MTK module",Connectivity,Connectivity,Connectivity,0.1296
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,Clevo_X560WNx_ARL-HX_AX201 WiFi connect issues,Connectivity,Connectivity,Connectivity,0.1302
bt_software_piece_07_of_07_Yuwei (2).csv,bt,"Stress_Wifi_S4, System event log show red color with Event ID 17(The local Bluetooth adapter has failed in an undetermined manner and will not be used). (F/R:2/25u,2/2500c)",Connectivity,Connectivity,YB/Lost,0.1314
wifi_tools_piece_07_of_07_Brenton.csv,wifi,Canot Miracast to project the screen to this device wirelessly,Connectivity,Connectivity,Connectivity,0.1316
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,Miracast use CH165 which is not supported by the TV,Connectivity,Connectivity,P2P,0.1326
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,System does not sync screen via miracast from PC to PAD.,Connectivity,Connectivity,Connectivity,0.1329
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,Mobile hotspot cannot be opened when selecting 5GHz band,RF,Power Consumption,Connectivity,0.1329
bt_software_piece_01_of_07_Bingyue (2).csv,bt,"Bluetooths microphone can not be recognized in Sound -> Recording device, and can not be recognized in Sound Recorder APP. (FR:1/3 units, 100% failed with that failed unit.)",Connectivity,Connectivity,Connectivity,0.1342
bt_software_piece_01_of_07_Bingyue (2).csv,bt,"HLK-Bluetooth - HciExtension1 (Bring Up) fails with Reserved flags (0xffffffffffffff80) are set by the radio, they should be zeroed out.",BSOD,BSOD,HLK,0.1348
bt_software_piece_02_of_07_Juan.csv,bt,"When using the iper3 tool to run RX and TX while connecting to a 2.4G WiFi and Bluetooth device, the Bluetooth speaker experiences stuttering issues.",Connectivity,Connectivity,Performance,0.1349
bt_software_piece_04_of_07_Wesley.csv,bt,"When using the iper3 tool to run RX and TX while connecting to a 2.4G WiFi and Bluetooth device, the Bluetooth speaker experiences stuttering issues.",Connectivity,Connectivity,Connectivity,0.1349
bt_software_piece_01_of_07_Bingyue (2).csv,bt,"After resume from MS for long time, BT mouse will lost function and can not scan & pair. (Scan List Empty)",Connectivity,Connectivity,Connectivity,0.1351
bt_software_piece_04_of_07_Wesley.csv,bt,A2DP Offload feature is enabled in JfP on TGL and HrP on ADL when feature is not supported.,Connectivity,Connectivity,Connectivity,0.1358
bt_software_piece_04_of_07_Wesley.csv,bt,"call active, R power off, L no sound for 5~10 sec",Connectivity,Power Consumption,Connectivity,0.1360
bt_software_piece_07_of_07_Yuwei (2).csv,bt,BT sar table value not align the ant tool query result,RF,RF,RF,0.1361
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,WIFI 7 blocked SW Drips 0,Performance,Connectivity,Power Consumption,0.1361
bt_software_piece_04_of_07_Wesley.csv,bt,Unable to run testharness tool on HostPC,Connectivity,Connectivity,OEM Tools,0.1378
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,802.11AX MCS6 and BE MCS11 with LDPC Sensitivity is not met EPS Performance,RF,RF,Performance,0.1385
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,P2P pairing failure as it didnt attempt to connect to the Group Owner (GO).,Connectivity,Connectivity,P2P,0.1387
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,"SUT cant search for 5.0GHz Wi-Fi after setting ""Wi-Fi Channel"" to 165 and then idling for about 2 minutes.",OEM Tools,OEM Tools,Connectivity,0.1389
bt_software_piece_05_of_07_Leo.csv,bt,Device Information Service - MDUT FW version doesnt match.,Connectivity,Connectivity,ICPS,0.1399
bt_software_piece_06_of_07_Matt.csv,bt,Bluetooth driver missing,Connectivity,Connectivity,YB/Lost,0.1401
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,P2P pairing - GO finding failure.,Connectivity,Connectivity,Connectivity,0.1401
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,P2P Pairing Failure,Connectivity,Connectivity,P2P,0.1401
weekly_labels_20260425_151911.csv,BT,"[Lenovo Thinkbook/Consumer][Wistron][WCL][AX211][IdeaPad Slim 5 13IWC11]The AX211 network card uses Bluetooth to record audio with current and noise.(10/10 unit,50/50 cycle)",Connectivity,Connectivity,Connectivity,0.1409
weekly_labels_20260425_154714.csv,BT,"[Lenovo Thinkbook/Consumer][Wistron][WCL][AX211][IdeaPad Slim 5 13IWC11]The AX211 network card uses Bluetooth to record audio with current and noise.(10/10 unit,50/50 cycle)",Connectivity,Connectivity,Connectivity,0.1409
weekly_labels_20260425_162335.csv,BT,"[Lenovo Thinkbook/Consumer][Wistron][WCL][AX211][IdeaPad Slim 5 13IWC11]The AX211 network card uses Bluetooth to record audio with current and noise.(10/10 unit,50/50 cycle)",Connectivity,Connectivity,Connectivity,0.1409
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,Decision low value will over decision high and system always detect human after SPD,Sensing,Connectivity,Sensing,0.1428
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,Driver cannot read DSM function by ACPI source,UEFI,UEFI,BIOS,0.1448
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,The system wakes when a person walks 1.2m horizontally behind it,RF,Power Consumption,Sensing,0.1449
bt_software_piece_05_of_07_Leo.csv,bt,"Error message ""your speaker arent working"" pops ups when do video call by Teams with BT headset connected.",Connectivity,Connectivity,Connectivity,0.1462
bt_software_piece_07_of_07_Yuwei (2).csv,bt,Bluetooth headset has No Output Sound After PC Bluetooth Toggle (OFF/ON) 100% fail rate.,Connectivity,Connectivity,Connectivity,0.1475
bt_software_piece_06_of_07_Matt.csv,bt,Strange name of msi package appears when removing BT driver,Connectivity,Connectivity,Connectivity,0.1489
wifi_tools_piece_07_of_07_Brenton.csv,wifi,System cant found 6Ghz mobile hotspot.,RF,Power Consumption,Connectivity,0.1491
weekly_labels_20260425_151911.csv,BT,[Microsoft][PTL/WHP/OOB 26581][PAS] Bluetooth crash and LE earbuds disconnect when enabling Audio Sharing (PAS) on Panther Lake,Connectivity,Connectivity,Connectivity,0.1492
weekly_labels_20260425_154714.csv,BT,[Microsoft][PTL/WHP/OOB 26581][PAS] Bluetooth crash and LE earbuds disconnect when enabling Audio Sharing (PAS) on Panther Lake,Connectivity,Connectivity,Connectivity,0.1492
weekly_labels_20260425_162335.csv,BT,[Microsoft][PTL/WHP/OOB 26581][PAS] Bluetooth crash and LE earbuds disconnect when enabling Audio Sharing (PAS) on Panther Lake,Connectivity,Connectivity,Connectivity,0.1492
bt_software_piece_07_of_07_Yuwei (2).csv,bt,TX timeout during ROM flow,Connectivity,Connectivity,Connectivity,0.1504
bt_software_piece_01_of_07_Bingyue (2).csv,bt,System exception on BT fw,Connectivity,Connectivity,YB/Lost,0.1505
bt_software_piece_07_of_07_Yuwei (2).csv,bt,"When switch on and off Bluetooth Button repeatedly from the operation center, the BT button sometime is not working. At the same time, there is 0x9f BSOD when reboot the PC.",BSOD,BSOD,BSOD,0.1509
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,The 2.4G network auto disconnect after connect USB wireless keyboard and mouse under about -70dBm RSSl.,YB/Lost,YB/Lost,Connectivity,0.1510
bt_software_piece_05_of_07_Leo.csv,bt,BT Device will lost when idle in OS - lc_CmuHandleReceivedArqn_Fiq,YB/Lost,Connectivity,YB/Lost,0.1513
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,AX201 wifi driver 802.11g throughputissue,Performance,Connectivity,Performance,0.1513
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,Wi-Fi low tpt on 6Ghz 11be 320MHz bandwidth,Performance,Performance,Performance,0.1520
bt_software_piece_03_of_07_Steven.csv,bt,"The Bluetooth device will be auto change to ""Paired"". (Huawei Freelace)",System Hang,System Hang,Connectivity,0.1525
weekly_labels_20260425_151911.csv,BT,[HP/Cashmere/RVP][PTL/OOB 26581/WHP] Three BT headsets BT PAS enable successful with issue symptom (3rd classic sometime show disconnected state),Connectivity,Connectivity,Connectivity,0.1529
weekly_labels_20260425_154714.csv,BT,[HP/Cashmere/RVP][PTL/OOB 26581/WHP] Three BT headsets BT PAS enable successful with issue symptom (3rd classic sometime show disconnected state),Connectivity,Connectivity,Connectivity,0.1529
weekly_labels_20260425_162335.csv,BT,[HP/Cashmere/RVP][PTL/OOB 26581/WHP] Three BT headsets BT PAS enable successful with issue symptom (3rd classic sometime show disconnected state),Connectivity,Connectivity,Connectivity,0.1529
bt_software_piece_01_of_07_Bingyue (2).csv,bt,BT Device Disappear CS+Wifi AP connected,Connectivity,Connectivity,Connectivity,0.1550
bt_software_piece_06_of_07_Matt.csv,bt,DUT OPP received picture will show abnormal if transferring files with BT headset music playing,Connectivity,Connectivity,Connectivity,0.1550
bt_software_piece_06_of_07_Matt.csv,bt,The sound has caton murmur when DUT play music with a bluetooth speaker,Connectivity,Connectivity,Performance,0.1552
bt_software_piece_05_of_07_Leo.csv,bt,"Play music with BT Headset/Speaker no sound, and device show yellow bang.",YB/Lost,YB/Lost,Connectivity,0.1553
bt_software_piece_06_of_07_Matt.csv,bt,Bluetooth headset fails to connect automatically after Windows is resume from shutdown,Connectivity,Connectivity,Connectivity,0.1555
bt_software_piece_01_of_07_Bingyue (2).csv,bt,"Swift Pair connected with Use LE audio when available disabled, after connection host will reconnect LE portion",Connectivity,Connectivity,Connectivity,0.1556
bt_software_piece_04_of_07_Wesley.csv,bt,Unable to play any videos or music (online/local) after playing YouTube videos overnight,Connectivity,Connectivity,Connectivity,0.1558
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,Debugging the antenna performance parameters of the WIFI Sensor waking up the PC under MS,Performance,Connectivity,Sensing,0.1574
weekly_labels_20260425_151911.csv,BT,"[Dell][Roma][PTL][25H2]Conection status show ""Connected"" after disconnect the BT headset  (F/R:100%",Connectivity,Connectivity,Connectivity,0.1576
weekly_labels_20260425_154714.csv,BT,"[Dell][Roma][PTL][25H2]Conection status show ""Connected"" after disconnect the BT headset  (F/R:100%",Connectivity,Connectivity,Connectivity,0.1576
weekly_labels_20260425_162335.csv,BT,"[Dell][Roma][PTL][25H2]Conection status show ""Connected"" after disconnect the BT headset  (F/R:100%",Connectivity,Connectivity,Connectivity,0.1576
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,Cannot connect to WPA2 Enterprise via UEFI,Sensing,Connectivity,UEFI,0.1581
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,"when an AP is connected, DUT wakes up intermittently without human detection",Sensing,Connectivity,Connectivity,0.1591
bt_software_piece_02_of_07_Juan.csv,bt,"SystemEvent log show error ID_5 after connect the BT MS&KB&Hedset devices, FR: 1/1Unit, 3/3Cycles",Connectivity,Connectivity,Connectivity,0.1595
bt_software_piece_01_of_07_Bingyue (2).csv,bt,BLE launch failure on PTL Platforms with BE211 Module,Connectivity,Connectivity,Connectivity,0.1603
bt_software_piece_07_of_07_Yuwei (2).csv,bt,Bluetooth is switched on automatically after resuming from Hibernation.,Connectivity,Connectivity,Connectivity,0.1603
bt_software_piece_04_of_07_Wesley.csv,bt,Unnecessary BT LE Sideband device and YB,YB/Lost,RF,YB/Lost,0.1607
weekly_labels_20260425_151911.csv,BT,[WIKO][Longcheer][MarseilleJ][Win11][Intel-PTL][AX211][BT]BR bluetooth mouse will be deleted automatically after upgrade to 24.40.0.3 bluetooth driver.,Performance,Performance,Connectivity,0.1608
weekly_labels_20260425_154714.csv,BT,[WIKO][Longcheer][MarseilleJ][Win11][Intel-PTL][AX211][BT]BR bluetooth mouse will be deleted automatically after upgrade to 24.40.0.3 bluetooth driver.,Performance,Performance,Connectivity,0.1608
weekly_labels_20260425_162335.csv,BT,[WIKO][Longcheer][MarseilleJ][Win11][Intel-PTL][AX211][BT]BR bluetooth mouse will be deleted automatically after upgrade to 24.40.0.3 bluetooth driver.,Performance,Performance,Connectivity,0.1608
bt_software_piece_04_of_07_Wesley.csv,bt,[HP][SnowWhite/LNL/FmP][PCIe] Bluetooth LE Mouse can not be used during connected state. - [Connection timeout],Connectivity,Connectivity,Connectivity,0.1609
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,Intermittent unexplained low downlink throughput,Performance,Connectivity,Performance,0.1613
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,T14S Laptop (AX211) keeps switching between different Wi-Fi access points (APs) unnecessarily,RF,RF,Connectivity,0.1618
bt_software_piece_07_of_07_Yuwei (2).csv,bt,Device Information Service only includes PnPID and Manufacture name,Connectivity,Connectivity,Connectivity,0.1620
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,WiFi profile not showing expected 11ax in Protocol after changing wireless modes in properties,System Hang,System Hang,Connectivity,0.1629
bt_software_piece_07_of_07_Yuwei (2).csv,bt,Bluetooth headphone only have audio no MIC function,Connectivity,Connectivity,Connectivity,0.1630
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,2.4G DRTU Target power difference at the same SKU,RF,Power Consumption,OEM Tools,0.1633
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,"Frequent assert 0x4446 when host is sharing the 5G hotspot, 3/3Units, 3/3cycles in noisy environment",YB,YB/Lost,YB/Lost,0.1639
bt_software_piece_05_of_07_Leo.csv,bt,Noise is heard from BT headphone when other people speak during teams call.(BE201),Connectivity,Connectivity,Connectivity,0.1644
weekly_labels_20260425_151911.csv,BT,"[LG][HQ][14U40V][WCL]The units volume is no sound when turn up the volume by the Bluetooth speaker. (FR:1/2 units,3/20 cycles)",Connectivity,Connectivity,Connectivity,0.1649
weekly_labels_20260425_154714.csv,BT,"[LG][HQ][14U40V][WCL]The units volume is no sound when turn up the volume by the Bluetooth speaker. (FR:1/2 units,3/20 cycles)",Connectivity,Connectivity,Connectivity,0.1649
weekly_labels_20260425_162335.csv,BT,"[LG][HQ][14U40V][WCL]The units volume is no sound when turn up the volume by the Bluetooth speaker. (FR:1/2 units,3/20 cycles)",Connectivity,Connectivity,Connectivity,0.1649
bt_software_piece_07_of_07_Yuwei (2).csv,bt,aging S4 TEST_BT Lost issue - NO_SUCH_DEVICE,Connectivity,Connectivity,YB/Lost,0.1656
bt_software_piece_02_of_07_Juan.csv,bt,"Bluetooth devices all lost and do not show in the device manager when MIKE II s4 stress test, Bluetooth Device (Personal Area Network) (ID: BTH\MS_BTHPAN\6&257119B4&0&2) missing",YB/Lost,Connectivity,YB/Lost,0.1664
bt_software_piece_04_of_07_Wesley.csv,bt,The BT switch show gray and BT function disappear,Connectivity,Connectivity,YB/Lost,0.1664
bt_software_piece_02_of_07_Juan.csv,bt,Advertising Duty Cycle complaint test is not meeting the SPEC requirement,Connectivity,Connectivity,Connectivity,0.1667
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,Wi-Fi sensing WOA&WAL distance exceeds Intel KPI,RF,RF,Sensing,0.1669
weekly_labels_20260425_151911.csv,BT,[MADIGI][BV55B-ML03][MTL-H][DVT]BT headphone take about 25 seconds to output audio after connection. (FR: 9/9 cycles; 3/3 units),Connectivity,Connectivity,Connectivity,0.1682
weekly_labels_20260425_154714.csv,BT,[MADIGI][BV55B-ML03][MTL-H][DVT]BT headphone take about 25 seconds to output audio after connection. (FR: 9/9 cycles; 3/3 units),Connectivity,Connectivity,Connectivity,0.1682
weekly_labels_20260425_162335.csv,BT,[MADIGI][BV55B-ML03][MTL-H][DVT]BT headphone take about 25 seconds to output audio after connection. (FR: 9/9 cycles; 3/3 units),Connectivity,Connectivity,Connectivity,0.1682
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,SIP126226 - 1040 G11/Win11 24H2/NA/PC US/Intel WLAN driver causes 0xa bug check,BSOD,BSOD,BSOD,0.1684
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,"Stress-MS, BE211 320MHZ caused SW&HW drips(SW:2%/HW:2%) not meet SPEC(90%).",Performance,Performance,Power Consumption,0.1687
bt_software_piece_01_of_07_Bingyue (2).csv,bt,System Volume bar OSD not changed when pressing hotkey to adjust volume during Teams video call with BT headset,System Hang,System Hang,Connectivity,0.1697
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,unable to create GO on 5G bandwidth low frequency channels,Performance,Performance,P2P,0.1701
wifi_tools_piece_02_of_07_Frankyang (2).csv,tools,IWFT enters non-functional state for long run with WiFi Disabled,OEM Tools,Connectivity,OEM Tools,0.1711
wifi_tools_piece_07_of_07_Brenton.csv,wifi,"PC connected 2.4G/5G AP(802.11AX/AC,20M/40M) do UDP downstream can not meet spec.(F/R:1/1U,6/6C))",Performance,Connectivity,Performance,0.1711
bt_software_piece_04_of_07_Wesley.csv,bt,Intel LNL RVP + GaP discrete offload fail to work (music no sound),Connectivity,Connectivity,Connectivity,0.1717
bt_software_piece_01_of_07_Bingyue (2).csv,bt,BT mouse cannot work after idle or paired successfully.,Connectivity,Connectivity,Connectivity,0.1720
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,WiFi Direct discovery & connection to peer takes a long time as ICPS installed.,ICPS,ICPS,ICPS,0.1721
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,SPD not working < 30cm from edge of laptop but isolation is good,Sensing,Connectivity,Sensing,0.1722
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,Sink PC show lag or garbage when test PC projecting to PC and play local video,Performance,Performance,P2P,0.1728
bt_software_piece_06_of_07_Matt.csv,bt,Pista ARL BE201 Wireless Headset pause button is no function via Bluetooth.,Connectivity,Connectivity,Connectivity,0.1732
