ips_case_number,customer,suggested_customer,reason,ips_customer_name,ips_oem,ips_created_date,ips_title
756861,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-11-25 01:15:00,[TGL][compal][Montreux14 Latitude 7420] - IP address order on Dns.GetHostAddresses methodlutions.
756861,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-11-25 01:15:00,[TGL][compal][Montreux14 Latitude 7420] - IP address order on Dns.GetHostAddresses methodlutions.
756861,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-11-25 01:15:00,[TGL][compal][Montreux14 Latitude 7420] - IP address order on Dns.GetHostAddresses methodlutions.
754919,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-11-17 21:46:00,[Dynabook]The contrast colors for some buttons have no change after enabling High Contrast
754919,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-11-17 21:46:00,[Dynabook]The contrast colors for some buttons have no change after enabling High Contrast
754919,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-11-17 21:46:00,[Dynabook]The contrast colors for some buttons have no change after enabling High Contrast
753373,"SHENZHEN EMDOOR ELECTRONIC TECHNOLOGY CO., LTD.",,non_canonical_customer_no_title_brand,NA,"SHENZHEN EMDOOR ELECTRONIC TECHNOLOGY CO., LTD.",2022-11-13 18:41:00,Intel AC3165 ??????WIFI????????SSID
753373,"SHENZHEN EMDOOR ELECTRONIC TECHNOLOGY CO., LTD.",,non_canonical_customer_no_title_brand,NA,"SHENZHEN EMDOOR ELECTRONIC TECHNOLOGY CO., LTD.",2022-11-13 18:41:00,Intel AC3165 ??????WIFI????????SSID
753373,"SHENZHEN EMDOOR ELECTRONIC TECHNOLOGY CO., LTD.",,non_canonical_customer_no_title_brand,NA,"SHENZHEN EMDOOR ELECTRONIC TECHNOLOGY CO., LTD.",2022-11-13 18:41:00,Intel AC3165 ??????WIFI????????SSID
750959,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-11-03 04:33:00,[MSFT/Quanta][Z96][ADL_U15][HrP2 1216]Full boot time higher due to Wireless Bluetooth (R) Filter Driver taking long time
750959,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-11-03 04:33:00,[MSFT/Quanta][Z96][ADL_U15][HrP2 1216]Full boot time higher due to Wireless Bluetooth (R) Filter Driver taking long time
750959,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-11-03 04:33:00,[MSFT/Quanta][Z96][ADL_U15][HrP2 1216]Full boot time higher due to Wireless Bluetooth (R) Filter Driver taking long time
749170,WISTRON CORPORATION,,non_canonical_customer_no_title_brand,NA,WISTRON CORPORATION,2022-10-28 00:19:00,Thinkpad L13 Gen2 + AX201 cannot connect to 40/80MHz WIFI network in Indonesia
749170,WISTRON CORPORATION,,non_canonical_customer_no_title_brand,NA,WISTRON CORPORATION,2022-10-28 00:19:00,Thinkpad L13 Gen2 + AX201 cannot connect to 40/80MHz WIFI network in Indonesia
749170,WISTRON CORPORATION,,non_canonical_customer_no_title_brand,NA,WISTRON CORPORATION,2022-10-28 00:19:00,Thinkpad L13 Gen2 + AX201 cannot connect to 40/80MHz WIFI network in Indonesia
747885,PEGATRON CORPORATION,,non_canonical_customer_no_title_brand,NA,Pegatron Corporation,2022-10-24 22:55:00,[Pegatron][B1402/1502CGA][AlderLake_N] WiFi card can not connect network under BIOS setup
747885,PEGATRON CORPORATION,,non_canonical_customer_no_title_brand,NA,Pegatron Corporation,2022-10-24 22:55:00,[Pegatron][B1402/1502CGA][AlderLake_N] WiFi card can not connect network under BIOS setup
747885,PEGATRON CORPORATION,,non_canonical_customer_no_title_brand,NA,Pegatron Corporation,2022-10-24 22:55:00,[Pegatron][B1402/1502CGA][AlderLake_N] WiFi card can not connect network under BIOS setup
746953,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-10-20 20:26:00,"[MI][HuaQin][A39S][CcP2] AX200 wifi will be Yellow Bang(code:10) when running coldboot stress test. (FR:1/2 SYS, 1/2000 Cycle)"
746953,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-10-20 20:26:00,"[MI][HuaQin][A39S][CcP2] AX200 wifi will be Yellow Bang(code:10) when running coldboot stress test. (FR:1/2 SYS, 1/2000 Cycle)"
746953,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-10-20 20:26:00,"[MI][HuaQin][A39S][CcP2] AX200 wifi will be Yellow Bang(code:10) when running coldboot stress test. (FR:1/2 SYS, 1/2000 Cycle)"
746896,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-10-20 18:58:00,[MayaBay] BIOS setting cofirmation for PPAG
746896,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-10-20 18:58:00,[MayaBay] BIOS setting cofirmation for PPAG
746896,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-10-20 18:58:00,[MayaBay] BIOS setting cofirmation for PPAG
746626,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-10-19 23:27:00,"[Dynabook][ICPS]WiFi/LAN interfaces still works if start streaming video/download task first,then turn off 'auto mode'"
746626,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-10-19 23:27:00,"[Dynabook][ICPS]WiFi/LAN interfaces still works if start streaming video/download task first,then turn off 'auto mode'"
746626,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-10-19 23:27:00,"[Dynabook][ICPS]WiFi/LAN interfaces still works if start streaming video/download task first,then turn off 'auto mode'"
746620,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-10-19 23:17:00,[Dynabook][ICPS]Advanced Connection Manager page disappeared after Install and launch ICPS App
746620,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-10-19 23:17:00,[Dynabook][ICPS]Advanced Connection Manager page disappeared after Install and launch ICPS App
746620,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-10-19 23:17:00,[Dynabook][ICPS]Advanced Connection Manager page disappeared after Install and launch ICPS App
746221,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-10-18 23:58:00,[Huaqin][Evelyne_ADN][NB6302A]The DM appears AX101 yellow bang when connected to the Bluetooth headset and playing music or run Wireless Display overnight
746221,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-10-18 23:58:00,[Huaqin][Evelyne_ADN][NB6302A]The DM appears AX101 yellow bang when connected to the Bluetooth headset and playing music or run Wireless Display overnight
746221,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-10-18 23:58:00,[Huaqin][Evelyne_ADN][NB6302A]The DM appears AX101 yellow bang when connected to the Bluetooth headset and playing music or run Wireless Display overnight
744515,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-10-12 18:47:00,"[Huaqin][Halzan_ADL_N][NB6302]The DM appears INT9560 wireless yellow Bang, after connecting to WIFI and using USB disk to copy files. (FR:1/6 )"
744515,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-10-12 18:47:00,"[Huaqin][Halzan_ADL_N][NB6302]The DM appears INT9560 wireless yellow Bang, after connecting to WIFI and using USB disk to copy files. (FR:1/6 )"
744515,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-10-12 18:47:00,"[Huaqin][Halzan_ADL_N][NB6302]The DM appears INT9560 wireless yellow Bang, after connecting to WIFI and using USB disk to copy files. (FR:1/6 )"
742474,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-10-03 20:41:00,Sound output device show hands-free device after resume from Hibernate
742474,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-10-03 20:41:00,Sound output device show hands-free device after resume from Hibernate
742474,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-10-03 20:41:00,Sound output device show hands-free device after resume from Hibernate
740887,WISTRON CORPORATION,,non_canonical_customer_no_title_brand,NA,WISTRON CORPORATION,2022-09-27 00:28:00,installed WLAN driver and start DRTU BSOD
740887,WISTRON CORPORATION,,non_canonical_customer_no_title_brand,NA,WISTRON CORPORATION,2022-09-27 00:28:00,installed WLAN driver and start DRTU BSOD
740887,WISTRON CORPORATION,,non_canonical_customer_no_title_brand,NA,WISTRON CORPORATION,2022-09-27 00:28:00,installed WLAN driver and start DRTU BSOD
739077,WISTRON CORPORATION,,non_canonical_customer_no_title_brand,NA,WISTRON CORPORATION,2022-09-20 01:50:00,enable UNII4 5.9GHz in the DRTU
739077,WISTRON CORPORATION,,non_canonical_customer_no_title_brand,NA,WISTRON CORPORATION,2022-09-20 01:50:00,enable UNII4 5.9GHz in the DRTU
739077,WISTRON CORPORATION,,non_canonical_customer_no_title_brand,NA,WISTRON CORPORATION,2022-09-20 01:50:00,enable UNII4 5.9GHz in the DRTU
738423,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-09-17 03:38:00,The Sound output show Headset/Speaker Hands-Free mode .(F/R:30%)
738423,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-09-17 03:38:00,The Sound output show Headset/Speaker Hands-Free mode .(F/R:30%)
738423,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-09-17 03:38:00,The Sound output show Headset/Speaker Hands-Free mode .(F/R:30%)
737481,"ALLION TEST LABS, INC.",,non_canonical_customer_no_title_brand,NA,"ALLION TEST LABS, INC.",2022-09-13 22:24:00,"[Kohaku][TyP2]Message ""Please restart your system"" shows in notification area one week later after installing WLAN driver."
737481,"ALLION TEST LABS, INC.",,non_canonical_customer_no_title_brand,NA,"ALLION TEST LABS, INC.",2022-09-13 22:24:00,"[Kohaku][TyP2]Message ""Please restart your system"" shows in notification area one week later after installing WLAN driver."
737481,"ALLION TEST LABS, INC.",,non_canonical_customer_no_title_brand,NA,"ALLION TEST LABS, INC.",2022-09-13 22:24:00,"[Kohaku][TyP2]Message ""Please restart your system"" shows in notification area one week later after installing WLAN driver."
729763,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-08-16 01:25:00,[Gardenparty] Intel 9560 CITU running fail
729763,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-08-16 01:25:00,[Gardenparty] Intel 9560 CITU running fail
729763,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-08-16 01:25:00,[Gardenparty] Intel 9560 CITU running fail
729692,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,"Huaqin Technology Co., Ltd","Huaqin Technology Co., Ltd",2022-08-15 23:58:00,[Gardenparty] Intel 9560 CITU running fail
729460,PEGATRON CORPORATION,,non_canonical_customer_no_title_brand,NA,Pegatron Corporation,2022-08-15 08:00:00,[MSFT Pegatron][BirchBay][GfP2] Intel WiFi Module Rx MIMO Conductivity Sensitivity Issue
729460,PEGATRON CORPORATION,,non_canonical_customer_no_title_brand,NA,Pegatron Corporation,2022-08-15 08:00:00,[MSFT Pegatron][BirchBay][GfP2] Intel WiFi Module Rx MIMO Conductivity Sensitivity Issue
729460,PEGATRON CORPORATION,,non_canonical_customer_no_title_brand,NA,Pegatron Corporation,2022-08-15 08:00:00,[MSFT Pegatron][BirchBay][GfP2] Intel WiFi Module Rx MIMO Conductivity Sensitivity Issue
726303,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-08-02 02:35:00,[MSFT][Quanta][Salix][ADL-N][AX201][Win11] WiFi 5G ax160 CH36 throughput rate is lower
726303,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-08-02 02:35:00,[MSFT][Quanta][Salix][ADL-N][AX201][Win11] WiFi 5G ax160 CH36 throughput rate is lower
726303,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-08-02 02:35:00,[MSFT][Quanta][Salix][ADL-N][AX201][Win11] WiFi 5G ax160 CH36 throughput rate is lower
724531,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-28 01:07:00,[MSFT][V81B]11a/g_54Mbps Chain A + Chain B Sensitivity 3dB lower compared with V81A under DC Power Mode
724531,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-28 01:07:00,[MSFT][V81B]11a/g_54Mbps Chain A + Chain B Sensitivity 3dB lower compared with V81A under DC Power Mode
724531,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-28 01:07:00,[MSFT][V81B]11a/g_54Mbps Chain A + Chain B Sensitivity 3dB lower compared with V81A under DC Power Mode
724512,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-28 00:51:00,[MSFT][Yushan/Z96] 11a/g_54Mbps Chain A + Chain B Sensitivity 3dB lower compared with Z93 under DC Power Mode
724512,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-28 00:51:00,[MSFT][Yushan/Z96] 11a/g_54Mbps Chain A + Chain B Sensitivity 3dB lower compared with Z93 under DC Power Mode
724512,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-28 00:51:00,[MSFT][Yushan/Z96] 11a/g_54Mbps Chain A + Chain B Sensitivity 3dB lower compared with Z93 under DC Power Mode
724493,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-28 00:17:00,[MSFT][Z95] Need Chain B only and Chain A + Chain B (2Rx) commands support in signaling mode
724493,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-28 00:17:00,[MSFT][Z95] Need Chain B only and Chain A + Chain B (2Rx) commands support in signaling mode
724493,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-28 00:17:00,[MSFT][Z95] Need Chain B only and Chain A + Chain B (2Rx) commands support in signaling mode
723628,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-26 00:49:00,[MSFT][Z95]AX201 NGW  RX BT sensitivity  issue
723628,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-26 00:49:00,[MSFT][Z95]AX201 NGW  RX BT sensitivity  issue
723628,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-26 00:49:00,[MSFT][Z95]AX201 NGW  RX BT sensitivity  issue
722955,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-22 05:31:00,The system cannot boot up with AX201 but OK after change to AX211
722955,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-22 05:31:00,The system cannot boot up with AX201 but OK after change to AX211
722955,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-22 05:31:00,The system cannot boot up with AX201 but OK after change to AX211
722706,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,2022-07-21 17:53:00,System cannot boot with CNVi 1650/AX201
719318,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-07-07 23:19:00,[HONORI][HUAQIN][Fermi/Born][Intel ADL][Intel AX 201][BT][Win11] BT device show abnormal in setting UI after do turn off/turn on in BT device
719318,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-07-07 23:19:00,[HONORI][HUAQIN][Fermi/Born][Intel ADL][Intel AX 201][BT][Win11] BT device show abnormal in setting UI after do turn off/turn on in BT device
719318,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-07-07 23:19:00,[HONORI][HUAQIN][Fermi/Born][Intel ADL][Intel AX 201][BT][Win11] BT device show abnormal in setting UI after do turn off/turn on in BT device
719281,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-07 21:43:00,[MSFT][Z95] WiFi SISO signaling sensitivity drop around 6dB in AC Power Mode
719281,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-07 21:43:00,[MSFT][Z95] WiFi SISO signaling sensitivity drop around 6dB in AC Power Mode
719281,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-07-07 21:43:00,[MSFT][Z95] WiFi SISO signaling sensitivity drop around 6dB in AC Power Mode
717012,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-06-29 04:16:00,[MSFT/Quanta][Salix/Z95][ADL-N][AX201]11a/g_54Mbps Chain A+ Chain B sensitivity result low than expectation
717012,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-06-29 04:16:00,[MSFT/Quanta][Salix/Z95][ADL-N][AX201]11a/g_54Mbps Chain A+ Chain B sensitivity result low than expectation
717012,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-06-29 04:16:00,[MSFT/Quanta][Salix/Z95][ADL-N][AX201]11a/g_54Mbps Chain A+ Chain B sensitivity result low than expectation
716868,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-06-28 22:59:00,[UNIS] [Compal][UNIS_Slinky][Tiger Lake][AX201][20H2] Urgent case - Ping lost issue
716868,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-06-28 22:59:00,[UNIS] [Compal][UNIS_Slinky][Tiger Lake][AX201][20H2] Urgent case - Ping lost issue
716868,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-06-28 22:59:00,[UNIS] [Compal][UNIS_Slinky][Tiger Lake][AX201][20H2] Urgent case - Ping lost issue
716810,WEIBU - PRC,,non_canonical_customer_no_title_brand,NA,WEIBU - PRC,2022-06-28 19:59:00,Intel(R) Wi-Fi 6E AX211 160MHz ????
716810,WEIBU - PRC,,non_canonical_customer_no_title_brand,NA,WEIBU - PRC,2022-06-28 19:59:00,Intel(R) Wi-Fi 6E AX211 160MHz ????
716810,WEIBU - PRC,,non_canonical_customer_no_title_brand,NA,WEIBU - PRC,2022-06-28 19:59:00,Intel(R) Wi-Fi 6E AX211 160MHz ????
715870,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-06-23 23:44:00,Z8L Wake on WLAN Test Failure
715870,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-06-23 23:44:00,Z8L Wake on WLAN Test Failure
715870,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-06-23 23:44:00,Z8L Wake on WLAN Test Failure
714987,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-06-21 03:20:00,[HONORI][HUAQIN][HiggsF][Intel ADL][Intel AX 211][BT][Win11] Bluetooth icon and funtion will be lost and DM not any yang bang. FR:1/100 cycle.
714987,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-06-21 03:20:00,[HONORI][HUAQIN][HiggsF][Intel ADL][Intel AX 211][BT][Win11] Bluetooth icon and funtion will be lost and DM not any yang bang. FR:1/100 cycle.
714987,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-06-21 03:20:00,[HONORI][HUAQIN][HiggsF][Intel ADL][Intel AX 211][BT][Win11] Bluetooth icon and funtion will be lost and DM not any yang bang. FR:1/100 cycle.
714719,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-06-20 05:58:00,1pcs capture failed MB with AX201 WIFI YB issue
714719,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-06-20 05:58:00,1pcs capture failed MB with AX201 WIFI YB issue
714719,"COMPAL ELECTRONICS, INC.",,non_canonical_customer_no_title_brand,NA,"COMPAL ELECTRONICS, INC.",2022-06-20 05:58:00,1pcs capture failed MB with AX201 WIFI YB issue
713985,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-06-15 22:36:00,[MSFT][Salix_Z95][ADL-N][HrP2]Roaming time calculation question
713985,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-06-15 22:36:00,[MSFT][Salix_Z95][ADL-N][HrP2]Roaming time calculation question
713985,QUANTA COMPUTER INC.,,non_canonical_customer_no_title_brand,NA,QUANTA COMPUTER INC.,2022-06-15 22:36:00,[MSFT][Salix_Z95][ADL-N][HrP2]Roaming time calculation question
711209,UNIWILL TECHNOLOGY INC.,,non_canonical_customer_no_title_brand,NA,Uniwill Technology Inc.,2022-06-06 04:58:00,[Intel][NUC-G][NUC][ADL-P][Serpent Canyon] BSOD( DRIVER_POWER_STATE_FAILURE) occurred during Auto S4 long run cycling test.
711209,UNIWILL TECHNOLOGY INC.,,non_canonical_customer_no_title_brand,NA,Uniwill Technology Inc.,2022-06-06 04:58:00,[Intel][NUC-G][NUC][ADL-P][Serpent Canyon] BSOD( DRIVER_POWER_STATE_FAILURE) occurred during Auto S4 long run cycling test.
711209,UNIWILL TECHNOLOGY INC.,,non_canonical_customer_no_title_brand,NA,Uniwill Technology Inc.,2022-06-06 04:58:00,[Intel][NUC-G][NUC][ADL-P][Serpent Canyon] BSOD( DRIVER_POWER_STATE_FAILURE) occurred during Auto S4 long run cycling test.
706765,"EDIMAX TECHNOLOGY CO., LTD.",,non_canonical_customer_no_title_brand,NA,"EDIMAX TECHNOLOGY CO., LTD.",2022-05-19 01:19:00,AX210 can not scan bandwidth 160MHz band4
706765,"EDIMAX TECHNOLOGY CO., LTD.",,non_canonical_customer_no_title_brand,NA,"EDIMAX TECHNOLOGY CO., LTD.",2022-05-19 01:19:00,AX210 can not scan bandwidth 160MHz band4
706765,"EDIMAX TECHNOLOGY CO., LTD.",,non_canonical_customer_no_title_brand,NA,"EDIMAX TECHNOLOGY CO., LTD.",2022-05-19 01:19:00,AX210 can not scan bandwidth 160MHz band4
705403,WISTRON CORPORATION,,non_canonical_customer_no_title_brand,NA,WISTRON CORPORATION,2022-05-13 00:04:00,WRT2G tool can't work correctly
705403,WISTRON CORPORATION,,non_canonical_customer_no_title_brand,NA,WISTRON CORPORATION,2022-05-13 00:04:00,WRT2G tool can't work correctly
705403,WISTRON CORPORATION,,non_canonical_customer_no_title_brand,NA,WISTRON CORPORATION,2022-05-13 00:04:00,WRT2G tool can't work correctly
699327,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-04-19 20:33:00,[HONORI][HUAQIN][HiggsF][Intel ADL][Intel AX 211][BT][Win11]BT headset have no soud output after draging Groove Music APP gropress bar.
699327,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-04-19 20:33:00,[HONORI][HUAQIN][HiggsF][Intel ADL][Intel AX 211][BT][Win11]BT headset have no soud output after draging Groove Music APP gropress bar.
699327,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-04-19 20:33:00,[HONORI][HUAQIN][HiggsF][Intel ADL][Intel AX 211][BT][Win11]BT headset have no soud output after draging Groove Music APP gropress bar.
698033,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-04-14 02:06:00,[Dynabook][Win10/Win11][GfP2/Hrp2] Can not connect WPA3-Enterprise(not 192bit)
698033,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-04-14 02:06:00,[Dynabook][Win10/Win11][GfP2/Hrp2] Can not connect WPA3-Enterprise(not 192bit)
698033,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-04-14 02:06:00,[Dynabook][Win10/Win11][GfP2/Hrp2] Can not connect WPA3-Enterprise(not 192bit)
697961,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-04-13 23:50:00,[Dynabook][Win10/Win11][GfP2/Hrp2] WPA3-Enterprise PEAP/TTLS Support?
697961,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-04-13 23:50:00,[Dynabook][Win10/Win11][GfP2/Hrp2] WPA3-Enterprise PEAP/TTLS Support?
697961,DYNABOOK INC.,,non_canonical_customer_no_title_brand,NA,Dynabook Inc.,2022-04-13 23:50:00,[Dynabook][Win10/Win11][GfP2/Hrp2] WPA3-Enterprise PEAP/TTLS Support?
696890,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-04-10 23:59:00,INTEL WIFI 6E UHB support doesn't exist in WRT2G tool
696890,"HUAQIN TECHNOLOGY CO., LTD",,non_canonical_customer_no_title_brand,NA,"Huaqin Technology Co., Ltd",2022-04-10 23:59:00,INTEL WIFI 6E UHB support doesn't exist in WRT2G tool
