ips_case_number,ips_owner_name,reporter,ips_created_date,ips_oem,jira_id,ips_jira_id,ips_title
582715,Brandon Yang,NA,2021-01-03 17:36:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][Intel CML][Intel 9560][19H2][BT]BT broadcast is going on still send when disable BT module and then restart system
582715,Brandon Yang,NA,2021-01-03 17:36:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][Intel CML][Intel 9560][19H2][BT]BT broadcast is going on still send when disable BT module and then restart system
582715,Brandon Yang,NA,2021-01-03 17:36:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][Intel CML][Intel 9560][19H2][BT]BT broadcast is going on still send when disable BT module and then restart system
583125,Brandon Yang,NA,2021-01-04 19:07:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H1]The Bluetooth mouse disconnect after resume S4
583125,Brandon Yang,NA,2021-01-04 19:07:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H1]The Bluetooth mouse disconnect after resume S4
583125,Brandon Yang,NA,2021-01-04 19:07:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H1]The Bluetooth mouse disconnect after resume S4
583514,Brandon Yang,NA,2021-01-05 21:37:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]Bluetooth function lost after restart DUT while connected multiple Bluetooth devices
583514,Brandon Yang,NA,2021-01-05 21:37:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]Bluetooth function lost after restart DUT while connected multiple Bluetooth devices
583514,Brandon Yang,NA,2021-01-05 21:37:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]Bluetooth function lost after restart DUT while connected multiple Bluetooth devices
584006,Brandon Yang,NA,2021-01-07 01:37:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]DUT can't re-Connect the Airpods A1602 while  it was close to DUT
584006,Brandon Yang,NA,2021-01-07 01:37:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]DUT can't re-Connect the Airpods A1602 while  it was close to DUT
584006,Brandon Yang,NA,2021-01-07 01:37:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]DUT can't re-Connect the Airpods A1602 while  it was close to DUT
584327,Brandon Yang,NA,2021-01-08 02:58:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][Euler][CML-H[AX201][BT][20H2][804693291]AF30 mouse lag.
584327,Brandon Yang,NA,2021-01-08 02:58:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][Euler][CML-H[AX201][BT][20H2][804693291]AF30 mouse lag.
584327,Brandon Yang,NA,2021-01-08 02:58:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][Euler][CML-H[AX201][BT][20H2][804693291]AF30 mouse lag.
585249,Brandon Yang,NA,2021-01-12 21:22:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]Sometimes Bluetooth keyboard devices take a lot of time to full clear delete in bluetooth and other devices setting interface.
585249,Brandon Yang,NA,2021-01-12 21:22:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]Sometimes Bluetooth keyboard devices take a lot of time to full clear delete in bluetooth and other devices setting interface.
585249,Brandon Yang,NA,2021-01-12 21:22:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]Sometimes Bluetooth keyboard devices take a lot of time to full clear delete in bluetooth and other devices setting interface.
585290,Brandon Yang,NA,2021-01-12 22:57:00,LENOVO COMPAL FUTURE CENTER,,NA,"[ThinkPad JP LCFC_Lark][WW03][CCP BT EB 19.0.21035.22900] System found the BT KBD and Mouse disconnected,and then can't find any BT device after Sleep(s3).[Customer Complaint]"
585290,Brandon Yang,NA,2021-01-12 22:57:00,LENOVO COMPAL FUTURE CENTER,,NA,"[ThinkPad JP LCFC_Lark][WW03][CCP BT EB 19.0.21035.22900] System found the BT KBD and Mouse disconnected,and then can't find any BT device after Sleep(s3).[Customer Complaint]"
585290,Brandon Yang,NA,2021-01-12 22:57:00,LENOVO COMPAL FUTURE CENTER,,NA,"[ThinkPad JP LCFC_Lark][WW03][CCP BT EB 19.0.21035.22900] System found the BT KBD and Mouse disconnected,and then can't find any BT device after Sleep(s3).[Customer Complaint]"
585406,Brandon Yang,NA,2021-01-13 02:38:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][EulerD][TGL-U][AX201][20H2][BT][BUG-20210113-17048] Move BLE mouse can find BT headphone lag after connected 2.4G wifi to play online video.
585406,Brandon Yang,NA,2021-01-13 02:38:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][EulerD][TGL-U][AX201][20H2][BT][BUG-20210113-17048] Move BLE mouse can find BT headphone lag after connected 2.4G wifi to play online video.
585406,Brandon Yang,NA,2021-01-13 02:38:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][EulerD][TGL-U][AX201][20H2][BT][BUG-20210113-17048] Move BLE mouse can find BT headphone lag after connected 2.4G wifi to play online video.
585754,Brandon Yang,NA,2021-01-14 02:47:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][BohrM/NobelM][Lucienne]AX200][20H2][BT][804707870] PC manager call BT driver fail.
585754,Brandon Yang,NA,2021-01-14 02:47:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][BohrM/NobelM][Lucienne]AX200][20H2][BT][804707870] PC manager call BT driver fail.
585754,Brandon Yang,NA,2021-01-14 02:47:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][BohrM/NobelM][Lucienne]AX200][20H2][BT][804707870] PC manager call BT driver fail.
585911,Brandon Yang,NA,2021-01-14 19:14:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]Failed to search for a  BT keyboard
585911,Brandon Yang,NA,2021-01-14 19:14:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]Failed to search for a  BT keyboard
585911,Brandon Yang,NA,2021-01-14 19:14:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]Failed to search for a  BT keyboard
586125,Brandon Yang,NA,2021-01-15 05:29:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H2][BT]found BT mouse cannot move during PC and PC transfer file via BT.
586125,Brandon Yang,NA,2021-01-15 05:29:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H2][BT]found BT mouse cannot move during PC and PC transfer file via BT.
586125,Brandon Yang,NA,2021-01-15 05:29:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H2][BT]found BT mouse cannot move during PC and PC transfer file via BT.
586260,Brandon Yang,NA,2021-01-17 17:55:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H1][BT]The PC sends broadcasts sometimes without success
586260,Brandon Yang,NA,2021-01-17 17:55:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H1][BT]The PC sends broadcasts sometimes without success
586260,Brandon Yang,NA,2021-01-17 17:55:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H1][BT]The PC sends broadcasts sometimes without success
586279,Brandon Yang,NA,2021-01-17 18:32:00,"Huaqin Technology Co., Ltd",,NA,"[HUAWEI][HUAQIN][MACHC][Intel CML][Intel 9560[19H2][BT]The mobile phone terminal sends the broadcast all the time, why can't the PC receive the broadcast"
586279,Brandon Yang,NA,2021-01-17 18:32:00,"Huaqin Technology Co., Ltd",,NA,"[HUAWEI][HUAQIN][MACHC][Intel CML][Intel 9560[19H2][BT]The mobile phone terminal sends the broadcast all the time, why can't the PC receive the broadcast"
586279,Brandon Yang,NA,2021-01-17 18:32:00,"Huaqin Technology Co., Ltd",,NA,"[HUAWEI][HUAQIN][MACHC][Intel CML][Intel 9560[19H2][BT]The mobile phone terminal sends the broadcast all the time, why can't the PC receive the broadcast"
586487,Brandon Yang,NA,2021-01-18 01:57:00,WISTRON CORPORATION,,NA,"[Lenovo-ThinkPad][Wistron][X13 Yoga Gen 2][TGL][AX201][20H2][20%]For Lynx SIT machine, SUT shows Bluetooth error during restart/AOAC longrun by ATS tool in DC mode."
586487,Brandon Yang,NA,2021-01-18 01:57:00,WISTRON CORPORATION,,NA,"[Lenovo-ThinkPad][Wistron][X13 Yoga Gen 2][TGL][AX201][20H2][20%]For Lynx SIT machine, SUT shows Bluetooth error during restart/AOAC longrun by ATS tool in DC mode."
586487,Brandon Yang,NA,2021-01-18 01:57:00,WISTRON CORPORATION,,NA,"[Lenovo-ThinkPad][Wistron][X13 Yoga Gen 2][TGL][AX201][20H2][20%]For Lynx SIT machine, SUT shows Bluetooth error during restart/AOAC longrun by ATS tool in DC mode."
586505,Brandon Yang,NA,2021-01-18 02:59:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]Bluetooth device lost after restart DUT while connected multiple Bluetooth devices
586505,Brandon Yang,NA,2021-01-18 02:59:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]Bluetooth device lost after restart DUT while connected multiple Bluetooth devices
586505,Brandon Yang,NA,2021-01-18 02:59:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]Bluetooth device lost after restart DUT while connected multiple Bluetooth devices
587348,Brandon Yang,NA,2021-01-20 18:39:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][Intel TGL][Intel AX201[20H1] The  HUAWEI PC manage failed to call the Bluetooth driver interface
587348,Brandon Yang,NA,2021-01-20 18:39:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][Intel TGL][Intel AX201[20H1] The  HUAWEI PC manage failed to call the Bluetooth driver interface
587348,Brandon Yang,NA,2021-01-20 18:39:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][Intel TGL][Intel AX201[20H1] The  HUAWEI PC manage failed to call the Bluetooth driver interface
588250,Brandon Yang,NA,2021-01-25 00:23:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][AMD Lucienne-U][Intel AX200][20H2][BT]Found BT mouse delete delay after pair BT mouse(HUAWEI AD21) succeed and then manual delete BT mouse
588250,Brandon Yang,NA,2021-01-25 00:23:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][AMD Lucienne-U][Intel AX200][20H2][BT]Found BT mouse delete delay after pair BT mouse(HUAWEI AD21) succeed and then manual delete BT mouse
588250,Brandon Yang,NA,2021-01-25 00:23:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][AMD Lucienne-U][Intel AX200][20H2][BT]Found BT mouse delete delay after pair BT mouse(HUAWEI AD21) succeed and then manual delete BT mouse
588935,Brandon Yang,NA,2021-01-26 23:20:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H1]The Bluetooth otter headphone can't connect to PC.(F/R:1/20 times)
588935,Brandon Yang,NA,2021-01-26 23:20:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H1]The Bluetooth otter headphone can't connect to PC.(F/R:1/20 times)
588935,Brandon Yang,NA,2021-01-26 23:20:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H1]The Bluetooth otter headphone can't connect to PC.(F/R:1/20 times)
588943,Brandon Yang,NA,2021-01-26 23:33:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H1]The Bluetooth otter headphone occurred noise and the sound not smoothly.(F/R:1/20 times)
588943,Brandon Yang,NA,2021-01-26 23:33:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H1]The Bluetooth otter headphone occurred noise and the sound not smoothly.(F/R:1/20 times)
588943,Brandon Yang,NA,2021-01-26 23:33:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H1]The Bluetooth otter headphone occurred noise and the sound not smoothly.(F/R:1/20 times)
589768,Brandon Yang,NA,2021-01-29 02:03:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][AMD Renoir][Intel AX200][20H1]Found sound not output from BT headset after resume from S4 under connect BT headset
589768,Brandon Yang,NA,2021-01-29 02:03:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][AMD Renoir][Intel AX200][20H1]Found sound not output from BT headset after resume from S4 under connect BT headset
589768,Brandon Yang,NA,2021-01-29 02:03:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][AMD Renoir][Intel AX200][20H1]Found sound not output from BT headset after resume from S4 under connect BT headset
589946,Brandon Yang,NA,2021-01-31 17:34:00,WISTRON CORPORATION,,NA,"[ThinkPad JP][Wistron][ThinkPad X1 Extreme Gen 4][TGL-H][AX210][20H2][100%]For Cheetah-1 FVT machines, SUT will auto disconnect after 2mins when connect two PC by bluetooth"
589946,Brandon Yang,NA,2021-01-31 17:34:00,WISTRON CORPORATION,,NA,"[ThinkPad JP][Wistron][ThinkPad X1 Extreme Gen 4][TGL-H][AX210][20H2][100%]For Cheetah-1 FVT machines, SUT will auto disconnect after 2mins when connect two PC by bluetooth"
589946,Brandon Yang,NA,2021-01-31 17:34:00,WISTRON CORPORATION,,NA,"[ThinkPad JP][Wistron][ThinkPad X1 Extreme Gen 4][TGL-H][AX210][20H2][100%]For Cheetah-1 FVT machines, SUT will auto disconnect after 2mins when connect two PC by bluetooth"
589996,Brandon Yang,NA,2021-01-31 20:11:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][WrightD][TGL-U][AX201][20H2][BT][BUG-20210129-17657]BT mouse lags within 1 sec after idle mouse 10-40 sec.
589996,Brandon Yang,NA,2021-01-31 20:11:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][WrightD][TGL-U][AX201][20H2][BT][BUG-20210129-17657]BT mouse lags within 1 sec after idle mouse 10-40 sec.
589996,Brandon Yang,NA,2021-01-31 20:11:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][WrightD][TGL-U][AX201][20H2][BT][BUG-20210129-17657]BT mouse lags within 1 sec after idle mouse 10-40 sec.
590353,Brandon Yang,NA,2021-02-01 20:18:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][EulerD][TGL-U][AX201][20H2][BT][804744585] Otter headphone auto disconnected.
590353,Brandon Yang,NA,2021-02-01 20:18:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][EulerD][TGL-U][AX201][20H2][BT][804744585] Otter headphone auto disconnected.
590353,Brandon Yang,NA,2021-02-01 20:18:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][EulerD][TGL-U][AX201][20H2][BT][804744585] Otter headphone auto disconnected.
590379,Brandon Yang,NA,2021-02-01 21:53:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][BohrD][TGL-U][AX201][20H2][BT][804745037] Single BohrD machine cannot use BLE mouse(AF30/M729).
590379,Brandon Yang,NA,2021-02-01 21:53:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][BohrD][TGL-U][AX201][20H2][BT][804745037] Single BohrD machine cannot use BLE mouse(AF30/M729).
590379,Brandon Yang,NA,2021-02-01 21:53:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][BohrD][TGL-U][AX201][20H2][BT][804745037] Single BohrD machine cannot use BLE mouse(AF30/M729).
590404,Brandon Yang,NA,2021-02-01 22:34:00,Lenovo (Beijing) Limited,,NA,[Zeus-1] Bluetooth mouse hang issue
590404,Brandon Yang,NA,2021-02-01 22:34:00,Lenovo (Beijing) Limited,,NA,[Zeus-1] Bluetooth mouse hang issue
590404,Brandon Yang,NA,2021-02-01 22:34:00,Lenovo (Beijing) Limited,,NA,[Zeus-1] Bluetooth mouse hang issue
590526,Brandon Yang,NA,2021-02-02 04:42:00,LENOVO COMPAL FUTURE CENTER,,NA,[Lenovo ThinkPad JP][LCFC][Tiger/Serval][TGL][CCP][20H2]Can't search other BT device or just one. (FR: 1 /10 units)
590526,Brandon Yang,NA,2021-02-02 04:42:00,LENOVO COMPAL FUTURE CENTER,,NA,[Lenovo ThinkPad JP][LCFC][Tiger/Serval][TGL][CCP][20H2]Can't search other BT device or just one. (FR: 1 /10 units)
590526,Brandon Yang,NA,2021-02-02 04:42:00,LENOVO COMPAL FUTURE CENTER,,NA,[Lenovo ThinkPad JP][LCFC][Tiger/Serval][TGL][CCP][20H2]Can't search other BT device or just one. (FR: 1 /10 units)
591575,Brandon Yang,NA,2021-02-05 02:47:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][BohrM/NobelM][Lucienne]AX200][20H2][BT][804751607] HP BLE 3CY37PA  mouse doesn't work after reboot OS.
591575,Brandon Yang,NA,2021-02-05 02:47:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][BohrM/NobelM][Lucienne]AX200][20H2][BT][804751607] HP BLE 3CY37PA  mouse doesn't work after reboot OS.
591575,Brandon Yang,NA,2021-02-05 02:47:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][BohrM/NobelM][Lucienne]AX200][20H2][BT][804751607] HP BLE 3CY37PA  mouse doesn't work after reboot OS.
591816,Brandon Yang,NA,2021-02-07 19:08:00,QUANTA COMPUTER INC.,,NA,"[Huawei][Quanta][EulerD][TGL-UP4][AX201][20H2][804758086] BT mouse cannot work suddenly, on/off BT will function resume."
591816,Brandon Yang,NA,2021-02-07 19:08:00,QUANTA COMPUTER INC.,,NA,"[Huawei][Quanta][EulerD][TGL-UP4][AX201][20H2][804758086] BT mouse cannot work suddenly, on/off BT will function resume."
591816,Brandon Yang,NA,2021-02-07 19:08:00,QUANTA COMPUTER INC.,,NA,"[Huawei][Quanta][EulerD][TGL-UP4][AX201][20H2][804758086] BT mouse cannot work suddenly, on/off BT will function resume."
594652,Brandon Yang,NA,2021-02-23 20:33:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][AMD Renoir][Intel AX200][20H2]BT mouse cannot move sustain 50 sec during connected BT and system resume from S4
594652,Brandon Yang,NA,2021-02-23 20:33:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][AMD Renoir][Intel AX200][20H2]BT mouse cannot move sustain 50 sec during connected BT and system resume from S4
594652,Brandon Yang,NA,2021-02-23 20:33:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][AMD Renoir][Intel AX200][20H2]BT mouse cannot move sustain 50 sec during connected BT and system resume from S4
594684,Brandon Yang,NA,2021-02-23 22:29:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H1]The Bluetooth headphone can't auto connect after resume from S3.(F/R:1/50 times)
594684,Brandon Yang,NA,2021-02-23 22:29:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H1]The Bluetooth headphone can't auto connect after resume from S3.(F/R:1/50 times)
594684,Brandon Yang,NA,2021-02-23 22:29:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H1]The Bluetooth headphone can't auto connect after resume from S3.(F/R:1/50 times)
594689,Brandon Yang,NA,2021-02-23 22:35:00,QUANTA COMPUTER INC.,,NA,"[Huawei][Quanta][H81][CezanneM][AX200][20H2][BT][BUG-20210223-18631] DUT connect 2.4G Hotspot ,watch on_line video , BT headset sound lag"
594689,Brandon Yang,NA,2021-02-23 22:35:00,QUANTA COMPUTER INC.,,NA,"[Huawei][Quanta][H81][CezanneM][AX200][20H2][BT][BUG-20210223-18631] DUT connect 2.4G Hotspot ,watch on_line video , BT headset sound lag"
594689,Brandon Yang,NA,2021-02-23 22:35:00,QUANTA COMPUTER INC.,,NA,"[Huawei][Quanta][H81][CezanneM][AX200][20H2][BT][BUG-20210223-18631] DUT connect 2.4G Hotspot ,watch on_line video , BT headset sound lag"
594811,Brandon Yang,NA,2021-02-24 03:50:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][EulerD][TGL-U][AX201][20H2][BT][BUG-20201104-13450] BT mouse lags during low power status.
594811,Brandon Yang,NA,2021-02-24 03:50:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][EulerD][TGL-U][AX201][20H2][BT][BUG-20201104-13450] BT mouse lags during low power status.
594811,Brandon Yang,NA,2021-02-24 03:50:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][EulerD][TGL-U][AX201][20H2][BT][BUG-20201104-13450] BT mouse lags during low power status.
596368,Brandon Yang,NA,2021-03-02 20:17:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][H81][CezanneM][AX200][20H2][BT][BUG-20210226-18884]Moving BT mouse delays after DUT wake up from S3/S4
596368,Brandon Yang,NA,2021-03-02 20:17:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][H81][CezanneM][AX200][20H2][BT][BUG-20210226-18884]Moving BT mouse delays after DUT wake up from S3/S4
596368,Brandon Yang,NA,2021-03-02 20:17:00,QUANTA COMPUTER INC.,,NA,[Huawei][Quanta][H81][CezanneM][AX200][20H2][BT][BUG-20210226-18884]Moving BT mouse delays after DUT wake up from S3/S4
596410,Brandon Yang,NA,2021-03-02 22:24:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][Intel CML][Intel 9560][19H2]The connection between PC and PDA takes a long time
596410,Brandon Yang,NA,2021-03-02 22:24:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][Intel CML][Intel 9560][19H2]The connection between PC and PDA takes a long time
596410,Brandon Yang,NA,2021-03-02 22:24:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][Intel CML][Intel 9560][19H2]The connection between PC and PDA takes a long time
596728,Brandon Yang,NA,2021-03-03 18:58:00,QUANTA COMPUTER INC.,,NA,"[Huawei][Quanta][H81][CezanneM][AX200][20H2][BT][BUG-20210303-19116]Mobile phone/tablet PC paired with DUT show ""Paired fair"" and DUT side show ""Paired pass"" after delete this DUT from mobile phone/tablet PC side"
596728,Brandon Yang,NA,2021-03-03 18:58:00,QUANTA COMPUTER INC.,,NA,"[Huawei][Quanta][H81][CezanneM][AX200][20H2][BT][BUG-20210303-19116]Mobile phone/tablet PC paired with DUT show ""Paired fair"" and DUT side show ""Paired pass"" after delete this DUT from mobile phone/tablet PC side"
596728,Brandon Yang,NA,2021-03-03 18:58:00,QUANTA COMPUTER INC.,,NA,"[Huawei][Quanta][H81][CezanneM][AX200][20H2][BT][BUG-20210303-19116]Mobile phone/tablet PC paired with DUT show ""Paired fair"" and DUT side show ""Paired pass"" after delete this DUT from mobile phone/tablet PC side"
596815,Brandon Yang,NA,2021-03-03 22:49:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]BSoD(0x9f) occurred during reboot after uninstall intel BT driver in device manager. (DRIVER_POWER_STATE_FAILURE (9f)(F/R:5/130 times;4/5 units)
596815,Brandon Yang,NA,2021-03-03 22:49:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]BSoD(0x9f) occurred during reboot after uninstall intel BT driver in device manager. (DRIVER_POWER_STATE_FAILURE (9f)(F/R:5/130 times;4/5 units)
596815,Brandon Yang,NA,2021-03-03 22:49:00,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",,NA,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]BSoD(0x9f) occurred during reboot after uninstall intel BT driver in device manager. (DRIVER_POWER_STATE_FAILURE (9f)(F/R:5/130 times;4/5 units)
596948,Brandon Yang,NA,2021-03-04 03:45:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][AMD Lucienne][Intel AX200][20H2][BT]The Sony wh ch700n Bluetooth headset cannot be connected to the PC.
596948,Brandon Yang,NA,2021-03-04 03:45:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][AMD Lucienne][Intel AX200][20H2][BT]The Sony wh ch700n Bluetooth headset cannot be connected to the PC.
596948,Brandon Yang,NA,2021-03-04 03:45:00,"Huaqin Technology Co., Ltd",,NA,[HUAWEI][HUAQIN][AMD Lucienne][Intel AX200][20H2][BT]The Sony wh ch700n Bluetooth headset cannot be connected to the PC.
597327,Brandon Yang,NA,2021-03-05 04:17:00,"Huaqin Technology Co., Ltd",,NA,"[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H1][WIFI]PC connected with 2.4G WiFi, listen to local songs with free ace, transfer files with Bluetooth, connect with ad21 mouse,Mouse appears stuck"
597327,Brandon Yang,NA,2021-03-05 04:17:00,"Huaqin Technology Co., Ltd",,NA,"[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H1][WIFI]PC connected with 2.4G WiFi, listen to local songs with free ace, transfer files with Bluetooth, connect with ad21 mouse,Mouse appears stuck"
597327,Brandon Yang,NA,2021-03-05 04:17:00,"Huaqin Technology Co., Ltd",,NA,"[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H1][WIFI]PC connected with 2.4G WiFi, listen to local songs with free ace, transfer files with Bluetooth, connect with ad21 mouse,Mouse appears stuck"
