source_file,technology,ips_title,predicted_category_model,predicted_category_existing,human_category,confidence
bt_software_piece_06_of_07_Matt.csv,bt,Bluetooth headset fails to connect automatically after Windows is resume from shutdown,Connectivity,Connectivity,Connectivity,0.1555
bt_software_piece_04_of_07_Wesley.csv,bt,Unable to play any videos or music (online/local) after playing YouTube videos overnight,Connectivity,Connectivity,Connectivity,0.1558
bt_software_piece_02_of_07_Juan.csv,bt,"SystemEvent log show error ID_5 after connect the BT MS&KB&Hedset devices, FR: 1/1Unit, 3/3Cycles",Connectivity,Connectivity,Connectivity,0.1595
bt_software_piece_04_of_07_Wesley.csv,bt,Unnecessary BT LE Sideband device and YB,YB/Lost,RF,YB/Lost,0.1607
bt_software_piece_04_of_07_Wesley.csv,bt,[HP][SnowWhite/LNL/FmP][PCIe] Bluetooth LE Mouse can not be used during connected state. - [Connection timeout],Connectivity,Connectivity,Connectivity,0.1609
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,"Frequent assert 0x4446 when host is sharing the 5G hotspot, 3/3Units, 3/3cycles in noisy environment",YB,YB/Lost,YB/Lost,0.1639
bt_software_piece_02_of_07_Juan.csv,bt,"Bluetooth devices all lost and do not show in the device manager when MIKE II s4 stress test, Bluetooth Device (Personal Area Network) (ID: BTH\MS_BTHPAN\6&257119B4&0&2) missing",YB/Lost,Connectivity,YB/Lost,0.1664
bt_software_piece_04_of_07_Wesley.csv,bt,The BT switch show gray and BT function disappear,Connectivity,Connectivity,YB/Lost,0.1664
bt_software_piece_02_of_07_Juan.csv,bt,Advertising Duty Cycle complaint test is not meeting the SPEC requirement,Connectivity,Connectivity,Connectivity,0.1667
wifi_tools_piece_07_of_07_Brenton.csv,wifi,"PC connected 2.4G/5G AP(802.11AX/AC,20M/40M) do UDP downstream can not meet spec.(F/R:1/1U,6/6C))",Performance,Connectivity,Performance,0.1711
bt_software_piece_04_of_07_Wesley.csv,bt,Intel LNL RVP + GaP discrete offload fail to work (music no sound),Connectivity,Connectivity,Connectivity,0.1717
bt_software_piece_06_of_07_Matt.csv,bt,Pista ARL BE201 Wireless Headset pause button is no function via Bluetooth.,Connectivity,Connectivity,Connectivity,0.1732
bt_software_piece_02_of_07_Juan.csv,bt,he sound&play UI became very lag after end the teams call then play local video with BT LE headphone connected.(BE201),Connectivity,Connectivity,Connectivity,0.1736
bt_software_piece_02_of_07_Juan.csv,bt,There are advs but no connection complete evt,Connectivity,Connectivity,Connectivity,0.1746
bt_software_piece_03_of_07_Steven.csv,bt,Bluetooth Mic Test Does Not Reflect Input or Volume Assessment,Connectivity,Connectivity,Connectivity,0.1760
bt_software_piece_06_of_07_Matt.csv,bt,"Connect BT headset to system, and then it will only show connected voice and the sound out put from PC speaker.",Connectivity,Connectivity,Connectivity,0.1810
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,BE211 transmission speed low(2515~2873Mbps Expect:>2.88Gbps) with WIFI 7 after PM operations,Performance,Connectivity,Performance,0.1811
wifi_tools_piece_07_of_07_Brenton.csv,wifi,The system hangs and repeatedly auto-restarts after install driver v23.80.1.3,System Hang,System Hang,System Hang,0.1811
bt_software_piece_03_of_07_Steven.csv,bt,"After pairing the Bluetooth headset, the sound output takes about 15 seconds to switch to the headset.",Connectivity,Connectivity,Connectivity,0.1817
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,CITU test Command XVT_CMD_STEP_MARGIN_TEST_CONFIG_V6 failed with status 31_ Umac Error 0x20100502,BSOD,BSOD,OEM Tools,0.1822
wifi_tools_piece_07_of_07_Brenton.csv,wifi,"Ant tool request to add ""Group 4 to 8"" reading value Get Tx Power Delta Limits",RF,Power Consumption,OEM Tools,0.1824
bt_software_piece_02_of_07_Juan.csv,bt,Bluetooth SAR power BIOS setting issue,RF,RF,RF,0.1829
bt_software_piece_02_of_07_Juan.csv,bt,"BT headset 100% fail to mute , still can hear volume after mute",Connectivity,Connectivity,Connectivity,0.1833
wifi_tools_piece_07_of_07_Brenton.csv,wifi,"After DUT S4 for a period of time and wakes up, the performance is abnormal when the WIFi65G frequency band 80MHZ/160MHz bandwidth",Performance,Connectivity,Performance,0.1855
bt_software_piece_06_of_07_Matt.csv,bt,The BLE mouse cant reconnect resuming from MS,OEM Tools,OEM Tools,Connectivity,0.1856
bt_software_piece_04_of_07_Wesley.csv,bt,MDUT Reconnection - HCI_Encription_Change increases the reconnection time,System Hang,System Hang,Connectivity,0.1863
bt_software_piece_02_of_07_Juan.csv,bt,Bluetooth mouse has poor tracking perfo,Performance,Connectivity,Performance,0.1865
bt_software_piece_03_of_07_Steven.csv,bt,DID profile 1.3 version is not available,Connectivity,Connectivity,Connectivity,0.1866
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,WLAN card AX201 test CITU tool would have 0x31B Assert,YB,YB/Lost,YB/Lost,0.1882
bt_software_piece_03_of_07_Steven.csv,bt,The BT driver shows as YB in DM when the system is idle.,YB/Lost,YB/Lost,YB/Lost,0.1888
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,DRTU 2.4GHz testing 100% on 4/11 DUT not work with 23.165 assert 0x2010121E,YB/Lost,YB/Lost,YB/Lost,0.1893
wifi_tools_piece_07_of_07_Brenton.csv,wifi,Due to WiFi 5055 event happens then BE200 BT device lost during S4 stress test,YB/Lost,Connectivity,YB/Lost,0.1894
bt_software_piece_06_of_07_Matt.csv,bt,UUT report error message during run Winpvt S4/Reboot test when use bluetooth connect Wireless USB+Bluetooth Keyboard/Mouse.,YB/Lost,YB/Lost,YB/Lost,0.1901
bt_software_piece_02_of_07_Juan.csv,bt,Remove Duplicate Entires in the ibtpciinf,Connectivity,Connectivity,Connectivity,0.1913
bt_software_piece_04_of_07_Wesley.csv,software,Bandwidth limitation is not taking effect after prioritization on/off/on cycle in settings,Killer,Killer,ICPS,0.1913
bt_software_piece_04_of_07_Wesley.csv,bt,LE anchor point and CIS 2nd and 3rd subevent overlaps,Connectivity,Connectivity,Connectivity,0.1921
bt_software_piece_03_of_07_Steven.csv,bt,The BT earphone (Airpods4) sound lag 5s and then no sound output,Connectivity,Connectivity,Connectivity,0.1922
bt_software_piece_03_of_07_Steven.csv,bt,UEFI BLE Scan hang issue(DELL Boot issue with USB drive connected),System Hang,System Hang,UEFI,0.1932
bt_software_piece_06_of_07_Matt.csv,bt,DUT 100% fail to bootup when BIOS BT config to PCIe (boot flow stuck at CNViBTConfig),System Hang,System Hang,BSOD,0.1944
bt_software_piece_06_of_07_Matt.csv,bt,Please help to check the log of ibtWikoCfaFeatureExt driver.,Connectivity,Connectivity,Connectivity,0.1952
wifi_tools_piece_03_of_07_FrankLee.csv,tools,TX power value is incorrect,RF,Power Consumption,RF,0.1961
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,WiFi throughput degrades after upgrading Windows OS,Performance,Connectivity,Performance,0.1982
bt_software_piece_02_of_07_Juan.csv,bt,"BT audio playback failed ""Format Not Supported""",YB/Lost,YB/Lost,Connectivity,0.1996
wifi_tools_piece_07_of_07_Brenton.csv,wifi,"9462(TA-J88400-007) WLAN YB(100%) on ICL/TGL platform, while no issue with 9462(TA-J88400-006)",YB/Lost,YB/Lost,YB/Lost,0.2005
bt_software_piece_06_of_07_Matt.csv,bt,"Using Bluetooth earphones to watch videos, the earphone sound is intermittent and there is a current sound",Connectivity,Connectivity,Connectivity,0.2021
bt_software_piece_06_of_07_Matt.csv,bt,bluetooth mouse lag when cpu high loading,Performance,Connectivity,Performance,0.2023
bt_software_piece_06_of_07_Matt.csv,software,Audio quality indicator is not shown when user is in Teams call,Killer,Killer,Connectivity,0.2023
bt_software_piece_02_of_07_Juan.csv,bt,Sniff Mode Parameters not meet the criteria,Connectivity,Connectivity,Connectivity,0.2024
wifi_tools_piece_03_of_07_FrankLee.csv,tools,WRT can not function for Killer Module,OEM Tools,Killer,OEM Tools,0.2028
bt_software_piece_06_of_07_Matt.csv,bt,The mouse quickly paired failed,Connectivity,Connectivity,Connectivity,0.2064
wifi_tools_piece_07_of_07_Brenton.csv,wifi,WiFi throughput is slow when runnning on battery power with WiFi Sensing Enabled,Performance,Power Consumption,Performance,0.2077
bt_software_piece_02_of_07_Juan.csv,bt,MDUT Reconnection does not meet the spec,Connectivity,Connectivity,Connectivity,0.2102
bt_software_piece_06_of_07_Matt.csv,bt,Abnormal disconnection and connection failure.,Connectivity,Connectivity,Connectivity,0.2130
bt_software_piece_02_of_07_Juan.csv,bt,The sound is terrible after starting a PAS session,Connectivity,Connectivity,Connectivity,0.2151
wifi_tools_piece_01_of_07_Timdaway.csv,tools,AX411 QS sample 6e tx power lock at 7.5dB,RF,Power Consumption,OEM Tools,0.2152
wifi_tools_piece_07_of_07_Brenton.csv,wifi,Biostool.exe does not show the parameters in UEFI data version 4,UEFI,UEFI,OEM Tools,0.2156
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,[Dell][RPLS][CSLP][Widowmaker MLK][WW18]observed Driver log errors pointing Wi-Fi Driver during S4 and S5 cycling [fw assert0x315],YB/Lost,YB/Lost,YB/Lost,0.2158
bt_software_piece_02_of_07_Juan.csv,software,"Intel Connectivity and Performance Suite, doesnt work with Narrator, multiple fields/items are not labeled.",Killer,Killer,ICPS,0.2159
wifi_tools_piece_07_of_07_Brenton.csv,wifi,"After install Wi-Fi driver 24.0.0.1 on PTLEVA3, YB occurs",YB/Lost,YB/Lost,YB/Lost,0.2160
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,Reset/Recovery seen during disconnected standby due to ASSERT_00002B87 on Multiple routers,YB/Lost,YB/Lost,YB/Lost,0.2162
bt_software_piece_06_of_07_Matt.csv,bt,BT headset can not adjust audio volume,Connectivity,Connectivity,Connectivity,0.2167
bt_software_piece_02_of_07_Juan.csv,bt,"The manual reboot of the DC is significantly slower, taking approximately 30 to 40 seconds longer than other machines",Performance,Performance,Performance,0.2206
bt_software_piece_06_of_07_Matt.csv,bt,Teams call L and R earcup render not synced,Connectivity,Connectivity,Connectivity,0.2208
wifi_tools_piece_07_of_07_Brenton.csv,wifi,Event ID: 5010 appeared in Event Viewer after install driver.,YB,YB/Lost,YB/Lost,0.2221
wifi_tools_piece_07_of_07_Brenton.csv,wifi,"Blackscreen during MS stress test and Dump point to ""WifiCx.sys"" (F/R: 2/2u; 2/10 c)",System Hang,Connectivity,System Hang,0.2276
bt_software_piece_06_of_07_Matt.csv,software,":Error ID 1000(IDBWM.exe) was found during S4 stress test(F/R:1/13 units,1/1950 total trials) -- IDBWM+0xb4019",Killer,Killer,Killer,0.2280
bt_software_piece_03_of_07_Steven.csv,software,6GHz band in WiFi Analyzer only can show up to channel 90 (it should be up to 233 or higher).,Killer,Killer,Killer,0.2317
bt_software_piece_02_of_07_Juan.csv,bt,"Unplugged AC adapter, found the sound will obviously lag about 2~4s.",Performance,Performance,Performance,0.2318
wifi_tools_piece_03_of_07_FrankLee.csv,tools,WRT prevents removal of BT device on device error,OEM Tools,Connectivity,OEM Tools,0.2341
wifi_tools_piece_07_of_07_Brenton.csv,wifi,25H2 FVT1.01:System occurred BSOD 0x101( No dump file; Stop Code: CLOCK_WATCHDOG_TIMEOUT ) when connect Wi-Fi during desktop,BSOD,BSOD,BSOD,0.2348
bt_software_piece_04_of_07_Wesley.csv,bt,BT device lost during S4.,YB/Lost,Connectivity,YB/Lost,0.2349
bt_software_piece_06_of_07_Matt.csv,bt,BT SAR table in bios ACPI code problem,UEFI,RF,UEFI,0.2351
bt_software_piece_04_of_07_Wesley.csv,software,"The button ""Reset"" all settings to default does not works.",Killer,Killer,ICPS,0.2387
bt_software_piece_02_of_07_Juan.csv,bt,BT driver show YB a after removing BT paired devices at BT setting UI,YB/Lost,YB/Lost,YB/Lost,0.2388
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,WLAN device shows YB after resuming from S4/MS - FW assert 0x13ce,YB/Lost,YB/Lost,YB/Lost,0.2389
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,Killer FmP2 marketing name incorrect in driver,Killer,Killer,Killer,0.2403
wifi_tools_piece_07_of_07_Brenton.csv,wifi,"Stress-MS,System show Bluetooth related device lost and Intel(R) Dual Bluetooth(R) PCI Enumerator yellow bang in device manager.(F/R: 1/20u,1/2500c)",YB/Lost,YB/Lost,YB/Lost,0.2409
wifi_tools_piece_07_of_07_Brenton.csv,wifi,Signal strength become much lower during throughput measurement in 6GHz band,Performance,Performance,Performance,0.2418
bt_software_piece_04_of_07_Wesley.csv,bt,Win11(25H2)_Hybrid Stress_S4_Device_YB_Intel(R) Dual Bluetooth(R) PCI Enumerator.,YB/Lost,YB/Lost,YB/Lost,0.2479
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,Device Lost issue - 0x152e,BSOD,BSOD,YB/Lost,0.2500
bt_software_piece_04_of_07_Wesley.csv,bt,Bluetooth Keyboard pairing failure,YB/Lost,YB/Lost,Connectivity,0.2543
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,WiFi Rx throughput of 11ax(5GHz) becomes much lower with BT mouse connected,Performance,Connectivity,Performance,0.2543
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,Install v23.160 WLAN device YB,YB/Lost,YB/Lost,YB,0.2550
wifi_tools_piece_07_of_07_Brenton.csv,wifi,"WiFi Spectrum Mask, EVM and Power tolerance questions",RF,Power Consumption,Performance,0.2580
wifi_tools_piece_07_of_07_Brenton.csv,wifi,"FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x20101058, log is valid. data1 = 0xb, data2 = 0x0)",YB,YB/Lost,YB/Lost,0.2594
bt_software_piece_03_of_07_Steven.csv,bt,The PC high-frequency scanning 100ms broadcast takes a relatively long time (some time exceeded 20 seconds),Performance,Performance,Performance,0.2621
wifi_tools_piece_07_of_07_Brenton.csv,wifi,Simultaneous YB on WLAN and BT,YB/Lost,YB/Lost,YB/Lost,0.2626
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,ANT tool shows error with 9462 on ADL,OEM Tools,OEM Tools,OEM Tools,0.2643
bt_software_piece_03_of_07_Steven.csv,software,"[NEC][LCFC][Citron3_VP][25H2][ICPS]ID0(Child process [10672 - IDBWM.exe] finished with 255) and ID7034(Intel Dynamic Bandwidth Management Service) shows up while running FSU long run test.[FR: 4/250,1.6%][1/1 Units]",ICPS,ICPS,ICPS,0.2693
bt_software_piece_04_of_07_Wesley.csv,bt,BT lost w/o any PLDR during coldboot testing. (FR: 1/41 unit),YB/Lost,YB/Lost,YB/Lost,0.2743
bt_software_piece_02_of_07_Juan.csv,software,"When Accessibility->Text size is set to 200%, the prompt window that appears when launching ICPS is not fully displayed.",ICPS,ICPS,ICPS,0.2745
bt_software_piece_02_of_07_Juan.csv,bt,BT shows YB with code 31 due to WiFi Assert 0x2010121e,YB/Lost,YB/Lost,YB/Lost,0.2798
bt_software_piece_03_of_07_Steven.csv,software,SIP124587/840 G10/G11 /win11 23H2 / EY / NA / US PC / Crashing due to an Intel ICPS old and latest driver on website,ICPS,ICPS,ICPS,0.2800
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,WiFi YB or WiFi lost,YB,YB/Lost,YB/Lost,0.2800
bt_software_piece_04_of_07_Wesley.csv,bt,BT device lost and unknow USB device show yellow bang(code 43) after resuming from MS,YB/Lost,YB/Lost,YB/Lost,0.2829
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,Netwtw10!dclReadFwMemApi+0x87 when run MS stress(DPPM: 100),BSOD,BSOD,BSOD,0.2889
bt_software_piece_06_of_07_Matt.csv,bt,ABS - 0x139_a_GUARD_ICALL_CHECK_FAILURE_ibtpci!WlanInterfaceDereference While Device Not in Use,BSOD,BSOD,BSOD,0.2955
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,"System crashed in CS/AH. The BugCheckCode is ""7E""",BSOD,BSOD,BSOD,0.2956
wifi_tools_piece_07_of_07_Brenton.csv,wifi,"SIO2437586:The ""UefiCnvWlanWTAS"" is not listed under the UEFI setting list.",UEFI,Connectivity,UEFI,0.2958
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,"YB with FATAL_ERROR: uCode ASSERT (lmacID = 0x1, rtStatus = 0xFA2, log is valid)",YB,YB/Lost,YB,0.2983
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,How to close the access of channels 100~140 in WLAN 5G band in Indonesia,BIOS,Connectivity,BIOS,0.2988
bt_software_piece_03_of_07_Steven.csv,software,"- Bluetooth tab is presenting ""Connect"" button instead of ""Add a device"" when a device is already connected",Killer,Killer,Killer,0.3001
bt_software_piece_04_of_07_Wesley.csv,software,a blank parenthesis will appears in the ICPS Bluetooth device list after changing Bluetooth device name,ICPS,ICPS,ICPS,0.3035
bt_software_piece_03_of_07_Steven.csv,software,"""Automatically switch to a better Access Point"" Setting cant be reset to default setting in ICPS",ICPS,ICPS,ICPS,0.3044
bt_software_piece_04_of_07_Wesley.csv,software,Settings --> Change lowercase letters to uppercase for reset buttons strings,Killer,Killer,ICPS,0.3052
bt_software_piece_06_of_07_Matt.csv,bt,PC scan automotive slowly by 10% duty cycle,Performance,Performance,Performance,0.3057
bt_software_piece_03_of_07_Steven.csv,bt,DUT scan airpods device with slow availability.,Performance,Performance,Performance,0.3095
bt_software_piece_03_of_07_Steven.csv,bt,PC scan automotive slowly by 100% duty cycle,Performance,Performance,Performance,0.3131
wifi_tools_piece_07_of_07_Brenton.csv,wifi,PPAG function doesnt work when countrycode is set to CB(China).,RF,RF,RF,0.3134
bt_software_piece_02_of_07_Juan.csv,bt,BTS4,Connectivity,Connectivity,Connectivity,0.3149
wifi_tools_piece_03_of_07_FrankLee.csv,tools,ibterverify version error,OEM Tools,Connectivity,OEM Tools,0.3200
bt_software_piece_03_of_07_Steven.csv,software,"Error ""Get an app to open this icpslauncher link"" pops up after uninstalling ICPS app",ICPS,ICPS,ICPS,0.3218
bt_software_piece_03_of_07_Steven.csv,software,Intel Connect service is disconnected when input wrong password to connect AP,Killer,Killer,Killer,0.3233
bt_software_piece_04_of_07_Wesley.csv,software,"ICPS Enablement bit not present installation, UI shows services disconnected, but does not show invalid platform message.",ICPS,ICPS,ICPS,0.3270
bt_software_piece_03_of_07_Steven.csv,software,The Auto-Mode will become Light Mode after exit ICPS and reboot the system,ICPS,ICPS,ICPS,0.3271
wifi_tools_piece_07_of_07_Brenton.csv,tools,"Different Regulatory Power Limits result between ""Modulated Tx"" and ""Regulatory Power Limits Table""",RF,Power Consumption,RF,0.3279
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,DRTU needs the GMPD readback API to provide correct temperature details,OEM Tools,OEM Tools,OEM Tools,0.3299
bt_software_piece_02_of_07_Juan.csv,software,"The system will pop up msg ""Select an app to open this icpslauncher link"" after uninstall old ICPS driver then install new ICPS Driver package",ICPS,ICPS,ICPS,0.3300
bt_software_piece_02_of_07_Juan.csv,bt,"Stress_FB_BSOD(0X9F) occurred that point to Intel Bluetooth driver (F/R: 1/42units, 1/12400cycles)",BSOD,BSOD,BSOD,0.3313
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,WLAN YB appeared upon startup after shutting down and leaving it for 1 hour in the chamber(0 degrees Celsius).(F/R: 1/24 units),YB,YB/Lost,YB,0.3315
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,TyP2 6GHz output power 2-5dBm drop on conductive test (3/19 and 4/16),RF,Power Consumption,RF,0.3320
bt_software_piece_03_of_07_Steven.csv,software,Hotspot takes ~6 seconds to connect,Killer,Killer,Killer,0.3338
bt_software_piece_06_of_07_Matt.csv,bt,Intel BE201 BT device lost and USB YB(code 43) in device manager,YB/Lost,YB/Lost,YB/Lost,0.3346
bt_software_piece_02_of_07_Juan.csv,software,Killer 1675x WLAN card WIFI/BT driver release request,Killer,Killer,Killer,0.3394
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,WiFi YB,YB,YB/Lost,YB,0.3422
bt_software_piece_06_of_07_Matt.csv,software,The pdb debug file exists in the package UWD\Win64\Drivers\ICPSComponent\Symbols directory,ICPS,ICPS,ICPS,0.3458
wifi_tools_piece_07_of_07_Brenton.csv,tools,Ant tool cant read correct BRDS SAR BIOS setting if value exceed Tx power limit,OEM Tools,OEM Tools,OEM Tools,0.3458
bt_software_piece_06_of_07_Matt.csv,software,Error in services activation causes a reboot after install / re-install / uninstall ICPS,ICPS,ICPS,ICPS,0.3467
bt_software_piece_03_of_07_Steven.csv,software,AP selection (same SSID) take 3~4 mins to complete AP switch sometimes,Killer,Killer,Killer,0.3469
bt_software_piece_04_of_07_Wesley.csv,bt,PC scan Speaker slowly with 100% duty,Performance,Performance,Performance,0.3479
bt_software_piece_03_of_07_Steven.csv,software,"Toggling on ""Only show authorized networks"" causes app to crash - rarely",Killer,Killer,Killer,0.3482
bt_software_piece_03_of_07_Steven.csv,software,Cannot run ICPS due to invalid configuration error on MTL RVP,ICPS,ICPS,ICPS,0.3483
bt_software_piece_03_of_07_Steven.csv,software,"The ""key"" icon not appear after input AP password and connected",Killer,Killer,Killer,0.3486
bt_software_piece_06_of_07_Matt.csv,software,"The Killer app will hang after apply extend current network or create hotspot function in Killer Control Center app.(F/R:2/2 units,2/8 times)",Killer,Killer,Killer,0.3513
bt_software_piece_04_of_07_Wesley.csv,software,Frequent roaming observed during Teams meetings when ICPS is installed.,ICPS,ICPS,ICPS,0.3517
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,DDD log cant deocode,OEM Tools,OEM Tools,OEM Tools,0.3534
bt_software_piece_06_of_07_Matt.csv,bt,PC scan phone slowly with 100% duty,Performance,Performance,Performance,0.3574
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,WiFi TX power above SAR table limit in user mode after Airplane mode on\off,RF,RF,RF,0.3579
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,"Connect the wifi Network and play Online Video , Unit occur 0x9f BSOD point to 0x9F_VRF_3_Netwtw10_IMAGE_pci.sys",BSOD,BSOD,BSOD,0.3615
bt_software_piece_04_of_07_Wesley.csv,bt,"The units show BSOD(stop code:DRIVER_POWER_STATE_FALURE, bug check ID:0x9f) after restart.(F/R:1/2units, 1/6cycles).",BSOD,BSOD,BSOD,0.3623
