source_file,technology,ips_title,predicted_category_model,predicted_category_existing,human_category,confidence
weekly_labels_20260530_145717.csv,WiFi,[Intel/Commercial][Internal][MTL][AX211][8Y851AV] Wi-Fi Dropping,Connectivity,Sensing,Connectivity,0.1985
weekly_labels_20260529_170002.csv,wifi,The system cannot scan for the 6GHz mobile Hotspot (VLP).,Connectivity,Power Consumption,Connectivity,0.1997
weekly_labels_20260530_145717.csv,wifi,The system cannot scan for the 6GHz mobile Hotspot (VLP).,Connectivity,Power Consumption,Connectivity,0.1997
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,The system cannot scan for the 6GHz mobile Hotspot (VLP).,Connectivity,Power Consumption,Connectivity,0.1997
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,"System hangs ~90s after wrong Wi-Fi password entered on CSR interface (Spider Peak 2 Scorpius, Win11 25H2)",System Hang,System Hang,Connectivity,0.2014
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,"SUT cant search for 5.0GHz Wi-Fi after setting ""Wi-Fi Channel"" to 165 and then idling for about 2 minutes.",OEM Tools,OEM Tools,Connectivity,0.2017
wifi_tools_piece_01_of_07_Timdaway.csv,tools,DSM Field information are not correct,OEM Tools,UEFI,BIOS,0.2041
bt_software_piece_01_of_07_Bingyue (2).csv,bt,Device not started (BTHUSB) error with 0xC00000B5 (STATUS_IO_TIMEOUT),YB/Lost,BSOD,YB/Lost,0.2056
bt_software_piece_02_of_07_Juan.csv,bt,Advertising Duty Cycle complaint test is not meeting the SPEC requirement,Connectivity,Connectivity,Connectivity,0.2062
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,we can not scan the 6E AP channels while applied country code as US.,Connectivity,Connectivity,Connectivity,0.2086
bt_software_piece_02_of_07_Juan.csv,bt,"When using the iper3 tool to run RX and TX while connecting to a 2.4G WiFi and Bluetooth device, the Bluetooth speaker experiences stuttering issues.",Performance,Connectivity,Performance,0.2110
bt_software_piece_04_of_07_Wesley.csv,bt,"When using the iper3 tool to run RX and TX while connecting to a 2.4G WiFi and Bluetooth device, the Bluetooth speaker experiences stuttering issues.",Performance,Connectivity,Connectivity,0.2110
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,PPAG Fucntion Porting,UEFI,RF,RF,0.2127
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,multiple roamings in stationary environment,Connectivity,Connectivity,Connectivity,0.2129
weekly_labels_20260501_170001.csv,wifi,"Roaming failed twice, with two failed attempts to reconnect to the 5G hotspot. F/R: 1/1u, 2/50C",Connectivity,Power Consumption,Connectivity,0.2141
weekly_labels_20260508_230403.csv,wifi,"Roaming failed twice, with two failed attempts to reconnect to the 5G hotspot. F/R: 1/1u, 2/50C",Connectivity,Power Consumption,Connectivity,0.2141
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,"Roaming failed twice, with two failed attempts to reconnect to the 5G hotspot. F/R: 1/1u, 2/50C",Connectivity,Power Consumption,Connectivity,0.2141
bt_software_piece_06_of_07_Matt.csv,bt,Strange name of msi package appears when removing BT driver,Connectivity,Connectivity,Connectivity,0.2142
weekly_labels_20260529_170002.csv,WiFi,[Samsung][RPL][AX211] This pairing drops because the system suddenly stops sending RTP packets to the sink device while pairing with this device for Miracast.,P2P,Miracast,Connectivity,0.2216
weekly_labels_20260530_145717.csv,WiFi,[Samsung][RPL][AX211] This pairing drops because the system suddenly stops sending RTP packets to the sink device while pairing with this device for Miracast.,P2P,Miracast,Connectivity,0.2216
bt_software_piece_07_of_07_Yuwei (2).csv,bt,BLE data exchanged times in a connection interval,System Hang,System Hang,Connectivity,0.2223
weekly_labels_20260501_170001.csv,WiFi,[ASUS_CCBU][BE211][B9406CAA] Teams call will drop when wifi connecting.,Performance,Performance,Connectivity,0.2229
bt_software_piece_04_of_07_Wesley.csv,bt,Unable to play any videos or music (online/local) after playing YouTube videos overnight,Connectivity,Connectivity,Connectivity,0.2236
bt_software_piece_03_of_07_Steven.csv,bt,The PC high-frequency scanning 100ms broadcast takes a relatively long time (some time exceeded 20 seconds),Connectivity,Performance,Performance,0.2237
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,Windows UI and netsh keep showing old channel and Band . After the DUT connected mobile hotspot switches from the 2.4G band to the 5G band,P2P,Power Consumption,Connectivity,0.2241
bt_software_piece_06_of_07_Matt.csv,bt,DUT 100% fail to bootup when BIOS BT config to PCIe (boot flow stuck at CNViBTConfig),System Hang,System Hang,BSOD,0.2244
bt_software_piece_06_of_07_Matt.csv,bt,Pista ARL BE201 Wireless Headset pause button is no function via Bluetooth.,Connectivity,Connectivity,Connectivity,0.2248
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,"WLAN sometimes do not show 2 MLO links but only 1 link with the command ""netsh wlan show i"" after MLO AP is connected (F/R: 3/10)",Connectivity,Connectivity,Connectivity,0.2259
weekly_labels_20260529_170002.csv,BT,"[Huaqin][Samsung][BBY][win11]Bluetooth mouse appear delay 1S after idle about 10 min.(FR: 4 out of 4 units, 12 out of 12 times)",Performance,Performance,Connectivity,0.2277
weekly_labels_20260530_145717.csv,BT,"[Huaqin][Samsung][BBY][win11]Bluetooth mouse appear delay 1S after idle about 10 min.(FR: 4 out of 4 units, 12 out of 12 times)",Performance,Performance,Connectivity,0.2277
bt_software_piece_06_of_07_Matt.csv,bt,Bluetooth driver missing,Connectivity,Connectivity,YB/Lost,0.2279
weekly_labels_20260501_170001.csv,WiFi,[DELL][Field] Wi-Fi issue : Connection failure with 802.11r on,Performance,Performance,Connectivity,0.2281
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,Sink PC show lag or garbage when test PC projecting to PC and play local video,Performance,Performance,P2P,0.2290
weekly_labels_20260501_170001.csv,WiFi,WPA3 Security of AC9260/AC9560,Sensing,Sensing,Connectivity,0.2299
bt_software_piece_07_of_07_Yuwei (2).csv,bt,Device Information Service only includes PnPID and Manufacture name,Connectivity,Connectivity,Connectivity,0.2312
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,Random disconnect seen,Connectivity,Connectivity,Connectivity,0.2326
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,Connectivity failure. 0x8FE assert seen in corporate environment. Customer suspects roaming from 40MHz to 80MHz network,YB/Lost,YB/Lost,Connectivity,0.2362
bt_software_piece_07_of_07_Yuwei (2).csv,bt,Cannot find DUT Tile in TILE Mobile App (TMA) on the phone when DUT enter to S4/D2,Connectivity,Connectivity,Connectivity,0.2370
weekly_labels_20260508_230403.csv,WiFi,"[Intel][Internal][RPL-P (I)][AX211] WiFi Disconnect, not roaming, stationary",Connectivity,P2P,Connectivity,0.2388
bt_software_piece_05_of_07_Leo.csv,bt,Noise is heard from BT headphone when other people speak during teams call.(BE201),Connectivity,Connectivity,Connectivity,0.2396
wifi_tools_piece_07_of_07_Brenton.csv,wifi,HP 3LS SIP126149 - EB 1040 G11(Ernesto MTL)/TSMC/GC/Intel AX211 Cannot find WiFi 6G issue/PCAPJ/TW,Connectivity,Connectivity,Connectivity,0.2412
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,AX101 WiFi throughput drop when BT is enabled but not connected to BT device,Performance,Connectivity,Performance,0.2418
weekly_labels_20260529_170002.csv,WiFi,"[Huawei][Quanta][Euler][CML-U][AX201][WLAN][19H2]Connected with WPA3 AP, and after restart has fail rate that reconnected slowly.",Performance,Performance,Connectivity,0.2445
weekly_labels_20260530_145717.csv,WiFi,"[Huawei][Quanta][Euler][CML-U][AX201][WLAN][19H2]Connected with WPA3 AP, and after restart has fail rate that reconnected slowly.",Performance,Performance,Connectivity,0.2445
bt_software_piece_03_of_07_Steven.csv,bt,DID profile 1.3 version is not available,Connectivity,Connectivity,Connectivity,0.2488
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,The 6GHz frequency band can be searched when use Intel WLAN card without any setting.,Connectivity,Connectivity,Connectivity,0.2494
weekly_labels_20260529_170002.csv,WiFi,[Dell][Bolan LNL/FmP2] Persistent Wi-Fi roaming and disconnection problems affecting Dell laptops with Intel BE200/201/202 and AX211 adapters,Connectivity,Roaming,Connectivity,0.2498
weekly_labels_20260530_145717.csv,WiFi,[Dell][Bolan LNL/FmP2] Persistent Wi-Fi roaming and disconnection problems affecting Dell laptops with Intel BE200/201/202 and AX211 adapters,Connectivity,Roaming,Connectivity,0.2498
bt_software_piece_02_of_07_Juan.csv,bt,"SystemEvent log show error ID_5 after connect the BT MS&KB&Hedset devices, FR: 1/1Unit, 3/3Cycles",Connectivity,Connectivity,Connectivity,0.2498
weekly_labels_20260508_230403.csv,WiFi,[ASUS_CCBU][P5405CSA/P3405CVA][BE201/AX211] Cannot display extended mode on a second monitor via Miracast.,P2P,P2P,Miracast,0.2513
bt_software_piece_07_of_07_Yuwei (2).csv,bt,Bluetooth is switched on automatically after resuming from Hibernation.,Connectivity,Connectivity,Connectivity,0.2514
wifi_tools_piece_04_of_07_KJ (2).csv,wifi,WiFi drops intermittently while on a teams call,Connectivity,Connectivity,Connectivity,0.2515
bt_software_piece_04_of_07_Wesley.csv,bt,Intel AX211 WLAN became hidden (code 45) in device manager after resume from sleep,YB/Lost,Power Consumption,YB/Lost,0.2516
weekly_labels_20260501_170001.csv,WiFi,[DELL][Field]Intel(R) Wi-Fi 7 BE200 is unable to connect WIFI-6E 6GHz networks in Windows 10/11 in Macao,Connectivity,P2P,Connectivity,0.2518
weekly_labels_20260508_230403.csv,WiFi,[DELL][Field]Intel(R) Wi-Fi 7 BE200 is unable to connect WIFI-6E 6GHz networks in Windows 10/11 in Macao,Connectivity,P2P,Connectivity,0.2518
weekly_labels_20260529_170002.csv,WiFi,[DELL][Field]Intel(R) Wi-Fi 7 BE200 is unable to connect WIFI-6E 6GHz networks in Windows 10/11 in Macao,Connectivity,P2P,Connectivity,0.2518
weekly_labels_20260530_145717.csv,WiFi,[DELL][Field]Intel(R) Wi-Fi 7 BE200 is unable to connect WIFI-6E 6GHz networks in Windows 10/11 in Macao,Connectivity,P2P,Connectivity,0.2518
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,PX AX210 Wifi 6G _DSM support_OEM,Connectivity,Connectivity,BIOS,0.2542
bt_software_piece_05_of_07_Leo.csv,bt,BT automatically disconnects when transferring 100M data file via BT with AX211 / Killer1675i card. FR: 8/10 cycle,Connectivity,Killer,Connectivity,0.2543
wifi_tools_piece_07_of_07_Brenton.csv,wifi,SUT can search for 5.0GHz Wi-Fi with channel 165 on Indonesia image (PTL+WhP2),Connectivity,Connectivity,Connectivity,0.2547
weekly_labels_20260529_170002.csv,wifi,BT MCC jump to 3030 due to Wi-Fi,YB/Lost,Connectivity,YB/Lost,0.2548
weekly_labels_20260530_145717.csv,wifi,BT MCC jump to 3030 due to Wi-Fi,YB/Lost,Connectivity,YB/Lost,0.2548
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,verify Teams Video call with volume change,System Hang,System Hang,System Hang,0.2576
bt_software_piece_02_of_07_Juan.csv,bt,Remove Duplicate Entires in the ibtpciinf,Connectivity,Connectivity,Connectivity,0.2620
bt_software_piece_06_of_07_Matt.csv,bt,DUT OPP received picture will show abnormal if transferring files with BT headset music playing,Connectivity,Connectivity,Connectivity,0.2626
bt_software_piece_04_of_07_Wesley.csv,bt,LE anchor point and CIS 2nd and 3rd subevent overlaps,Connectivity,Connectivity,Connectivity,0.2641
weekly_labels_20260508_230403.csv,BT,[Microsoft][UID 1295717][PTL/FmP/OOB 26581][PAS] PAS Audio Glitches during WiFi-BT Coex on 2.4ghz 20MHz (2.4ghz 20MHz CND),Performance,Connectivity,Performance,0.2656
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,T-put HL TX issue,Performance,RF,Performance,0.2677
bt_software_piece_04_of_07_Wesley.csv,bt,"call active, R power off, L no sound for 5~10 sec",Connectivity,Power Consumption,Connectivity,0.2689
weekly_labels_20260529_170002.csv,WiFi,[Honor][LUX][Zhuque&Xuanwu][AX211][PTL][25H2]The wifi cant get internet,Connectivity,P2P,Connectivity,0.2707
weekly_labels_20260530_145717.csv,WiFi,[Honor][LUX][Zhuque&Xuanwu][AX211][PTL][25H2]The wifi cant get internet,Connectivity,P2P,Connectivity,0.2707
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,wireless connection and network performance issues,Connectivity,Connectivity,Connectivity,0.2707
bt_software_piece_05_of_07_Leo.csv,bt,"Error message ""your speaker arent working"" pops ups when do video call by Teams with BT headset connected.",Connectivity,Connectivity,Connectivity,0.2741
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,CITU test Command XVT_CMD_STEP_MARGIN_TEST_CONFIG_V6 failed with status 31_ Umac Error 0x20100502,BSOD,BSOD,OEM Tools,0.2743
weekly_labels_20260508_230403.csv,BT,[Lenovo-DT][Huaqin][Yoga9][PTL] The yellow label of the Wifi/BT device appears in the reboot cycle stress test,YB/Lost,Connectivity,YB/Lost,0.2744
bt_software_piece_04_of_07_Wesley.csv,bt,Intel LNL RVP + GaP discrete offload fail to work (music no sound),Connectivity,Connectivity,Connectivity,0.2749
bt_software_piece_05_of_07_Leo.csv,bt,Late LE audio reconnection of second bud (Galaxy Buds2 Pro),Connectivity,Connectivity,Connectivity,0.2755
bt_software_piece_04_of_07_Wesley.csv,bt,MDUT Reconnection - HCI_Encription_Change increases the reconnection time,Connectivity,System Hang,Connectivity,0.2772
bt_software_piece_05_of_07_Leo.csv,bt,MDUT Reconnection - HCI_Encription_Change increases the reconnection time.,Connectivity,System Hang,Connectivity,0.2772
bt_software_piece_05_of_07_Leo.csv,bt,MDUT Reconnection - HCI_Encription_Change increases the reconnection time,Connectivity,System Hang,Connectivity,0.2772
bt_software_piece_06_of_07_Matt.csv,bt,"Using Bluetooth earphones to watch videos, the earphone sound is intermittent and there is a current sound",Connectivity,Connectivity,Connectivity,0.2775
wifi_tools_piece_03_of_07_FrankLee.csv,wifi,DRTU 2.4GHz testing 100% on 4/11 DUT not work with 23.165 assert 0x2010121E,YB/Lost,YB/Lost,YB/Lost,0.2778
weekly_labels_20260529_170002.csv,wifi,Z93 WiFi 5Ghz band 160M-BW DFS fail issue,Connectivity,Connectivity,Connectivity,0.2783
weekly_labels_20260530_145717.csv,wifi,Z93 WiFi 5Ghz band 160M-BW DFS fail issue,Connectivity,Connectivity,Connectivity,0.2783
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,Z93 WiFi 5Ghz band 160M-BW DFS fail issue,Connectivity,Connectivity,Connectivity,0.2783
weekly_labels_20260529_170002.csv,WiFi,[Honor][LUX][Zhuquan&xuanwu][PTL][AX211]The wifi connect fail because Four EAPOL authentication failures,Connectivity,P2P,Connectivity,0.2789
weekly_labels_20260530_145717.csv,WiFi,[Honor][LUX][Zhuquan&xuanwu][PTL][AX211]The wifi connect fail because Four EAPOL authentication failures,Connectivity,P2P,Connectivity,0.2789
bt_software_piece_01_of_07_Bingyue (2).csv,bt,PC connect TV failed by ble,Connectivity,Connectivity,Connectivity,0.2790
weekly_labels_20260529_170002.csv,BT,"[Lenovo][AVC][WCL-H][BE213][Neo50Q-7] BT uninstall issue, 1/1Units, 1/1cycles",Connectivity,Connectivity,Connectivity,0.2795
weekly_labels_20260530_145717.csv,BT,"[Lenovo][AVC][WCL-H][BE213][Neo50Q-7] BT uninstall issue, 1/1Units, 1/1cycles",Connectivity,Connectivity,Connectivity,0.2795
wifi_tools_piece_07_of_07_Brenton.csv,wifi,"Ant tool request to add ""Group 4 to 8"" reading value Get Tx Power Delta Limits",OEM Tools,Power Consumption,OEM Tools,0.2825
wifi_tools_piece_07_of_07_Brenton.csv,wifi,Biostool.exe does not show the parameters in UEFI data version 4,UEFI,UEFI,OEM Tools,0.2829
bt_software_piece_02_of_07_Juan.csv,bt,There are advs but no connection complete evt,Connectivity,Connectivity,Connectivity,0.2835
bt_software_piece_01_of_07_Bingyue (2).csv,bt,BT Device Disappear CS+Wifi AP connected,Connectivity,Connectivity,Connectivity,0.2862
weekly_labels_20260508_230403.csv,BT,[LG][16Z90U][PTL/BE211/Win11 25H2] Youtube lip-sync issue when connecting Bluetooth classic audio,Connectivity,Connectivity,Connectivity,0.2866
bt_software_piece_01_of_07_Bingyue (2).csv,bt,BT mouse cannot work after idle or paired successfully.,Connectivity,Connectivity,Connectivity,0.2893
wifi_tools_piece_04_of_07_KJ (2).csv,tools,"Opening and ending tag mismatch on ""LPI"" in PowerTable output",OEM Tools,Power Consumption,Connectivity,0.2896
weekly_labels_20260515_170001.csv,WiFi,[TB1416 Gen8-IRL][Intel AX211/AX203] WiFi lag issue,Performance,P2P,Performance,0.2922
bt_software_piece_06_of_07_Matt.csv,bt,The BLE mouse cant reconnect resuming from MS,OEM Tools,OEM Tools,Connectivity,0.2928
bt_software_piece_05_of_07_Leo.csv,bt,Bluetooth headset is 3 meters away and the sound is lag,Connectivity,Connectivity,Connectivity,0.2954
weekly_labels_20260529_170002.csv,wifi,P178G002/P179G002 update KC Wifi 7,Connectivity,Connectivity,Connectivity,0.2956
weekly_labels_20260530_145717.csv,wifi,P178G002/P179G002 update KC Wifi 7,Connectivity,Connectivity,Connectivity,0.2956
wifi_tools_piece_06_of_07_Zhiqiang (2).csv,wifi,P178G002/P179G002 update KC Wifi 7,Connectivity,Connectivity,Connectivity,0.2956
bt_software_piece_01_of_07_Bingyue (2).csv,bt,BLE launch failure on PTL Platforms with BE211 Module,Connectivity,Connectivity,Connectivity,0.2957
weekly_labels_20260529_170002.csv,wifi,Clevo_X560WNx_ARL-HX_AX201 WiFi connect issues,Connectivity,Connectivity,Connectivity,0.2963
weekly_labels_20260530_145717.csv,wifi,Clevo_X560WNx_ARL-HX_AX201 WiFi connect issues,Connectivity,Connectivity,Connectivity,0.2963
wifi_tools_piece_01_of_07_Timdaway.csv,wifi,Clevo_X560WNx_ARL-HX_AX201 WiFi connect issues,Connectivity,Connectivity,Connectivity,0.2963
wifi_tools_piece_02_of_07_Frankyang (2).csv,wifi,"The WIFI assert _0x3706 and 0x22d2 happening cause to network disconnected during wechat video callevent log show wifi ""5002"". Fail rate: 1/109 units",YB/Lost,YB/Lost,Connectivity,0.2963
weekly_labels_20260515_170001.csv,BT,"[Ubuntu] [HP] [ ZBook X G2i] bluetooth test got errors on Intel BE211NGW  HCI: Command failed. Error code: 0x12, Payload: b\x04\x0e\x04\x01B \x12",OEM Tools,Connectivity,OEM Tools,0.2969
weekly_labels_20260529_170002.csv,WiFi,[Honor][Huaqin][FeimiGlite][MTL][Intel AX201][WiFi][25H2]PAD-to-PC traffic streaming experiences zero drop,P2P,P2P,P2P,0.2975
weekly_labels_20260530_145717.csv,WiFi,[Honor][Huaqin][FeimiGlite][MTL][Intel AX201][WiFi][25H2]PAD-to-PC traffic streaming experiences zero drop,P2P,P2P,P2P,0.2975
bt_software_piece_01_of_07_Bingyue (2).csv,bt,"Swift Pair connected with Use LE audio when available disabled, after connection host will reconnect LE portion",Connectivity,Connectivity,Connectivity,0.2979
wifi_tools_piece_07_of_07_Brenton.csv,wifi,"WiFi Spectrum Mask, EVM and Power tolerance questions",Performance,Power Consumption,Performance,0.2986
bt_software_piece_03_of_07_Steven.csv,bt,Bluetooth Mic Test Does Not Reflect Input or Volume Assessment,Connectivity,Connectivity,Connectivity,0.2993
bt_software_piece_02_of_07_Juan.csv,bt,Sniff Mode Parameters not meet the criteria,Connectivity,Connectivity,Connectivity,0.3029
bt_software_piece_07_of_07_Yuwei (2).csv,bt,HDUT not support Sniff Subrating Mode,Connectivity,Connectivity,Connectivity,0.3033
bt_software_piece_02_of_07_Juan.csv,bt,"BT headset 100% fail to mute , still can hear volume after mute",Connectivity,Connectivity,Connectivity,0.3036
