Issue key,project,year,category,Summary,Custom field (Root Cause)
WIFI-188545,WIFI,2022,Performance,[Lenovo Thinkpad JP][Alderlake][Jaguar2/Panther2][GarfieldPeak2][Win10/Win11] 11ac-5Ghz Wifi performance is lower in DC mode compared to AC mode when using Netgear R9000 AP model,"AP sends rts to wake station and cause open 2 antennas, STA sends CTS
AP sends first aggregation and CTS to self  in order not allow medium
to move to idle and keep 2 antennas ready before sending next aggregation
The bug is that in Solar L2P doesn't set L2P_GCSR_STAT_SE_CTRL_PENDING_MSK bit at MH parsing
for CTRL frames that not for us, and when we recevie CTRL frame not for us in solar we don't path
thought regular ctlr frame flow that allows to delay the air protection time and allow to receive the next RX MIMO frame before 1 antenna is closed
in solar we just update nav, and dump CTRL frames not for us
the fix is to add the same logic as in regular CTRL frames flow in solar nad add air protection delay if required (DSMPS)"
WIFI-187281,WIFI,2022,Performance,[Dell][Compal][Tributo ADL / Fiorano ADL][GfP2/4] RX degradation at low attenuation on 5GHz BW 160M channel 100,"Hi,

The root cause is that some APs on some channels for some reason misses BAs transmitted by STA
AP retransmit the aggregation, but because of the bug in Win Driver, STA indicates duplicated packets to OS (instead of drop them)
This bug was delivered as part of another bug fix, and was already fixed
Sha1 of the delivery that inserted the bug:
core67: e84aead3ff8820daa34924b8349afcd170a33e74
master: efa77533053f663458feb0931b1e5f36c2b96e80
Sha1 of the fix:
Core68: 8f9f96d98fbfa1968bbd9a080bfb5b6741116940
master: 58588350197f72ad4d51ad2d88fe3832d0ee9da2"
WIFI-186460,WIFI,2022,BSOD,[LG][16Z90Q][ADL/AX211/Win11 21H2] BSOD 0xD1 occurs during WiFi connection and disconnection,"Fixed by Nevo:
master 225d8f0c1f83ef4b25b6db6675fc4cf9d1e29410
double PLDR, once coming from OS while the other is requested by driver.
Ignore PLDR request in case that PLDR is already running"
WIFI-184317,WIFI,2021,BSOD,[Lenovo-ThinkPad][LCFC][Triones-Intel][FVT][Win11]BSOD 0x7E related with Intel AX201 wireless during restart stress test - Netwtw10!deleteHalLayer,new HW introduced a little latency causing delay in the FW resume process.
WIFI-177852,WIFI,2021,BSOD,[ASUS Pegatron][K3402/K3502/S5402/S5602][22.90.1.1]Error event occurs during S4 stress test FATAL_ERROR: prvAlonIndicateSusResToFwIntWd (2597) - tag: 0x1997 ,New HW causing latency in the FW handling the sus/res doorbell
WIFI-177227,WIFI,2021,BSOD,"[Lenovo ThinkPad JP][LCFC][P15 P17][AX210]] AX210 WLAN show Yellow band in device manager when connect Enterprise-class router AX -- uCode ASSERT(LMAC1, rtStatus = 0x91, log is valid. data1:0x1699a, data2:0xcafecafe)","We are trying to send trigger based  TX with mcs 12
MCS is coming from received trigger frame (trig_type bf_rprt_poll_(0x1)) - usrMcs = 0xC
It cause WPAL assert with MOVE_2_RX_ERR status
added checker and drop the frame if usrMcs is illegal"
WIFI-161161,WIFI,2021,BSOD,[DELL][DBSS][ADL-P][AX1690i]Sometimes can not scan and connect 6E AP,
WIFI-161160,WIFI,2021,BSOD,[ASUS PCBU][UX7602ZM][ADL-P][AX201] WLAN card AX201 test CITU tool would have 0x31B Assert,'@wortzel yossi to specify citu change
WIFI-160485,WIFI,2021,Connectivity,Dell/Compal][ADL][Odyssey][DRTU] AX411 QS sample 6e tx power lock at 7.5dB,"SW assumed that rate is in hard coded location. However, this wasnt correct for Gfp4 where 2 LMACs use different rates"
WIFI-158158,WIFI,2021,Connectivity,[DELL][Compal][ADL][Odyssey][DualBSS] GFP4 combination of 5G/ch36 +2.4G/ch3 fail,because of mitigation limitation some pair of channel can't work together until we relax in some way this limitation as part of DCR-1221
WIFI-150854,WIFI,2021,Connectivity,[Fujitsu] Wi-Fi connection timeout with Channel Switch Announcement in DFS mode,"AP can send CCF0 == 0 in VHT operationnal element and we should allow the
channel switch
We found that in spec of 2016 AP can send value 0 in VHT operational
element and we should not reject the CS request from AP in this case.

We saw the issue only now because of AP behavior"
WIFI-147603,WIFI,2021,Connectivity,[ASUS][UX562UG][AMD Lucienne][AX200]Win11 HLK test failed due to APPCRASH of Intel_PIE_Service.exe,Wrong use of PROPVARIANT structure.
WIFI-146383,WIFI,2021,BSOD,[Lenovo ThinkPad JP][LCFC][Drift3 Ironhide3][AX210]] AX210 WLAN show Yellow band in device manager and could not recovery by restart --  uCode ASSERT 0x201013F2,DCR-1009 expansion to TyP
WIFI-144823,WIFI,2021,Connectivity,[HP][Dashiell][ADL] ANT tool will get incorrect EWRD table content in tablet mode,wrong calculation of tables offset used when 3 extended sets were used
WIFI-143257,WIFI,2021,Connectivity,[Lenovo-DT][ADL-B660][IC5][Win11][AX211/AX210]WiFi siganl bar reduce when run iperf Rx  with 6GHz band connected,"Same issue as WIFI-138076.
Fix in master."
WIFI-142814,WIFI,2021,BSOD,[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WIFI]The 0-40℃ temperature tracking run test.the driver appears as a NIC error FATAL_ERROR: _fsmProcessEvent (545) - tag: 0xF77F,"alive WD expired while alive  arrived.
FW stop cleaned job scheduler and handled the alive so event FW_IS_RESPONSIVE arrived in the middle of FW stop which was an unexpected event - driver error"
WIFI-142456,WIFI,2021,BSOD,[Dell]Compal][Orchid Bay_ADL][Netwnw10!bssVifGetActiveEntryBssKeyApi+0x19] SUT occurs BSOD 0xD1 during CB/WB after do provision,When there no bss ports and wiman init notification arrives we don't check that bssvif context exist
WIFI-142116,WIFI,2021,Connectivity,Athena NDT Tool Hanging issue upon connect with WiFi device,"master: 758e3d7c9f568fbc8fffa7168b5ed55c478d3284
USC fixes were merged to master."
WIFI-141955,WIFI,2021,YB/Lost,[HP/SIO2013549/Win11/ADL-S/HrP2/ArtiI] YB 43 after installed v22.70.2.1 then reboot system,wrong indexes used when formatted the bios data sent to FW
WIFI-141734,WIFI,2021,Connectivity,[MSFT][Quanta][Z91][MP][ICL][AX201][1216][Windows 10 20H2][22.70.0.6]TX power higher than SAR table limit after airplane mode on/off,missing safety SAR table  send to FW after radio ON flow
WIFI-138076,WIFI,2021,Performance,[LG][17G90Q][TGL/AX210/Win11 21H2] Signal strength become much lower during throughput measurement in 6GHz band,"In case number of TX packets per second is more than 200 link quality
calculation is based on RSSI and TX phy rate (RSSI - 60%, TX phy rate - 40%).
Link quality = ((40 * currRate) / maxRate) + (60 * rssiLevel) / 100))
The bug is that in case of 6GHz we always set max link speed value to legacy due to incorrect condition when we update this value. Before we update maxRate we check if HT rate is not 0 but HT IE don’t exist in 6GHz leading to miscalculation of link quality (we divide current rate by legacy rate).
Fix:
Remove HT rate condition."
WIFI-136616,WIFI,2021,BSOD,[HP][ADL-P][GfP2][Win11][Warpath][BSOD 0x50][Netwnw10!prvhBtCoexFillDataTLC] BSOD occurred when visiting a web site with BT speaker paired,"Bad input from FW not checked properly.
Trusted the ENUM boundaries without verifying the input is in range."
WIFI-134765,WIFI,2021,Connectivity,"[Realme][HUAQIN][Intel TGL][9560][21H1]Conductive Tx T-put fail (20Mbps) with 22.60, while it pass (100Mbps) with 22.50 under the same DUT","bug in commit e193e1e990842d13278817e870732a867ae9e598 - umac: solve compile warnings of quasarz jfp build.

fix was already delivered to core63 and on
see https://jira.idoc.intel.com/browse/WIFI-118863"
WIFI-131687,WIFI,2021,BSOD,"[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WIFI]WLAN is not available , the YB happens with  0x2000031C （code10）",DPHY wasnt on when reading r2d2 registers
WIFI-131222,WIFI,2021,BSOD,"[Huawei][Quanta][KelvinD][TGL-U][AX201][Wifi][20H1][804977831] Wifi device YB (code 43) uCode ASSERT (lmacID = 0x0, rtStatus = 0x20000066, log is  valid)","same as wifi-120545 and WIFI-120530 (fragmented beacon caused NMI)
"
WIFI-131216,WIFI,2021,Connectivity,[HP] WRT unable to parse CDB table ,"WRT changed the parsing of the CDB table
driver changed the order of tables read from BIOS"
WIFI-128843,WIFI,2021,BSOD,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]Unable not search for hot spot after WiFi disconnected(F/R:1/1 times),"[BUGFIX] remove not needed lcmResetFlowFwMisbehaviorApi call of unexpectred
fragmented packet

Description: During fuzzing tests, fragmented beacon is injected, driver logic was to trigger
NMI and 0xF7E5 assert.
WREQ-36091 was updated:
""MSDUs or MMPDUs carried in a group addressed MPDU shall not be
fragmented , in case these are recieved (Attack case) the LMAC shall pass these
fragments to the driver and shall be handled (dropped) by the driver.""
Aligned rxNoDefragmentationInDriver UT according to the driver / WREQ change"
WIFI-127806,WIFI,2021,Performance,[ASUS][AMD][Cezanne-H][9260]11AC BW160 TX Fail against GT-AXE11000/3.0.0.4.386_42489,"until now for ThP, we limited TLC on 160Mhz mimo not to
get to mcs higher than mcs6 due to massive underruns
on old gen AMD platform, today on new platforms it appears this is not needed any more, and the customer verified that without the limitation there
are no issues.
so we changed the tlcMaxAllowedMcsForSlowPci regKey
to be unlocked and its default valut to be MCS9 i.e. without
limitation, and if the limitation is neede the customer can
use the regKey to limit the TLC to MCS6"
WIFI-127249,WIFI,2021,Performance,"[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]WIFi6 2.4G test Rx, WiFi speed cannot recover after BT","“In the OMI (operating mode indication), there is a field “channel width”, Our driver set the wrong value and lead the low throughput afterward”"
WIFI-127245,WIFI,2021,Connectivity,[Dell][Pega][Delta][TGL][Win10][AX210] Antd shows -95,"upon complete of RSSI test - tool zero rssi ordinal in diversity mode. RSSI is update only after statistics notification from FW and if RSSI was changed comparing to older RSSI (which kept in different var than the ordinal).
update the ordinal also when it equals to -95"
WIFI-125079,WIFI,2021,Connectivity,CLONE - [HUAWEI][HUAQIN][AMD Lucienne-U][Intel AX200][20H2] PC Manager log show PIE port call fail.,Wrong behavior in OS - WlanSvc initiates the same adapter twice.
WIFI-122367,WIFI,2021,Connectivity,[Panasonic] PIEServiceNew is stopped after WiFi driver installation,"Fix for device list buffer - Instead of calculating the required size of buffer for the present devices, we are now calculating the size of the buffer according to all devices, so if we get only the present devices, the buffer will always be sufficient."
WIFI-120545,WIFI,2021,BSOD,[Lenovo ThinkPad JP][LCFC][Raptor2Blackbird2][TGL-H][TyP2 2230][20H2][FW Assert: 0x20000066]WLAN YB(code 43) when connecting via Mobile hotspot w/multiple clients and HOST as Whiskey Lake(Wifi 9560),"same issue as WIFI-119771

Delivered fix to core62. Gerrit: https://git-amr-10.devtools.intel.com/gerrit/96753
SHA1 239862e57c991c7679be61287002908d8cc2f2d7

Delivered fix to core62 Master. Gerrit: https://git-amr-10.devtools.intel.com/gerrit/#/c/96904/
SHA1: 32b695c193def7b9036626d0d8a46d26ddf0d4e9

Issue does not exist in core26, core36, core51

Will not be fixed in core61"
WIFI-119886,WIFI,2021,Connectivity,[LG][16Z90P][TGL/AX201/20H2] Miracast use CH165 which is not supported by the TV,"The driver save the device mac address as part of go negotiation.
Dut to missing of delete of the mac address in seconed attempt to open
a stand alone GO the driver think that this GO openning is part of
negotiation and choose an UNII channel."
WIFI-118153,WIFI,2021,YB/Lost,"[DELL Corp. DT/Troy JSL/Wistron/JSL][Intel AX210] Device Manager show yellow bang for AX210 after resuming from S3/S4 (""Allow the computer to turn off this device to save power"" is unchecked)","The issue occurs in such sequence driver entry, open adapter close adapter, open adapter, close adapter. Since EepromControlContext is freed on the close adapter, then on the next open adapter the pnvm images buffer, which was the member of it is null. Therefore the pnvm images buffer should be a static member of
ImageDb, exactly the same as FW raw images"
WIFI-116864,WIFI,2021,Performance,[DELL]TyP2 6GHz output power 2-5dBm drop on conductive test (3/19 and 4/16),"A calibration was registered for a phy context, received the auxiliary context and then the desired phy context get invalidated. In this case, since there is no calibration to run , no message was sent to LMAC to do the calibartion, so the state machine in calibManager was stuck at state ""Running"""
WIFI-116368,WIFI,2021,Connectivity,[HP/Win10/CML/HrP2/Camellia] Cannot re-connect to wireless printer,"The peer AP reports it supports VHT in the probes/beacons, but in the association response then decides no VHT support at all.
This AP was regarded as misbehaving, thus did not connect to it."
WIFI-116224,WIFI,2021,BSOD,[Lenovo ThinkPad CN][LCFC][T14s AMD][21H1]BSOD 0x9F happened with Intel WLAN driver 22.40.0.7 during restart longrun test.,"BSOD related to NAPS algo of MSFT. not related to wifi driver.
wifi driver removed NAPS capabilities support from the driver to avoid OS NAPS calls."
WIFI-115705,WIFI,2021,BSOD,[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WLAN]System is doing on/off WIFI 2.4 hotspot test occur BSOD 0xd1 point to wdiwifi.sys,"Double nbl release to OS in case of TX and Remove Peer Race.
During remove peer we get an NBL list with 2 packets
We Drop the first one due to DATA port being closed, we have continue*and we *DO NOT move to next nbl, but current nbl on the next iteration will be the same nbl.
Same nbl fails in classification and we try to indicate it to OS again."
WIFI-115241,WIFI,2021,Connectivity,[Samsung][Mars15] System ignore probe request during P2P pairing.,"The root cause is that there is a wrong parsing of IE IE_EXTENSION_HE_CAPABILITIES as driver receives P2P probe request frame.

The wrong parsing result would cause driver to drop any P2P probe-request containing IE HE Capability."
WIFI-115075,WIFI,2021,BSOD,[Lenovo ThinkPad JP][Knockout-2/Ratchet-2][BSoD_0xD1]Never Crash Issue: Netwtw10!dclReturnRxBufferApi+0x2e,"Same as WIFI-55146.

driver fail to recover cmd translation error.
Flow:
1) RX cmd translation return with error
2) We try to free mdu and the sharedMem inside it but we didn't set the sharedMem pointer yet
3) Tring to access null pointer

Fix:
Release pMduDesc only after we updated SharedMemDesc."
WIFI-114876,WIFI,2021,BSOD,[Lenovo ThinkPad JP][Padme-1/Knockout-1] [BSoD_0xD1]Never Crash Issue: Netwtw08!dclReturnRxBufferApi+0x2e,same as wifi-100063
WIFI-114425,WIFI,2021,BSOD,[Lenovo-Thinkpad][LCFC][Tx-AMD][20H2]0x9f BSOD happened in restart stress test.,
WIFI-114177,WIFI,2021,Connectivity,[Dell-Wistron][D12][ADL-S][WiFi] AX201 WLAN driver cannot be installed by WirelessSetup.exe when working directory has special character,"When directory contains square brackets, Wix resolved the string in the square brackets, which caused the directory to be invalid."
WIFI-114175,WIFI,2021,BSOD,[ASUS Quanta][FX506/706H Gaming][TGL-H][AX200] WiFi device YB while running Reboot long run.,nvm commands 0x88 didnt response to the driver which caused to wd and yb. the fix is to flush the tfd queue in case of check for hang in init in order to abort the commands and try to reload the image. in such case we will have debug data and we will have another chance of making the fw work and prevent YB.
WIFI-111096,WIFI,2021,Performance,[LG][16Z90P][TGL/AX201/20H2] WiFi Rx throughput of 11ax(5GHz) becomes much lower with BT mouse connected,\\amr.corp.intel.com\ec\proj\DPGEC\iag\mwg\COMP_Builds\WIFI_ENG_2G\PHWFW03634_22.60.0.5\Layout
WIFI-109314,WIFI,2021,BSOD,[Huawei][Quanta][BohrM]/NobelM[Lucienne][AX200][20H2][WiFi] BSOD 0x7F(Netwtw10.sys).(Copy Of 00584040) [Huawei][Quanta][BohrM]/NobelM[Lucienne][AX200][20H2][WiFi] BSOD 0x7F(Netwtw10.sys).,"The issue is big stack allocation
we found in the flow a function taking too much stack memory so we change it into dynamic allocation"
WIFI-108709,WIFI,2021,Connectivity,[HP/SIO1964706/Win10][Atea/Andritz][AX200/AX201] Client unable to associate with Cisco 2600/3500 APs.,"the AP was set to (IMO) wrong not optimal rates bug supported by spec, so we add support for that corner case."
WIFI-108511,WIFI,2021,Connectivity,[Lenovo][Bitland-SZ][Y760s][AMD Cezanne H][R5/R7/R9][SIT_20H2_manual stress][Error detected: Driver Error]The DUT couldn't find any SSID after resume from S3(F/R:2/10Unnits  2/2500),
WIFI-108499,WIFI,2021,BSOD,"[Huawei][Quanta][H81][CezanneM][AX200][20H2][WiFi][BUG-20210309-19344][BUG-20210309-19349] Dump existed after long run warmboot test by STEP tool(BSOD d1,  wdiwifi).","same as duplicated
Double nbl release to OS in case of TX and Remove Peer Race.
During remove peer we get an NBL list with 2 packets
We Drop the first one due to DATA port being closed, we have continue*and we *DO NOT move to next nbl, but current nbl on the next iteration will be the same nbl.
Same nbl fails in classification and we try to indicate it to OS again.

Fix:

In case the port is closed we will drop the packets in prvTxFlowHandleSglMapRequest instead of calling dpReportPacketCompleteApi.
prvTxFlowHandleSglMapRequest checks if the port is open and in case not drop the packet by calling txDropOsPacket."
WIFI-108137,WIFI,2021,BSOD,CLONE - [Huawei][Quanta][KelvinD][TGL-U][AX201][Wifi][20H1][Beta user]BSOD 0x50 appeared on DUT when watching iQIYI videos.,
WIFI-107960,WIFI,2021,Connectivity,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]NIC err happens cause to disconnect occurs during connection WLAN use，and can not search wifi, add support for starting with legacy in non legacy mode
WIFI-107205,WIFI,2021,BSOD,[Huawei][Quanta][NobelM[Lucienne][AX200][20H2][WiFi]  0x7e(Netwtw10)  after PQC test pass.,"[duplicate] - fixed by Adivi.
68cd89b1e3eb4e3ab4313b83b75e885c65f43584
OS scan client timers - avoid freeing except of halt flow
Description: OS scan client wrongly free timers during the driver lifetime flows. This behavior is leading to potential race between OS SCAN timer, which is being deleted while the actual timer was already executed and being stuck in the JobScheduler. The Fix: do not delete/destroy timers except of halt flow.
https://cbjenkins-il.devtools.intel.com/teams-windows-wifi-driver/job/windows-wifi-driver/job/BSOD_PARSER_DEBUG/213/artifact/bsod_parse_output.json
"
WIFI-106949,WIFI,2021,Connectivity,[HP] Discrepancy found in PPAG peak gain between DRTU output and EPS ,FW - SAS misalignment
WIFI-106937,WIFI,2021,YB/Lost,[UNIS] [Compal][UNIS_Slinky][Tiger Lake][AX201][20H2][Assert_0x103C/EDC]AX201 show yellow bang when Stress transfer files test via WLAN ,"The fix is to calculate offset correctly while we have copy tb operations in scenario of DMA BUG.
when handling DMA bug we do copy
operation for the physical address element (SGL) that
crosses the 4GB address (Aligned), the length that we copy
was not correct, phyAddrElementLen is the correct len to copy
otherwise in cases where numOfBytesToProcess is greater than
phyAddrElementLen we will add an additional TB operation that
we already covered in the copy operation
"
WIFI-106894,WIFI,2021,BSOD,[HP/SIO1964706/Win10/TGL-H/HrP2/Modena][Netwtw10!mibRegTblGet] BSOD 0x7E when running Modern Standby Critical only Test,Don't update LKD triage data in case of driver assert.
WIFI-106138,WIFI,2021,BSOD,"[Dell][Wistron][TGL-H][StradaleMLK] System shows BSOD ""DRIVER_IRQL_NOT_LESS_OR_EQUAL"" during idle in OS.",fix has been implemented in WIFI-97469 
WIFI-104028,WIFI,2021,Connectivity,[HUAWEI][HUAQIN][AMD Lucienne-U][Intel AX200][20H2]PIE port call fail,DeinitService() was called from Dot11ExtIhvDeinitAdapter instead of Dot11ExtIhvDeinitService.
WIFI-103118,WIFI,2021,BSOD,[Samsung] [Venus-13TGL] [TyP2] D1 BSOD happened during Windiag test,double nbl release
WIFI-102936,WIFI,2021,BSOD,[Lenovo_IdeaPad][Compal][S560 Pro-14ITL][20H2][BSoD_0xD1][wdiwifi!CTxMgr::TxTransferCompleteInd]Unit show BSoD: 0xd1 when run CB stress (1/10),"'
Double nbl release to OS in case of TX and Remove Peer Race.
During remove peer we get an NBL list with 2 packets
We Drop the first one due to DATA port being closed, we have continue*and we *DO NOT move to next nbl, but current nbl on the next iteration will be the same nbl.
Same nbl fails in classification and we try to indicate it to OS again.

Fix:

In case the port is closed we will drop the packets in prvTxFlowHandleSglMapRequest instead of calling dpReportPacketCompleteApi.
prvTxFlowHandleSglMapRequest checks if the port is open and in case not drop the packet by calling txDropOsPacket."
WIFI-102934,WIFI,2021,Connectivity,"[DELL Corp. DT/D11 Buffalo-MFF/Pegatorn/RKL-S+Q570][WIFI][AX201] Run Intel PETS PM_ST_11 failed in ""Check that the Host responds - WLAN""","The new SW reset flow added to fix IOSF issue (when NIC debug enable). this flow causes overheads on CSME IPC, so we adjusted it slightly."
WIFI-102805,WIFI,2021,BSOD,[Samsung][Apollon-13R TGL][HrP2][FW Assert 0x2000031C]Intel WLAN YB (code 10) ,DPHY wasnt pn on reading r2d2 registers
WIFI-101634,WIFI,2021,BSOD,[Lenovo ThinkPad JP][LCFC][X390T490 P73][CML WHL][9560 AX201AX200][BSOD 0x50][hqosHandleActiveBeaconChanged]It will occur BSOD during change the Wireless Mode on TP-Link XDR3020 with 22.30.0.11,The BSOD is because we access invalid memory in hmacQos in hqosHandleActiveBeaconChanged function. This is a connectivity issue that Jeffrey fixed in commit fd3438e90267ad4e60f45cfcaf439719cec63475 (CC60). This BSOD is with driver version without this fix(CC59).  
WIFI-101605,WIFI,2021,Connectivity,[Lenovo ThinkPad JP][LCFC][X1 Carbon 6th][KBL][8265]<Customer Complaint>WLAN speed unstable under Huawei AirEngine6760-X1 Wi-Fi 6 AP,"Link speed drop from 867Mbps to 144Mbps due to bandwidth reduction algorithm (DCR-746) in a noisy environment even though we are not far from the AP.

Fix:
Limit the bandwidth reduction algorithm (DCR-746) to low RSSI (below -75) to prevent switch from 80MHz to 20MHz when we are near the AP."
WIFI-100811,WIFI,2021,BSOD,[DELL Corp. WS/Pegatron/Redington/RKL-S W580][WIFI][Follow up WIFI-95229] BSOD 0xD1 happens when running Intel PETS PM_ST_6,Double nbl release to OS in case of TX and Remove Peer Race.
WIFI-100483,WIFI,2021,BSOD,[HUAWEI][HUAQIN][AMD Lucienne-U][Intel AX200][20H2][WIFI]DUT have occur BSOD-D1 during running stress via HuaWei tool,
WIFI-99246,WIFI,2021,Connectivity,[HP/SIO1953090/Win10/TGL/HrP2/Cyprus] Connection disconnect automatically and cannot connect back when playing online video overnight.,"https://git-amr-10.devtools.intel.com/gerrit/#/c/87892/
https://git-amr-10.devtools.intel.com/gerrit/#/c/87891/

rficTrmCommands.txp2TrmStts is updated earlier than it should
be. Even in case of ready TXP output lines, the lmac gets a wrong indication
that txp was not ready.
"
WIFI-99011,WIFI,2021,BSOD,[HP/SIO1957368/Win10/Cezanne/CcP2/Petrof] [BSOD 0x9F][raspppoe!RasPppoeCleanup+0x66] BSOD occurred when run WinPVT11.3 Restart Test,
WIFI-96491,WIFI,2021,BSOD,[Lenovo ThinkPad JP][LCFC][Drift3/Ironhide3][TGL][TyP2][20H2][hqosHandleActiveBeaconChanged]BSOD 0x50 during HLK System - Sleep with IO Before and After (Reliability SysFund) test.(FR:1/10),"If the BSS VMAC is not active, we would return
VIF_ID_AND_COLOR_NOT_VALID, and then access the bQosEnabled array in
location 0xff.

Fix:
Prevent access to invalid memory in hmacQos.
Already been fixed by Jeffrey commit sha:fd3438e90267ad4e60f45cfcaf439719cec63475"
WIFI-96488,WIFI,2021,Connectivity,"[Lenovo Thinkpad China][LCFC][L14/L15 Gen2 AMD][AMD-Cezanne][CcP][20H2] Around 3 secs the Wifi will auto disconnect when connect to a mobile hotspot shared by AX200/AX201 WLAN machine.(FR:4/4 units, 12 / 12 cycles)",customer was using an old FW version
WIFI-96076,WIFI,2021,BSOD,[Xiaomi][Inventec][A30/A31[TGL-H35][AX201][20H2]BSoD 0x50 occurred during WHQL PNP test,"The issue was fixed and delivered before the bug was raised:https://git-amr-10.devtools.intel.com/gerrit/#/c/83206/.
We try to reach a memory out of the array's bound. If the BSS VMAC is not active, we would return
VIF_ID_AND_COLOR_NOT_VALID, otherwise we tried to access the bQosEnabled array in
location 0xff."
WIFI-95904,WIFI,2021,Performance,[Acer][CML] AX201 wifi driver 802.11g throughput issue,lmac changing on the fly for cck the used rate for short preamble
WIFI-95494,WIFI,2021,YB/Lost,"[Lenovo_DT][LCFC][Tiny8][ADL-S+ 600PCH][AX201][20H2]AX201 YB on ADL-S platfrom, while AX211 work fine",
WIFI-95229,WIFI,2021,Connectivity,"[DELL Corp. WS/Pegatron/Redington/RKL-S W580][WIFI][AX210] Run Intel PETS PM_ST_9  failed in step19 ""Check that the Host responds - WLAN"" when resume from S4 with WLAN driver 22.30.0.6","The new SW reset flow added to fix IOSF issue (when NIC debug enable). this flow causes overheads on CSME IPC, so we adjusted it slightly."
WIFI-95068,WIFI,2021,Connectivity,"[ASUS][Edimax]AX200 install the driver again, the installation completed screen, the title and content are inconsistent",Used wrong define on repair.
WIFI-94420,WIFI,2021,BSOD,[HP/factory/Win10/JSP/HrP2/Anthem] [BSOD 0xD1] [Netwtw10!oscDpTxQueueGetFirstApi] BSOD occurs after connected Wifi then idle about 5 minutes,explained in bug
WIFI-94345,WIFI,2021,Connectivity,[Samsung][Mars-13][TGL][TyP2] TyP2 sometimes can't switch to other channels in 6GHz.,na
WIFI-94201,WIFI,2021,BSOD,[Lenovo-IdeaPad][LCFC][NEC-ITL][20H2][BSoD_0xD1][Netwtw10!dpPeerDbSetPeerLastRxTimeApi]BSOD 0xD1 during S5 stress test.,issue fixed in core58
WIFI-93864,WIFI,2021,BSOD,"[Lenovo ThinkPad JP][LCFC][Tiger/Serval][TGL][TyP2][20H2]BSOD 0x7e occur during running CrystalDiskmark .(F/R: 1/2 units, 1/12 cycles).",
BT-478793,BT,2026,Connectivity,[Dell/Luxshare] WL5024 headset can not be paired again after removal.,
BT-477053,BT,2026,Connectivity,[Xiaomi][MTL][AX211] Xiaomi speakers take a long time to connect to a PC via BLE,"Being in Peripheral role, our device was unable to sync to
Central for sometime. This was due to a WA in our code
not to allow piconet time info."
BT-471462,BT,2026,Connectivity,[Dell][MHBTW34965_24.30.1.1G]24.30.1.1 Package contained WhP2 and SpP2 USB Drivers - Unsigned,DevOps host Configuration issue  
BT-470036,BT,2026,Connectivity,[HP][BNB/Gorgonzola][WCL/AX211/25H2] BT lost when do Manual S5 with HP USB Dock connected (Hendrixx),"InstaDock timer state persisted across power cycles due to incomplete cleanup during device power transitions and removal events, leading to potential Bluetooth connectivity loss."
BT-466439,BT,2026,YB/Lost,"[Lenovo ldeaPad][LCFC][ARL-HX-Refresh[Hermes2.0][25H2][SIT][BE200]BT YB during CB stress test in Factory due to ""Signature Verification Failed""",Lockdown issue is triggering the PLDR first which is dependent on Wifi. Also in discrete the existing design was to do the Intel hard reset. Now aligned with system to have FLR first and then escalate to PLDR in case of repeated issues. In platforms where PLDR is not supported it will go with hard reset
BT-465361,BT,2026,YB/Lost,[Lenovo][Poseidon][PTL/BE211][FCS][25H2]BT YB Issue Triggered by Fatal Exception (17 0B) on SC_Complex After Warm Reboot with BT Mouse Connected(FR: 1/16),During encryption restart procedure while disconnect request from LEC Layer is pending due to reception of illegal PDU and another illegal PDU is received the LEC layer was initiating second disconnect request to already released link. This resulted in firmware encountering system exception.
BT-462046,BT,2026,Connectivity,[Samsung][GB6-14NT][PTL][AX211][EVT][24H2][BT] SmartThings Find fails on GB6-14NT PTL with Win11 25H2 and BT driver v24.0.1.1/v24.30.0.4,No Support present for PTL+GFP for SST present.
BT-457776,BT,2026,BSOD,"[Microsoft][Woodhaven][PTL][FmP2 ] Bluetooth BSOD (WDF_VIOLATION 0x10D) seen on Surface Laptop, linked to ibtpci SAR Manager","Root Cause 1: SAR PDO NULL Dereference
IbtPciInitMsftSarCreatePdos can fail during
PrepareHardware, leaving sarServicePdo NULL. Packet
handlers called SendUnsolicitedUpdatedRequest without
PDO validation, risking NULL pointer crash.

Root Cause 2: Resource Waste on PDO Failure
When PDO creation failed, SAR buffers, timers, locks,
and work items still allocated for unusable feature."
BT-456135,BT,2026,BSOD,[ASUS/PEGA][TP3407AA][PTL/BE211][25H2]System show BSOD 0x139 if disabled BT then rotate DUT,"Device removal triggers BtFdPowerSensorContextDeInit() to
unregister WMI callback, but sensor notifications can arrive
during/after unregistration. The callback invokes with pContext
pointing to freed memory, causing CFG violation and BSOD."
