issue_year,jira_id,jira_is_sw_change,ips_title,technology,platform,jira_platform,ips_platform,ips_created_date,ips_closed_date,ips_priority,deduced_issue_category,category_confidence,jira_exposure
2026,,false,[Lenovo-Ideapad][YOGA9P 16][PTL/BE211@1216/320Mhz][25H2] fail with router from Operator,WiFi,Panther Lake,,Panther Lake,2026-01-07 00:18:44,2026-01-23 04:53:08,Medium,Connectivity,0.1398,3-Medium
2026,,false,[Samsung][PTL][BE211][P260105-07921] P2P pairing failure - No beacon detected from Intel WiFi.,WiFi,Panther Lake,,Panther Lake,2026-01-07 09:34:25,2026-02-04 02:37:48,High,P2P,0.2777,2-High
2026,,false,[Dell_Compal][Modularity_Slate][PTL][WhP2]Enabling the s-mono function causes noise during playback,BT,Panther Lake,,Panther Lake,2026-01-07 07:48:42,2026-02-10 02:42:48,High,Connectivity,0.2537,2-High
2026,,false,[dynabook][compal][RPL][AX211][Syrah20]How to confirm whether the 5.15-5.35 GHz,Other,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2026-01-07 01:41:55,2026-01-20 02:30:36,Medium,Performance,0.1055,3-Medium
2026,,false,[Honor][Huaqin][Lvzhou&LinhaiC][PTL][Intel AX211][WiFi][25H2]The Bluetooth drive,BT,Panther Lake,,Panther Lake,2026-01-07 11:43:40,2026-01-08 06:40:31,Low,Connectivity,0.3449,4-Low
2026,,false,[MSI][7E99][NVL] Inquiry on CNVIO3 Trace Length Specification and Validation App,BT,Nova Lake,,Nova Lake,2026-01-07 09:17:31,2026-05-12 07:44:10,High,YB/Lost,0.1139,2-High
2026,,false,[Intel/Commercial][Achmea][RPL][AX211][9Q3X0EC]MS365 sites fails w/IPV6,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2026-01-07 05:10:18,2026-01-27 18:04:36,Critical,Connectivity,0.1464,1-Critical
2026,,false,[Honor][Huaqin][Lvzhou&LinhaiC][PTL][Intel AX211][WiFi][25H2]The Bluetooth driver in the MS scenario is highly active.,BT,Panther Lake,,Panther Lake,2026-01-08 06:40:58,2026-01-27 09:51:30,Low,Connectivity,0.226,4-Low
2026,,false,[HP][SDC][G2i-Ricotta-PTL]SIO2454268: Cant play music via media player after resume unit from S4 during music playback with BT LE headset connect.(AX211),BT,Panther Lake,,Panther Lake,2026-01-08 10:40:02,2026-04-17 08:22:44,High,Connectivity,0.2145,2-High
2026,,false,[Lenovo ldeaPad/Consumer][LCFC][PTL 4Xe][BE211][Teide]Stress_FB_System event log occur Netwaw18 error(Event ID:5xxx)(FR:1/28units),WiFi,Panther Lake,,Panther Lake,2026-01-08 03:32:29,2026-02-25 08:12:16,High,Need-Triage,0.261,2-High
2026,,false,(Copy Of 00982150) [Dell_QK-L MLK 15][RPL][GfP] Intel AX211 Wifi frequently disconnecting,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2026-01-08 02:24:55,2026-03-11 02:21:30,High,Performance,0.1208,2-High
2026,,false,[WIKO][LC][MarseilleJ][Win11][AX211][BT]Please help to check the log of ibtWikoCfaFeatureExt driver.,BT,Panther Lake,,Panther Lake,2026-01-09 07:25:29,2026-01-27 03:37:47,Medium,YB/Lost,0.1443,3-Medium
2026,,false,[GB5][FmP2][LNL] File transfer via Quick Share failed,BT,Lunar Lake,,Lunar Lake,2026-01-09 01:30:06,2026-01-29 06:11:29,Medium,Connectivity,0.1657,3-Medium
2026,,false,[FCCL][TWL][GfP2]Error 5002 occurs during modern standby,WiFi,Unassigned,,Unassigned,2026-01-09 11:51:54,2026-02-12 00:40:01,High,YB/Lost,0.121,2-High
2026,,false,[Honor][LuxsharePC][Bingchuan][DVT][25H2] Gets stuck when turning the hotspot on or off,WiFi,Panther Lake,,Panther Lake,2026-01-09 03:26:53,2026-03-05 03:50:28,Medium,Connectivity,0.2306,3-Medium
2026,,false,[Xiaomi][PTL-H][AX211]The PC high-frequency scanning 100ms broadcast takes a relatively long time (some time exceeded 20 seconds),BT,Panther Lake,,Panther Lake,2026-01-12 09:24:29,2026-02-09 08:43:58,High,Need-Triage,0.5324,2-High
2026,,false,[lenovo/DT BU][In-house][AMD-CZ-Tiny][AX210][M75q2 ]+intel AX210 wifiDriver ver: 23.170.0.16Ghz,WiFi,AMD Cezanne,,AMD Cezanne,2026-01-12 02:59:16,2026-01-12 09:08:00,High,P2P,0.1217,2-High
2026,,false,[Mechrevo][AISTONE][RPL-HX] AX210 BT device Lost or BT&WLAN YB during auto coldboot/S4 test,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2026-01-12 07:59:37,2026-01-29 06:09:14,High,YB/Lost,0.7724,2-High
2026,,false,[Lenovo][Aladdin][MP][LNL/BE201@1216/320Mhz][25H2] The 2.4G network auto disconnect after connect USB wireless keyboard and mouse under about -70dBm RSSl.,WiFi,Lunar Lake,,Lunar Lake,2026-01-12 14:31:43,2026-02-05 06:15:28,High,Connectivity,0.99,2-High
2026,,false,[Lenovo][Kailash][PTL/BE211][25H2][Yoga Slim 7 Ultra_SIT]TAS test failed,WiFi,Panther Lake,,Panther Lake,2026-01-12 01:49:28,2026-01-15 05:30:51,High,Connectivity,0.1656,2-High
2026,,false,[Lenovo][Aladdin][MP][LNL/BE201@1216/320Mhz][25H2]The 2.4G network auto disconnect after plug USB disk through the USB3.0 port under about -70dBm RSSl.,WiFi,Lunar Lake,,Lunar Lake,2026-01-12 15:03:42,2026-02-05 06:15:58,High,Connectivity,0.99,2-High
2026,,false,[Dell][Bolan PTL] Multiple devices show Yellow Bang after boot when pairing with another DUT via BT,BT,Panther Lake,,Panther Lake,2026-01-12 07:45:40,2026-04-08 08:22:03,Medium,YB/Lost,0.99,3-Medium
2026,,false,[Xiaomi][AX203][Ultra 7 255H] The PC high-frequency scanning 250ms broadcast takes a relatively long time.,BT,Arrow Lake,,Arrow Lake,2026-01-12 02:55:13,2026-02-09 08:43:36,Medium,Need-Triage,0.3032,3-Medium
2026,,false,"[Lenovo ldeaPad/Consumer][LCFC][PTL 12XE/4XE][BE213][Thinkbook Plus G7_Eve]System will hang about 90s after input wrong wifi password on CSR interface page.(F/R:2/2units,2/2cycles)",WiFi,Panther Lake,,Panther Lake,2026-01-13 09:30:18,2026-01-26 08:46:18,High,ICPS/Killer,0.1519,2-High
2026,,false,Dual BT does not work,BT,Panther Lake,,Panther Lake,2026-01-13 11:18:23,2026-05-12 08:25:28,High,Connectivity,0.1885,2-High
2026,,false,"[LG][NLKB_NLMB]WHQL test , Bluetooth - HciExtensionsV2 (Development and Integration) test item fail.",BT,Panther Lake,,Panther Lake,2026-01-13 06:38:52,2026-01-27 09:54:45,High,HLK,0.7944,2-High
2026,,false,[ASUS][Huaqin][B3-B5-P3_ARL][Window11 25H2]Intel WIFI7 BE201 YB(Code 10) when open lid after close lid about 1 hour,WiFi,Arrow Lake,,Arrow Lake-H,2026-01-14 12:15:33,2026-03-06 05:35:09,High,YB/Lost,0.99,2-High
2026,,false,[Xiaomi][RTL][AX203]The P2P streaming speed under simulated interference conditi,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2026-01-14 07:38:58,2026-04-20 02:11:54,High,P2P,0.1605,2-High
2026,,false,[Lenovo][Poseidon][PTL][Win11][SIT]he music cannot play after turning on BT and connecting to samsung  buds2 pro BT headset.(the music progress bar does not move),BT,Panther Lake,,Panther Lake,2026-01-14 10:23:07,2026-01-16 03:31:01,Medium,Connectivity,0.2642,3-Medium
2026,,false,(Copy Of 00995823) [Dell][Wistron][Congo][WCL] WLAN/WWAN cant be disabled when connect LAN with Control WLAN/WWAN Radio enabled,WiFi,Wildcat Lake,,Wildcat Lake,2026-01-14 14:08:18,2026-01-28 01:48:37,High,Connectivity,0.1649,2-High
2026,,false,"After BLE pairing, there is no classical Bluetooth MAC in Windows registry",BT,Alder Lake,,Alder Lake,2026-01-14 07:32:54,2026-04-20 09:12:21,High,Connectivity,0.2569,2-High
2026,,false,[DELL][PTL][BE211] Slate not able to enable Wi-Fi sensing.,WiFi,Panther Lake,,Panther Lake,2026-01-14 02:28:18,2026-02-06 01:21:05,High,Connectivity,0.2004,2-High
2026,,false,[Acer][PTL][ZPW] WHQL  Bluetooth - HciExtensionsV2 fail.,BT,Panther Lake,,Panther Lake,2026-01-14 09:45:04,2026-01-28 06:07:34,Critical,HLK,0.5002,1-Critical
2026,,false,"[Lenovo Thinkbook/Consumer][Wistron][PTL][BE213][TB_1416_Gen9]Windows Update Bad Submission data Rejection.((FR2/2 units,2/2times))",BT,Panther Lake,,Panther Lake,2026-01-14 12:39:56,2026-01-15 02:02:23,High,Connectivity,0.1819,2-High
2026,,false,"[Lenovo][Poseidon][PTL][Win11][SIT]The BT page show  after unit pair and connect to Phone(F/R:1/5units,2/10cycles)",BT,Panther Lake,,Panther Lake,2026-01-14 10:16:53,2026-01-28 09:53:07,Medium,Connectivity,0.2162,3-Medium
2026,,false,[Lenovo ldeaPad/Consumer][LCFC][IAHX][BE200][Kunlun-I-NX]Stress_FB/S4_System event log occur BTHUSB error(Event ID:17) . (F/R: 6/7units),BT,Arrow Lake,,Arrow Lake-Hx,2026-01-14 04:31:02,2026-01-26 08:47:25,High,YB/Lost,0.2152,2-High
2026,,false,[BolanPTL] Camera video randomly freezes during multi-tasking in Teams Conference Call,WiFi,Panther Lake,,Panther Lake,2026-01-14 06:21:49,2026-02-06 01:17:24,Medium,Connectivity,0.1572,3-Medium
2026,,false,(Copy Of 00995799) [Dell][Taroko 13 ARL]Intel AX211 intermittently disconnection on WPA2-Enterprise,WiFi,Arrow Lake,,Arrow Lake,2026-01-15 02:40:18,2026-03-11 02:41:48,High,Connectivity,0.99,2-High
2026,,false,[Acer][PTL] BT driver will show YB sometimes,BT,Panther Lake,,Panther Lake,2026-01-15 01:38:47,,High,YB/Lost,0.6353,2-High
2026,,false,[lenovo_ptl_London]audio delay 20s when swithing BT earbuds,BT,Panther Lake,,Panther Lake,2026-01-15 05:44:40,2026-01-27 06:48:26,High,Connectivity,0.2213,2-High
2026,,false,[ASUS][Huaqin][B3-B5-P3_ARL][Window11 25H2]Intel BE201 WIFI and BT device lost,WiFi,Arrow Lake,,Arrow Lake-H,2026-01-15 13:31:57,2026-03-24 05:34:25,High,YB/Lost,0.4367,2-High
2026,,false,[Honor][LUX][NvwaC][RPL][AX211][WiFi] The BSOD(0x7E) occur  point to netwtw.sys when disable/enable WiFi stress test under igh load conditions on the CPU and SSD,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2026-01-15 12:39:34,2026-03-03 03:17:48,High,BSOD,0.616,2-High
2026,,false,"[lenovo_lnl_thames2_cons] Funlogy Portable Mini does not output any sound using X1C14, X1C13, X1C12",BT,Lunar Lake,,Lunar Lake,2026-01-15 06:54:44,2026-01-28 02:13:31,High,Connectivity,0.3181,2-High
2026,,false,[WIKO][LC][MarseilleJ][Win11][AX211][WiFi]Please help to check the log of WiFi Sensing function.,WiFi,Panther Lake,,Panther Lake,2026-01-15 06:14:06,2026-01-27 03:38:51,Medium,Connectivity,0.1172,3-Medium
2026,,false,"[ASUS_CCBU][P5405CSA][LNL][BE201&AX211][24.10.0.4] After connect to Samsung TV via miracast, device will disconnect and can not scan Samaung TV.",WiFi,Lunar Lake,,Lunar Lake,2026-01-15 06:02:47,2026-02-02 07:35:07,Critical,Connectivity,0.99,1-Critical
2026,,false,[Lenovo_PTL_Blanc3][Lenovo_PTL_Cook3]The EUT can not send >20MB file from PC1 to PC2 by nearby sharing.,WiFi,Panther Lake,,Panther Lake,2026-01-15 08:00:49,2026-03-24 05:37:05,High,Connectivity,0.1906,2-High
2026,,false,[ASUS/CSBU][Pegatron][PTL][BE211][TP3407AA/TP3607AA] Bluetooth software device,BT,Panther Lake,,Panther Lake,2026-01-15 06:53:36,2026-02-24 09:06:49,Low,YB/Lost,0.411,4-Low
2026,,false,"[Samsung][PTL][AX211]System idle occurred 0x133 BsoD, point to ibtpci driver",BT,Panther Lake,,Panther Lake,2026-01-15 10:49:53,2026-01-27 05:05:23,High,BSOD,0.704,2-High
2026,,false,[Honor][LUX][NvwaC][ARL-refresh][AX211]Intel application service device cant enum in device manager,BT,Arrow Lake,,Arrow Lake-Hx,2026-01-15 09:44:56,2026-02-05 06:16:40,High,YB/Lost,0.2109,2-High
2026,,false,[Quanta][Acer][Fpace_ARX][ArrowLake-HX refresh][BT] BT LE audio no sound,BT,Arrow Lake,,Arrow Lake-Hx,2026-01-16 09:30:35,2026-02-11 09:09:53,High,Connectivity,0.2417,2-High
2026,,false,[Honor][LUX][NvwaB][RPL][AX211][WiFi]The wifi disconnect and cant research the wifi,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2026-01-16 08:28:54,2026-02-09 06:06:46,High,Connectivity,0.99,2-High
2026,,false,[VAIO][PTL][BE211][TPT][sensing enable][low reproduce rate] WiFi throughput is slow when runnning on battery power with WiFi Sensing Enabled,WiFi,Panther Lake,,Panther Lake,2026-01-16 09:59:41,2026-04-21 08:37:43,High,Performance,0.3584,2-High
2026,,false,[Honor][LUX][NvwaB][RPL][AX211][WiFi]The wifi disconnect and cant research the wifi,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2026-01-16 08:21:06,2026-03-03 03:19:17,High,Connectivity,0.99,2-High
2026,,false,[Mechrevo][AIstone][IDJ-PTL][BE211@2230]ANT req on the PTL platform,WiFi,Panther Lake,,Panther Lake,2026-01-16 02:52:07,2026-02-10 02:03:10,High,Connectivity,0.1992,2-High
2026,,false,[Acer][LongCheer][N827][PTL][DVT][Stingray_PTZ/Grouper_PTZ]The BT devices will disconnected (log show BT reset error) after  a while,BT,Panther Lake,,Panther Lake,2026-01-16 10:41:42,2026-05-09 06:56:03,Medium,Connectivity,0.99,3-Medium
2026,,false,[ASUS][Huaqin][B3-B5-P3_ARL][Window11 25H2]Intel BE201 BT device lost  and USB YB(code 43) in device manager,BT,Arrow Lake,,Arrow Lake-H,2026-01-17 02:29:43,2026-03-03 12:31:21,High,YB/Lost,0.99,2-High
2026,,false,[Samsung][PTL][BE211][PR Build] WLAN Device shows YB.,WiFi,Panther Lake,,Panther Lake,2026-01-19 01:34:43,,High,YB/Lost,0.6408,2-High
2026,,false,"[Asus][Huaqin][B3B5P5CAA][PTL][Win11_25H2]When using the iper3 tool to run RX and TX while connecting to a 2.4G WiFi and Bluetooth device, the Bluetooth speaker experiences stuttering issues.",BT,Panther Lake,,Panther Lake,2026-01-19 10:00:24,2026-03-09 11:28:13,Medium,Connectivity,0.1999,3-Medium
2026,,false,[lenovo/DT BU][In-house][RPL-R][AX201][M70q-5]LOQ-Tower-26ADRIntelAX201APNearby Sharing,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2026-01-19 07:56:59,2026-02-06 03:33:06,High,Performance,0.1678,2-High
2026,,false,[Razer][BYD][S12][PTL-H][BE213][Ubuntu][BT] How to install BT FW on Ubuntu?,BT,Panther Lake,,Panther Lake,2026-01-20 06:08:16,2026-01-26 01:03:15,Medium,YB/Lost,0.147,3-Medium
2026,,false,"[PTL+BE211]After the LE Audio device is disconnected once and then reconnected, the music does not play.",BT,Panther Lake,,Panther Lake,2026-01-20 10:12:09,2026-01-22 05:23:08,High,Connectivity,0.99,2-High
2026,,false,[Foxconn][Acer][Lavacake_PTL][NB]-Wireless connecivity solutions,WiFi,Panther Lake,,Panther Lake,2026-01-20 08:23:49,,Medium,P2P,0.1262,3-Medium
2026,,false,[Honor][Huaqin][Lvzhou][PTL][Intel AX211][WiFi][25H2]Data streaming between PC and MTK phone and zero drop during data streaming,WiFi,Panther Lake,,Panther Lake,2026-01-21 03:12:17,2026-01-26 02:53:15,Medium,P2P,0.1787,3-Medium
2026,,false,[Razer][BYD][S12][PTL-H][BE213][SAR]Sar cannot be set.,Other,Panther Lake,,Panther Lake,2026-01-21 05:55:56,2026-01-28 06:24:56,High,BIOS,0.1418,2-High
2026,,false,No Sound from Samsung Galaxy Buds2 Pro After Re-pairing the Device,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2026-01-21 03:04:49,2026-02-24 09:18:36,High,Connectivity,0.1973,2-High
2026,,false,[Lenovo][Compal][Thinkbook 14 G7][IAHX][BE200]Bluetooth device show yellow bar after flash BIOS,BT,Arrow Lake,,Arrow Lake-Hx,2026-01-22 09:47:30,2026-02-05 03:41:18,High,YB/Lost,0.4711,2-High
2026,,false,(Copy Of 00996116) [Honor][LUX][NvwaB][RPL][AX211][WiFi]The wifi disconnect and cant research the wifi,WiFi,(missing),,,2026-01-22 09:16:09,2026-01-23 07:00:08,High,Connectivity,0.99,2-High
2026,,false,[lenovo_ptl_mario]Wireless Display fail to connect after resume from sleep,WiFi,Panther Lake,,Panther Lake,2026-01-22 06:46:55,2026-01-28 02:50:06,High,Connectivity,0.99,2-High
2026,,false,[HP][Tinamou][RPLU][25H2]BE200 BT show YB in device manager after run S3,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2026-01-23 05:56:55,2026-04-17 07:17:34,High,YB/Lost,0.8117,2-High
2026,,false,[Venus5-14LNL][FmP2] Bluetooth headset has No Output Sound After PC Bluetooth Toggle (OFF/ON),BT,Lunar Lake,,Lunar Lake,2026-01-23 06:42:29,2026-01-29 06:36:14,High,Connectivity,0.3337,2-High
2026,,false,[HP][Tinamou][RPLU][25H2]BE200 BT show YB in device manager after run S3,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2026-01-23 05:40:12,2026-01-23 05:48:38,High,YB/Lost,0.8117,2-High
2026,,false,[Honor][XuanWu][PTL][AX211]BT driver lost and crash(24.10 driver),BT,Panther Lake,,Panther Lake,2026-01-23 07:24:20,2026-01-23 08:23:22,High,YB/Lost,0.2693,2-High
2026,,false,[Honor][XuanWu][PTL][AX211]BT FW crash(24.10 driver),BT,Panther Lake,,Panther Lake,2026-01-23 08:31:28,2026-02-05 06:11:21,Medium,Connectivity,0.2051,3-Medium
2026,,false,[ASUS_CCBU][B9406CAA][PTL][BE211][24.10.0.4] Audio will switch to speaker after connect with BT headset.,BT,Panther Lake,,Panther Lake,2026-01-23 02:09:00,2026-02-11 08:08:54,High,Connectivity,0.3038,2-High
2026,,false,[Venus5-14LNL][FmP2] BSOD when uninstall Bluetooth driver v24.20.0.3,BT,Lunar Lake,,Lunar Lake,2026-01-23 07:03:09,2026-02-03 02:24:37,High,BSOD,0.4574,2-High
2026,,false,[Venus5-14LNL][FmP2] Bluetooth headset is No Output Sound After S4/resume,BT,Lunar Lake,,Lunar Lake,2026-01-23 04:57:50,2026-01-29 06:36:45,High,Connectivity,0.2859,2-High
2026,,false,[Honor][XuanWu][PTL][AX211]BT driver lost(24.10 driver),BT,Panther Lake,,Panther Lake,2026-01-23 08:49:56,2026-02-05 06:12:03,Medium,YB/Lost,0.3181,3-Medium
2026,,false,"[Dell][Sanctuary MLK]DM show ""Intel(R) Wireless Bluetooth(R)"" YB during stress",BT,Arrow Lake,,Arrow Lake-Hx,2026-01-23 09:00:06,2026-05-12 07:41:32,High,YB/Lost,0.5881,2-High
2026,,false,[Lenovo-Ideapad][YOGA9P 16][PTL/BE211][25H2] BT caused wifi tput drip 50%,BT,Arrow Lake,,Arrow Lake-Hx,2026-01-23 05:58:48,2026-01-30 06:00:50,Medium,Connectivity,0.1912,3-Medium
2026,,false,[HP][Wistron][Turbine LNL][AX211/BE201] BT Headset Loud Noise When Switching Playback to Recording  Driver 24.20.0.3  (FR:100%),BT,Lunar Lake,,Lunar Lake,2026-01-23 01:32:01,2026-05-07 09:42:37,High,Connectivity,0.1958,2-High
2026,,false,"[Lenovo ldeaPad][LCFC][ARL-HX-Refresh[Hermes2.0][25H2][SIT][BE200]Stress_Idle S4_The unit open Camera Idle S4 4H occur BSOD 0x9F W/o dumple file during Stress-Idle Test(F/R:1/40 units,1/40 cycles)",WiFi,Arrow Lake,,Arrow Lake-Hx,2026-01-23 01:52:37,2026-02-04 02:35:06,High,BSOD,0.6174,2-High
2026,,false,[Test][NvwaB][RPL][AX211][WiFi]The wifi disconnect and cant research the wifi,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2026-01-23 06:56:29,,Low,Connectivity,0.99,4-Low
2026,,false,[AISTONE][Intel RPL-HX]HLK fail:Bluetooth - Initiate platform-level device reset,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2026-01-26 11:39:46,2026-01-30 03:57:17,High,HLK,0.6471,2-High
2026,,false,[lenovo_ptl_paris]BT device lost then recovered when play music,BT,Panther Lake,,Panther Lake,2026-01-26 07:20:13,2026-02-12 03:13:38,High,YB/Lost,0.4311,2-High
2026,,false,[Lenovo-Ideapad][Wistron][TB14x][LNL][AX211/BE201] WiFi conductive T-put test,WiFi,Lunar Lake,,Lunar Lake,2026-01-26 10:24:49,2026-02-11 08:02:15,High,Performance,0.3051,2-High
2026,,false,[lenovo_ptl_paris]Noise sound heard after switch from speaker to earbuds,BT,Panther Lake,,Panther Lake,2026-01-26 07:04:45,2026-02-12 03:06:43,High,Audio,0.2101,2-High
2026,,false,[Lenovo][Kailash][PTL/BE211][25H2]wifi download speed degree 50% while tranferring bluetooth files,WiFi,Panther Lake,,Panther Lake,2026-01-26 01:56:36,2026-01-30 05:58:34,High,Performance,0.1954,2-High
2026,,false,[Venus5-14LNL][FmP2] The sound doesnt come out from the connected BT earphone after hibernate,BT,Lunar Lake,,Lunar Lake,2026-01-26 06:11:41,2026-01-26 06:50:19,High,Connectivity,0.1999,2-High
2026,,false,[Samsung][Venus5-16 LNL] Sometimes Media Player cant play media and no audio from connected Galaxy Buds,BT,Lunar Lake,,Lunar Lake,2026-01-27 04:02:22,2026-02-26 05:42:30,High,Connectivity,0.1948,2-High
2026,,false,[LG] CITU BER NG on total_delay_offset (-)11,WiFi,Panther Lake,,Panther Lake,2026-01-27 01:41:29,2026-02-12 00:35:56,Medium,OEM Tools,0.2076,3-Medium
2026,,false,[Lenovo ThinkPad][Avon/PTL/BE211][PCI][25H2] Bluetooth Mic Test Does Not Reflect Input or Volume Assessment,BT,Panther Lake,,Panther Lake,2026-01-27 01:02:07,2026-04-20 09:14:04,High,Connectivity,0.2751,2-High
2026,,false,[Honor][LuxsharePC][ZhuqueC][Pre-MP][25H2]The Wi-Fi list is empty,WiFi,Panther Lake,,Panther Lake,2026-01-27 02:57:51,2026-03-05 03:46:20,Medium,Connectivity,0.1308,3-Medium
2026,,false,[AISTONE][Intel RPL-HX]HLK fail after adding the BT lost solution,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,2026-01-27 09:02:04,2026-01-30 04:00:32,High,HLK,0.3027,2-High
2026,,false,[Honor][LUX][NvwaC][ARL-refresh][BT]The BT device YB when Turn off BT,BT,Arrow Lake,,Arrow Lake-Hx,2026-01-27 06:48:53,2026-01-29 06:43:27,High,YB/Lost,0.5052,2-High
2026,,false,[MSI_B211_PTL-4Xe_wifi 7] BT unstable issue,BT,Panther Lake,,Panther Lake,2026-01-28 02:38:48,2026-05-12 02:52:10,High,YB/Lost,0.3984,2-High
2026,,false,"[Asus][Huaqin][B3P3P506CCA][ARL][Win11_25H2]When using the iper3 tool to run RX and TX while connecting to a 2.4G WiFi and Bluetooth device, the Bluetooth speaker experiences stuttering issues.",BT,Arrow Lake,,Arrow Lake-H,2026-01-28 01:05:16,2026-03-11 02:47:23,High,Connectivity,0.1557,2-High
