issue_year,jira_id,jira_is_sw_change,ips_title,technology,platform,jira_platform,ips_platform,ips_created_date,ips_closed_date,ips_priority,deduced_issue_category,category_confidence,jira_exposure
2021,WIFI-94200,false,"[Lenovo_IdeaPad][Compal][S560 Pro-14ITL][20H2] Unit show BSoD: 0xd1 when run CrystalDiskMark.(F/R:1/2,1/4)",WiFi,Tiger Lake,Tiger Lake,,2021-01-05 02:55:00,2021-02-14 00:00:00,,BSOD,0.2595,2-High
2021,WIFI-94345,true,"[Samsung][Mars-13] System can't do handover in 6Ghz, sometimes.",WiFi,Tiger Lake,Tiger Lake,,2021-01-05 21:30:00,2021-03-09 00:00:00,,Connectivity,0.102,2-High
2021,WIFI-94201,true,[Lenovo-IdeaPad][LCFC][NEC-ITL][20H2]black screen hang with 0xD1 BSOD with S5 stress test.,WiFi,Tiger Lake,Tiger Lake,,2021-01-05 22:43:00,2021-02-08 00:00:00,,BSOD,0.1472,2-High
2021,WIFI-95904,true,Ax201 wifi driver 802.11g throughput  issue,WiFi,Comet Lake,Comet Lake,,2021-01-06 19:47:00,2021-08-22 00:00:00,,Performance,0.2825,3-Medium
2021,,,Not Checking Tx Power Level on 11ax 2.4GHz (Non Signaling),WiFi,(missing),,,2021-01-06 00:54:00,2021-01-27 00:00:00,,RF,0.1127,(missing)
2021,BT-26760,false,[Xiaomi][Huaqin][A18S][Lucienne-U][20H1 Window10??????19041.662][Bluetooth show Yellow Mark after Cold boot/Warmboot or disable/enable the Bluetooth driver],BT,AMD Lucienne,AMD Lucienne,,2021-01-06 23:17:00,2021-05-09 00:00:00,,Connectivity,0.1603,2-High
2021,WIFI-104642,true,"[ASUS][Edimax]AX200  install the driver again, the installation completed screen, the title and content are inconsistent",WiFi,Ice Lake,Ice Lake,,2021-01-06 01:25:00,2021-05-10 00:00:00,,P2P,0.126,2-High
2021,,,[Dell/Compal] GDP53 reduce SAR power setting discuss,WiFi,(missing),,,2021-01-06 01:45:00,2021-01-07 00:00:00,,RF,0.1417,(missing)
2021,,,[ASUS][Edimax]AX200 connect to Radius WPA-AES-Smart card got a error message,WiFi,(missing),,,2021-01-06 01:07:00,2021-05-10 00:00:00,,P2P,0.1028,(missing)
2021,,,Wistron][Xiaomi][A34/A35/A34S/A35S] CPT for WIFI T-put fail,WiFi,(missing),,,2021-01-06 23:52:00,2021-06-15 00:00:00,,Performance,0.1943,(missing)
2021,,,[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel  AX201[20H2]This hotspot cannot be saved when setting hotspot SSID exist space,WiFi,Tiger Lake,,Tiger Lake,2021-01-06 23:31:00,2021-01-31 00:00:00,,Connectivity,0.113,(missing)
2021,,,[ASUS][Edimax]AX200 module on PCIe riser card of ASPM L1.1/L1.2 state issue,WiFi,(missing),,,2021-01-06 19:52:00,2021-04-18 00:00:00,,Connectivity,0.1048,(missing)
2021,,,[Lotus_DA] The OS raise error after Intel WLAN inbox driver installation (Intel 3168),WiFi,(missing),,,2021-01-07 18:36:00,2021-01-26 00:00:00,,YB/Lost,0.1121,(missing)
2021,WIFI-94421,true,[Huawei][Quanta][BohrM]/NobelM[Lucienne][AX200][20H2][WiFi] BSOD 0x7F(Netwtw10.sys).,WiFi,AMD Lucienne,AMD Lucienne,,2021-01-07 04:04:00,2021-02-22 00:00:00,,BSOD,0.288,1-Critical
2021,,,11ax Support on Russia,WiFi,(missing),,,2021-01-07 19:14:00,2021-01-14 00:00:00,,Performance,0.1097,(missing)
2021,WIFI-98860,false,[ASUS in house][PN41][JSL][AX201]change Active Processor Cores cause AX201 WiFi??????? Always (100%),WiFi,Jasper Lake,Jasper Lake,,2021-01-07 23:03:00,2021-03-24 00:00:00,,Performance,0.1371,2-High
2021,WIFI-94420,true,[HP/factory/Win10/JSP/HrP2/Anthem] BSOD 0xD1 after connected Wifi then idle about 5 minutes,WiFi,Jasper Lake,Jasper Lake,,2021-01-07 00:13:00,2021-05-26 00:00:00,,BSOD,0.1675,2-High
2021,,,[Acer][Piano_CM] Intel BT driver 22.0.0.2 WU request is rejected by MSFT,BT,(missing),,,2021-01-07 22:56:00,2021-02-06 00:00:00,,Connectivity,0.1726,(missing)
2021,,,[Huawei][Quanta][Euler][CML-H[AX201][BT][20H2][804693291]AF30 mouse lag.,BT,Comet Lake,,Comet Lake,2021-01-08 02:58:00,,,Connectivity,0.1648,(missing)
2021,,,[Lenovo IdeaPad][Inhouse][S750-14Pro][TGL-U/AX201/20H2] BT headset sound level change after CB,BT,Tiger Lake,,Tiger Lake,2021-01-10 22:16:00,2021-01-31 00:00:00,,Connectivity,0.2015,(missing)
2021,WIFI-97389,false,"After Modern Standby completed the first 3 tests, the 4th test could not be resumed, and NB was always at a black screen.",WiFi,Comet Lake,Comet Lake,,2021-01-10 21:20:00,2021-08-22 00:00:00,,Connectivity,0.1106,2-High
2021,BT-26118,false,"[MSFT][WaE][Bayside][ODT][TGL][HrP 1216 (MM# 999TDN) BT 22.20.1]System hang 3 times and unexpected shutdown1 time, keyboard is lost frequently.(SN:038347305253) BT",BT,Tiger Lake,Tiger Lake,,2021-01-10 21:47:00,2021-03-15 00:00:00,,System Hang,0.2135,2-High
2021,WIFI-95494,true,[Lenovo_DT][LCFC][Tiny8][ADL-S+ 600PCH][AX201][AX211][windows10_20H2][100%]CNVI Wireless Card Yellow Mark,WiFi,Alder Lake,Alder Lake,,2021-01-11 22:24:00,2021-02-24 00:00:00,,P2P,0.1161,1-Critical
2021,WIFI-95229,true,"[DELL Corp. WS/Pegatron/Redington/RKL-S W580][WIFI] Run Intel PETS PM_ST_9  failed in step19 ""Check that the Host responds - WLAN"" when resume from S4 with WLAN driver 22.30.0.6",WiFi,Rocket Lake,Rocket Lake,,2021-01-11 07:10:00,2021-04-19 00:00:00,,YB/Lost,0.1104,2-High
2021,WIFI-97124,false,[Lenovo ThinkPad JP][LCFC][Raptor2Blackbird2][TGL-H][TyP2 2230][20H2]AX210 WiFi YB (Code 43) happen when Restart long run stress test of Mike2 tool.(FR:24/37 clcyles),WiFi,Tiger Lake,Tiger Lake,,2021-01-11 18:46:00,2021-04-08 00:00:00,,YB/Lost,0.1363,1-Critical
2021,WIFI-104644,false,[ASUS AIO compal A5401WRA][CML-S][22.20.0.6 AX200/2230][Intel WIFI]WIFI AP is not able to connected when set shared key.,WiFi,Tiger Lake,Tiger Lake,,2021-01-12 19:11:00,2021-04-23 00:00:00,,Sensing,0.1193,2-High
2021,BT-27478,false,[HP/Dogfood/corvette/TGL-U/HrP AX201/W10]BT mouse cursor lag during S0(normal use computer),BT,Tiger Lake,Tiger Lake,,2021-01-12 23:55:00,2021-05-06 00:00:00,,Connectivity,0.1546,2-High
2021,,,[Lenovo ThinkPad JP][LCFC][Tiger/Serval][TGL][TyP2][20H2]Video 24hr stress test  in 40C run out BSOD 0x139.(F/R: 1/47 cycles).,WiFi,Tiger Lake,,Tiger Lake,2021-01-12 00:18:00,2021-03-07 00:00:00,,BSOD,0.1984,(missing)
2021,WIFI-39845,,BSOD issue is found,WiFi,(missing),,,2021-01-12 01:39:00,2021-02-21 00:00:00,,BSOD,0.483,(missing)
2021,,,"[ThinkPad JP LCFC_Lark][WW03][CCP BT EB 19.0.21035.22900] System found the BT KBD and Mouse disconnected,and then can't find any BT device after Sleep(s3).[Customer Complaint]",BT,(missing),,,2021-01-12 22:57:00,,,Connectivity,0.205,(missing)
2021,WIFI-95400,false,"[Lenovo IdeaPad][Inhouse][S750-14Pro][TGL-U/AX201/20H2] Stress S4 BOSD , point to WIFI",WiFi,Tiger Lake,Tiger Lake,,2021-01-12 19:49:00,2021-02-14 00:00:00,,BSOD,0.1087,2-High
2021,WIFI-95419,false,[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H1][WIFI]unable to create GO on 5G bandwidth low frequency channels,WiFi,Tiger Lake,Tiger Lake,,2021-01-12 22:04:00,2021-02-14 00:00:00,,P2P,0.2442,2-High
2021,WIFI-95671,false,[HUAWEI][HUAQIN][AMD Lucienne-U][Intel AX200][20H2][WIFI]other PC connect hotspot occur auto disconnect after PC connect 5G AP and open hotspot(setting 2.4 bandwidth),WiFi,AMD Lucienne,AMD Lucienne,,2021-01-12 04:34:00,2021-02-22 00:00:00,,P2P,0.3573,2-High
2021,WIFI-95252,false,[DELL][Wistron][Watchmen] device manager show YB for AX210 WIFI Card on LR ( S4/WB/MS),WiFi,Tiger Lake,Tiger Lake,,2021-01-12 01:58:00,2021-03-10 00:00:00,,YB/Lost,0.2064,1-Critical
2021,,,TyP2 EPS power table different with DRTU power table,WiFi,(missing),,,2021-01-12 18:55:00,2021-02-15 00:00:00,,RF,0.1667,(missing)
2021,,,[ASUS_AIO compal][A5401WRA_CML-S][AX200 2230/8265 22.20.0.6][20H2] Units cannot connect to the Wi-Fi with the wireless security mode of WEP 64/128 shared key.,WiFi,Comet Lake,,Comet Lake,2021-01-12 23:56:00,2021-05-10 00:00:00,,Connectivity,0.1162,(missing)
2021,BT-27152,false,[Huawei][Quanta][Hubble][WKL][9560][BT][19H2][804702072]Music lag 1~2 sec by Freelance BT headphone.,BT,Whiskey Lake,Whiskey Lake,,2021-01-12 02:39:00,,,Connectivity,0.212,2-High
2021,,,[Huawei][Quanta][EulerD][TGL-U][AX201][20H2][BT][BUG-20210113-17029/804706485] Cannot re-pair FreeBuds headphone successfully.,BT,Tiger Lake,,Tiger Lake,2021-01-13 22:57:00,2021-01-26 00:00:00,,Connectivity,0.1928,(missing)
2021,,,"[Dell][[Compal][ROMA][PIMS-26388] DVT1_Italia TGL_ Application _ 'BoBo"" Noise	 output from Speaker during calls via DMC",BT,Tiger Lake,,Tiger Lake,2021-01-13 03:43:00,2021-02-09 00:00:00,,Connectivity,0.1683,(missing)
2021,,,[Huawei][Quanta][EulerD][TGL-U][AX201][20H2][BT][BUG-20210113-17048] Move BLE mouse can find BT headphone lag after connected 2.4G wifi to play online video.,BT,Tiger Lake,,Tiger Lake,2021-01-13 02:38:00,,,Connectivity,0.1988,(missing)
2021,WIFI-96076,true,[Xiaomi][Inventec][A30/A31[TGL-H35][AX201][20H2] WHQL_System - PNP (disable and enable) with IO Before and After (Reliability) _BSOD (50) Netwtw10.sys,WiFi,Tiger Lake,Tiger Lake,,2021-01-13 23:11:00,2021-03-24 00:00:00,,Performance,0.113,2-High
2021,WIFI-104037,false,[WW2-3 Alpha+ colocation](ADL-S CSLP)[DELL Corp. DT/D12 Kyoto-MTP/Wistron/ADL-S+Q670][Wi-Fi 6] AX201/AX211 device will YB after warm boot,WiFi,Alder Lake,Alder Lake,,2021-01-13 02:20:00,2021-03-14 00:00:00,,YB/Lost,0.1419,2-High
2021,,,"[HP/SIO1953019/Win10/Lucienne/CcP2/Anders] Unit show ""Couldn't connect"" when connect to monitor with Miracast.",WiFi,(missing),,,2021-01-13 23:57:00,2021-05-26 00:00:00,,P2P,0.1412,(missing)
2021,BT-27749,false,[WW2-3 Alpha+ colocation](ADL-S CSLP)[DELL Corp. DT/D12 Kyoto-MTP/Wistron/ADL-S+Q670][BT] AX201/AX211 device will YB after warm boot,BT,Alder Lake,Alder Lake,,2021-01-13 02:24:00,2021-03-21 00:00:00,,YB/Lost,0.1592,2-High
2021,WIFI-96495,false,[HP/SIO1953684/Win10/Lucienne/CcP2/Anders] BSOD 0x7E occurred when play online video,WiFi,AMD Lucienne,AMD Lucienne,,2021-01-14 18:43:00,2021-05-26 00:00:00,,BSOD,0.28,2-High
2021,WIFI-96488,true,"[Lenovo Thinkpad China][LCFC][L14/L15 Gen2 AMD][AMD-Cezanne][CcP][20H2] Around 3 secs the Wifi will auto disconnect when connect to a mobile hotspot shared by AX200/AX201 WLAN machine.(FR:4/4 units, 12 / 12 cycles)",WiFi,AMD Cezanne,AMD Cezanne,,2021-01-14 02:35:00,2021-03-29 00:00:00,,P2P,0.1766,2-High
2021,,,"[PEGA/EPSON][Tiger Lake UP3 20H1][""Microsoft Wi-Fi Direct Virtual Adapter"" will sporadic show yellow mark during S4 aging or wake from Modern Standby.]",WiFi,Tiger Lake,,Tiger Lake,2021-01-14 01:03:00,2021-05-25 00:00:00,,Sensing,0.127,(missing)
2021,,,[Samsung][Mars-13][AX210D2W] Non-signal issue for 11AX-6G Rx sensitivity,WiFi,(missing),,,2021-01-14 22:20:00,2021-01-26 00:00:00,,Performance,0.1184,(missing)
2021,,,[Huawei][Quanta][BohrM/NobelM][Lucienne]AX200][20H2][BT][804707870] PC manager call BT driver fail.,BT,(missing),,,2021-01-14 02:47:00,,,Connectivity,0.1879,(missing)
2021,WIFI-39860,,[WW03-04 PO][Dell_South Peak 14 MLK_ADL] AX211 WLAN device show YB,WiFi,Alder Lake,,Alder Lake,2021-01-14 01:41:00,2021-02-24 00:00:00,,YB/Lost,0.2784,(missing)
2021,BT-26472,true,"[Huawei][Quanta][BohrM-NobelM][AMD_Lucienne][AX200][20H2][BUG-20210114-17085_804702072][BT] User created Multi-screen Collaboration for a while, find Intel BT device shows YB(code 10)",BT,AMD Lucienne,AMD Lucienne,,2021-01-15 02:25:00,,,YB/Lost,0.167,2-High
2021,,,[Lenovo_DT][LCFC][Tiny8][ADL-S+ 600PCH][AX201][windows10_20H2][100%] BT Device Lost,BT,Alder Lake,,Alder Lake,2021-01-15 20:06:00,2021-02-22 00:00:00,,YB/Lost,0.2293,(missing)
2021,,,[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H2][BT]found BT mouse cannot move during PC and PC transfer file via BT.,BT,Tiger Lake,,Tiger Lake,2021-01-15 05:29:00,,,Connectivity,0.1478,(missing)
2021,,,[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H2][BT]idle system and BT mouse lag after wait a moment  during multiple cooperating screen PC and mobile phone via PC manage and connect BT mouse,BT,Tiger Lake,,Tiger Lake,2021-01-15 04:06:00,2021-03-21 00:00:00,,P2P,0.1612,(missing)
2021,,,[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H2][BT]BT mouse lag and BT headset sound lag during connect BT mouse to move and connect BT headset to listen to music,BT,Tiger Lake,,Tiger Lake,2021-01-15 04:53:00,2021-03-21 00:00:00,,Connectivity,0.1764,(missing)
2021,,,[ThinkPad JP][Broadwell][Intel 7265 (D-Step) v19.51.30.1]Return Code 350 occurs frequently on customer side after WLAN driver installation via TVSU system,WiFi,(missing),,,2021-01-17 23:46:00,2021-02-23 00:00:00,,UEFI,0.0995,(missing)
2021,WIFI-96964,false,[HUAWEI][HUAQIN][AMD Lucienne-U][Intel AX200][20H2]PIE port call fail,WiFi,AMD Lucienne,AMD Lucienne,,2021-01-17 21:01:00,2021-02-27 00:00:00,,P2P,0.1011,2-High
2021,,,"[HUAWEI][HUAQIN][MACHC][Intel CML][Intel 9560[19H2][BT]The mobile phone terminal sends the broadcast all the time, why can't the PC receive the broadcast",BT,Comet Lake,,Comet Lake,2021-01-17 18:32:00,,,Connectivity,0.1933,(missing)
2021,,,[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H1][BT]The PC sends broadcasts sometimes without success,BT,Tiger Lake,,Tiger Lake,2021-01-17 17:55:00,,,Connectivity,0.1547,(missing)
2021,,,[Acer][HQ][NB2700][TGL][MP][All SKU]UUT mobile hotspot cannot be searched by other UUTs,WiFi,Tiger Lake,,Tiger Lake,2021-01-17 21:53:00,2021-02-15 00:00:00,,Connectivity,0.1381,(missing)
2021,WIFI-99246,true,[HP/SIO1953090/Win10/TGL/HrP2/Cyprus] Connection disconnect automatically and cannot connect back when playing online video overnight.,WiFi,Tiger Lake,Tiger Lake,,2021-01-17 22:33:00,2021-08-22 00:00:00,,P2P,0.1403,2-High
2021,,,[Huawei][Quanta][EulerD][TGL-UP4][AX201][BT][20H2][BUG-20210115-17129] BT file transfer process and music lag.,BT,Tiger Lake,,Tiger Lake,2021-01-17 18:56:00,2021-03-01 00:00:00,,Connectivity,0.1607,(missing)
2021,,,[Samsung][Mars-13] 6GHz band information is not diplayed at Windows OS,WiFi,(missing),,,2021-01-18 20:46:00,2021-02-04 00:00:00,,Performance,0.1213,(missing)
2021,,,"[lenovo-Thinkbook][Bitland-SZ][Thinkbook 14P][AMD Ryzen 5/7/9 PRO][AX200][Win10 20H2 19042.685][17/35 units,253/3500 cycles]Wifi stress_reboot ping test fail",WiFi,(missing),,,2021-01-18 01:17:00,2021-03-01 00:00:00,,Connectivity,0.1059,(missing)
2021,,,[Lenovo-ideaPad][Compal][L360][TGL][AX201][20H2]Sound output from unit speaker about 2s then change to BT headset after turn off BT headset 10s then power on.,BT,Tiger Lake,,Tiger Lake,2021-01-18 02:27:00,2021-02-22 00:00:00,,Connectivity,0.1956,(missing)
2021,,,"[Lenovo-ThinkPad][Wistron][X13 Yoga Gen 2][TGL][AX201][20H2][20%]For Lynx SIT machine, SUT shows Bluetooth error during restart/AOAC longrun by ATS tool in DC mode.",BT,Tiger Lake,,Tiger Lake,2021-01-18 01:57:00,,,Connectivity,0.1469,(missing)
2021,WIFI-97983,false,[TMX314] WiFi lost issue during boot up,WiFi,Whiskey Lake,Whiskey Lake,,2021-01-18 18:16:00,2021-08-22 00:00:00,,YB/Lost,0.1574,2-High
2021,,,[HP] - MV build [Starlight][TGL][HRP2-22560][20H1 19041.630] ? BT can't find any BT devices,BT,Tiger Lake,,Tiger Lake,2021-01-18 01:10:00,2021-03-10 00:00:00,,Connectivity,0.2255,(missing)
2021,,,[Lenovo-ideaPad][Compal][L360][TGL][AX201][20H2]Sound output from unit speaker after turn off BT headset 10s then power on.,BT,Tiger Lake,,Tiger Lake,2021-01-18 02:12:00,2021-02-22 00:00:00,,Connectivity,0.1948,(missing)
2021,,,[lenovo AIO]Compal]][V30a-22_24IIL][AC9560][20H2][50%] Sometimes units cannot open Mobile Hotspot when set network band as 5G after connect to internet via 2.4G WiFi or Ethernet.,WiFi,(missing),,,2021-01-19 22:24:00,2021-02-14 00:00:00,,Connectivity,0.1296,(missing)
2021,,,[HP/SIO1953610 ][Baffin][TGL/AX201/W10]Can't auto reconnect BT speaker/headset after turn off/on BT item with BT speaker/headset connected.,BT,Tiger Lake,,Tiger Lake,2021-01-19 00:05:00,2021-02-21 00:00:00,,Connectivity,0.1919,(missing)
2021,,,[HP] - SIO1954317 [Buran][RKL][HRP2-22560][20H2 19042.685] ? Bluetooth - LEExtendedAdvertising (Development and Integration) test Fail with Intel AX201 Card,BT,(missing),,,2021-01-19 01:54:00,2021-03-10 00:00:00,,HLK,0.1918,(missing)
2021,BT-26870,false,[Huawei][Quanta][KelvinD][TGL-U][AX201][20H2[BT][804719095]BT mouse was disconnected suddenly.,BT,Tiger Lake,Tiger Lake,,2021-01-19 19:41:00,,,Connectivity,0.16,1-Critical
2021,,,"[Huawei][Quanta][BohrM]/NobelM[Lucienne][AX200][20H2][WiFi][BUG-20201207-15482] Off/On wifi radio then connect wifi AP, find the Wifi icon in the lower right corner was displayed in a spherical shape.",WiFi,(missing),,,2021-01-20 23:31:00,2021-03-01 00:00:00,,Performance,0.1251,(missing)
2021,WIFI-97560,false,[HUAWEI][HUAQIN][MACHD][Intel TGL][Intel AX201[20H1]system occur BSOD-7F during use WIFI,WiFi,Tiger Lake,Tiger Lake,,2021-01-20 01:33:00,2021-04-05 00:00:00,,BSOD,0.1839,1-Critical
2021,WIFI-104645,false,"[HP/SIO1945302/Win10/TGL/HrP2/Cyprus] BSOD 0x101 occurred as running Win-PVT Restart,S3,S4 test +AC/DC Cycling.",WiFi,Tiger Lake,Tiger Lake,,2021-01-20 00:39:00,2021-05-26 00:00:00,,BSOD,0.2043,2-High
2021,WIFI-98836,false,[HP/dogfood/Win10/TGL/JfP2/Ionian] The connection drop when playing online video overnight.,WiFi,Tiger Lake,Tiger Lake,,2021-01-20 22:13:00,2021-06-06 00:00:00,,P2P,0.1222,2-High
2021,,,[HUAWEI][HUAQIN][Intel TGL][Intel AX201[20H1] The  HUAWEI PC manage failed to call the Bluetooth driver interface,BT,Tiger Lake,,Tiger Lake,2021-01-20 18:39:00,,,Connectivity,0.1672,(missing)
2021,,,[Dell_Compal_Horizon] Device Manager show Killer(R) WI-FI 6E AX1675W 160MHz Wireless Network Adapter YB when run Coldboot / Warmboot stress test,WiFi,(missing),,,2021-01-20 01:25:00,2021-04-19 00:00:00,,YB/Lost,0.1777,(missing)
2021,,,<Acer_Compal><Stonic_RNS> AX200 error event ID 5002 & 5010 while reboot OS,WiFi,(missing),,,2021-01-21 18:19:00,2021-02-23 00:00:00,,YB/Lost,0.1585,(missing)
2021,WIFI-122367,true,PIEServiceNew is stopped after WiFi driver installation,WiFi,Comet Lake,Comet Lake,,2021-01-21 18:15:00,2021-06-16 00:00:00,,P2P,0.113,3-Medium
2021,WIFI-98835,false,"[Huawei][Quanta][ALL][AX200/AX201][20H2][WiFi][BUG-20201231-16422] Run S3 test with STEP tool cause black screen issue and exist dump(0x14f, wcmsvc)",WiFi,Tiger Lake,Tiger Lake,,2021-01-21 02:06:00,2021-02-22 00:00:00,,P2P,0.1007,2-High
2021,,,"[Lenovo ThinkPad JP][LCFC][Raptor2Blackbird2][TGL-H][TyP2 2230][20H2]Many different Netwtw10 Event ID ""source Netwtw10 cannot be found"" in EventViewer of System.",WiFi,Tiger Lake,,Tiger Lake,2021-01-21 06:00:00,2021-08-07 00:00:00,,Connectivity,0.108,(missing)
2021,,,"[DELL][CY21 AIO][RKL][AX201]When the system run CB aging, the system will BSOD(DRIVER_POWER_STATE_FAILURE (9f)).",WiFi,Comet Lake,,Comet Lake,2021-01-21 23:12:00,2021-02-11 00:00:00,,BSOD,0.157,(missing)
2021,,,[HP]SIO1954271 [Calhoun/TGL/HrP/20H2]-[SIT][FIT-COMM][TGL-H][INT]The BT mouse lost function about 2-3s when BT mouse idle about 5s then move it.(Intel Hrp2),BT,Tiger Lake,,Tiger Lake,2021-01-21 23:04:00,2021-03-03 00:00:00,,Connectivity,0.1752,(missing)
2021,,,[Lenovo-ideaPad][Compal][L360][TGL][AX201][20H2]Hands-Free mode will disappear after remove Bluetooth headset during play music.,BT,Tiger Lake,,Tiger Lake,2021-01-21 02:59:00,2021-02-22 00:00:00,,Connectivity,0.172,(missing)
2021,WIFI-98850,false,[HUAWEI[HUAQIN][Intel TGL][Intel AX201][20H2]PC connection dual-band in-one router does not switch frequency band,WiFi,Tiger Lake,Tiger Lake,,2021-01-21 22:37:00,2021-02-22 00:00:00,,Performance,0.1245,2-High
2021,,,[Lenovo-Thinkpad][LCFC][L14/L15 Gen2 Intel][TGL][CCP][20H2]BSOD 0x50 during HLK System - Sleep with IO Before and After (Reliability SysFund) test.(FR:1/5),WiFi,Tiger Lake,,Tiger Lake,2021-01-21 03:48:00,2021-03-07 00:00:00,,BSOD,0.168,(missing)
2021,,,"[Huawei][Quanta][BohrM/NobelM][Lucienne]AX200][20H2][BT][BUG-20210122-17361]After re-connect Dacom GF7TWS BT headphone, BT setting changed to Stereo mode, but sound output is from PC side.",BT,(missing),,,2021-01-22 10:05:00,2021-02-07 00:00:00,,Connectivity,0.2302,(missing)
2021,,,Intel BT Adapater issue in win10 19041,BT,(missing),,,2021-01-22 05:42:00,2021-04-25 00:00:00,,Connectivity,0.2182,(missing)
2021,,,"[Huawei][Quanta][BohrM/NobelM][Lucienne]AX200][20H2][BT][BUG-20210122-17361]Off/On BT function then re-connect Huawei AM04S BT headphone, find it lost stereo output.",BT,(missing),,,2021-01-22 10:15:00,2021-02-27 00:00:00,,Connectivity,0.1926,(missing)
2021,,,[Dell][Broadmoor 15/P][TGL-H] AX201/AX210 can't WOWL from connected standby(F/R:100%),WiFi,Tiger Lake,,Tiger Lake,2021-01-24 21:55:00,2021-03-10 00:00:00,,Performance,0.1157,(missing)
2021,WIFI-99052,false,[HP/SIO1957213/Win10/JSL/JfP1/Langkawi] Run System - PNP (disable and enable) with IO Before and After (Reliability) fail in Intel wlan/BT card error,WiFi,Jasper Lake,Jasper Lake,,2021-01-24 23:34:00,2021-08-22 00:00:00,,YB/Lost,0.1065,2-High
2021,,,[HUAWEI][HUAQIN][MACHC][Intel CML][Intel 9560[WIFI]PC occur disconnect status sometimes during connect Cisco wireless route,WiFi,Comet Lake,,Comet Lake,2021-01-24 17:06:00,2021-04-26 00:00:00,,P2P,0.1911,(missing)
2021,,,[ASUS wingtech B1/B3][22.20.0.3] Intel Bluetooth device stopped working during reboot stress test,BT,(missing),,,2021-01-24 18:42:00,2021-03-21 00:00:00,,YB/Lost,0.1261,(missing)
2021,WIFI-99011,true,"[HP/SIO1957368/Win10/Cezanne/CcP2/Petrof] ""0x9f"" BSOD occurred when run WinPVT11.3 Restart Test.",WiFi,AMD Cezanne,AMD Cezanne,,2021-01-24 22:53:00,2021-05-26 00:00:00,,BSOD,0.3423,2-High
2021,,,"[Lenovo-IdeaPad][Compal][C640-13[AMDLucienne][AX200][20H2] Modern Standby Cycles stress,Device Manager 'Intel(R) Wireless Bluetooth(R)' show yellow mark .(F/R:1/30)",BT,(missing),,,2021-01-24 22:45:00,2021-02-27 00:00:00,,Connectivity,0.1676,(missing)
